Date,Time,Day,Is_Holiday,Weather,Station,From_Station,To_Station,Passenger_Entries,Passenger_Exits,Passenger_Count,Occupancy_Percent,Crowd_Level,Train_Speed_kmph,Number_of_Trips,Delay_Minutes,Congestion_Level,Peak_Hour,Train_Frequency_Per_Hour,AI_Recommendation,Recommended_Frequency
2026-02-08,13:00,Sunday,1,Cloudy,City Center,University,Central,183,206,389,15.6,Low,44,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-08,13:15,Sunday,1,Cloudy,Market,Central,Rail Hub,167,134,301,12.0,Low,41,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-08,13:30,Sunday,1,Cloudy,Market,Market,Central,206,96,302,12.1,Low,53,3,2,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-08,13:45,Sunday,1,Cloudy,Central,Rail Hub,City Center,102,126,228,9.1,Low,58,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-08,14:00,Sunday,1,Sunny,City Center,Airport,Rail Hub,182,184,366,14.6,Low,59,4,3,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-08,14:15,Sunday,1,Rainy,Stadium,Airport,Rail Hub,81,84,165,6.6,Low,30,4,2,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-08,14:30,Sunday,1,Cloudy,Stadium,Airport,Rail Hub,235,183,418,16.7,Low,52,3,0,Low,0,7,Normal Operation,Every 7 Minutes
2026-02-08,14:45,Sunday,1,Sunny,Central,Tech Park,City Center,110,203,313,12.5,Low,65,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-08,15:00,Sunday,1,Sunny,North Gate,North Gate,Stadium,118,204,322,12.9,Low,66,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-08,15:15,Sunday,1,Rainy,Tech Park,Market,Tech Park,209,101,310,12.4,Low,51,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-08,15:30,Sunday,1,Cloudy,Airport,South Gate,Rail Hub,99,169,268,10.7,Low,33,5,2,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-08,15:45,Sunday,1,Sunny,Central,Airport,South Gate,199,145,344,13.8,Low,49,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-08,16:00,Sunday,1,Sunny,South Gate,City Center,Tech Park,223,179,402,16.1,Low,53,3,1,Low,0,7,Normal Operation,Every 7 Minutes
2026-02-08,16:15,Sunday,1,Rainy,Airport,Airport,City Center,212,199,411,16.4,Low,74,3,0,Low,0,7,Normal Operation,Every 7 Minutes
2026-02-08,16:30,Sunday,1,Cloudy,Rail Hub,Stadium,Stadium,200,175,375,15.0,Low,75,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-08,16:45,Sunday,1,Sunny,South Gate,Tech Park,South Gate,156,108,264,10.6,Low,37,4,5,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-08,17:00,Sunday,1,Rainy,Stadium,Stadium,Airport,1031,957,1988,79.5,Medium,49,7,4,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-08,17:15,Sunday,1,Cloudy,University,Central,City Center,814,678,1492,59.7,Medium,67,8,6,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-08,17:30,Sunday,1,Rainy,Rail Hub,South Gate,City Center,548,681,1229,49.2,Low,70,4,1,Low,1,6,Normal Operation,Every 3 Minutes
2026-02-08,17:45,Sunday,1,Cloudy,Stadium,Central,Central,1095,878,1973,78.9,Medium,66,4,4,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-02-08,18:00,Sunday,1,Rainy,South Gate,Stadium,University,509,1065,1574,63.0,Medium,40,7,4,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-08,18:15,Sunday,1,Sunny,South Gate,City Center,City Center,671,865,1536,61.4,Medium,71,7,3,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-08,18:30,Sunday,1,Cloudy,South Gate,Central,Rail Hub,1108,607,1715,68.6,Medium,41,8,3,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-08,18:45,Sunday,1,Sunny,South Gate,Tech Park,City Center,1144,510,1654,66.2,Medium,72,4,1,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-02-08,19:00,Sunday,1,Cloudy,North Gate,South Gate,Airport,611,566,1177,47.1,Low,53,5,2,Low,1,5,Normal Operation,Every 3 Minutes
2026-02-08,19:15,Sunday,1,Cloudy,Stadium,Central,Central,836,881,1717,68.7,Medium,80,8,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-08,19:30,Sunday,1,Rainy,Airport,Tech Park,Rail Hub,1034,722,1756,70.2,Medium,40,5,3,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-08,19:45,Sunday,1,Rainy,South Gate,Rail Hub,Market,959,763,1722,68.9,Medium,37,5,3,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-08,20:00,Sunday,1,Rainy,North Gate,Stadium,Airport,1162,780,1942,77.7,Medium,80,7,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-08,20:15,Sunday,1,Cloudy,North Gate,University,City Center,1109,470,1579,63.2,Medium,40,5,0,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-08,20:30,Sunday,1,Rainy,South Gate,Rail Hub,Rail Hub,976,691,1667,66.7,Medium,38,5,1,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-08,20:45,Sunday,1,Sunny,Rail Hub,Stadium,University,538,506,1044,41.8,Low,47,7,2,Low,1,3,Normal Operation,Every 3 Minutes
2026-02-08,21:00,Sunday,1,Sunny,South Gate,South Gate,Central,157,97,254,10.2,Low,50,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-08,21:15,Sunday,1,Rainy,South Gate,Rail Hub,Stadium,125,123,248,9.9,Low,54,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-08,21:30,Sunday,1,Rainy,City Center,North Gate,Rail Hub,95,170,265,10.6,Low,66,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-08,21:45,Sunday,1,Sunny,South Gate,Central,South Gate,139,207,346,13.8,Low,66,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-08,22:00,Sunday,1,Cloudy,North Gate,Stadium,Market,231,106,337,13.5,Low,61,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-08,22:15,Sunday,1,Rainy,North Gate,Market,Airport,165,176,341,13.6,Low,45,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-08,22:30,Sunday,1,Sunny,North Gate,City Center,North Gate,85,183,268,10.7,Low,33,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-08,22:45,Sunday,1,Cloudy,South Gate,Stadium,South Gate,105,105,210,8.4,Low,46,3,2,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-08,23:00,Sunday,1,Sunny,Rail Hub,North Gate,North Gate,217,155,372,14.9,Low,32,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-08,23:15,Sunday,1,Cloudy,Central,City Center,North Gate,162,78,240,9.6,Low,30,5,3,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-08,23:30,Sunday,1,Sunny,Tech Park,Market,Stadium,104,67,171,6.8,Low,50,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-08,23:45,Sunday,1,Sunny,Rail Hub,City Center,South Gate,148,73,221,8.8,Low,39,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,00:00,Monday,0,Cloudy,University,Airport,City Center,158,78,236,9.4,Low,51,4,2,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,00:15,Monday,0,Cloudy,North Gate,Market,Airport,210,69,279,11.2,Low,78,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,00:30,Monday,0,Rainy,Airport,South Gate,Rail Hub,143,148,291,11.6,Low,74,3,2,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-09,00:45,Monday,0,Cloudy,Airport,Stadium,Tech Park,237,180,417,16.7,Low,51,2,0,Low,0,8,Normal Operation,Every 7 Minutes
2026-02-09,01:00,Monday,0,Cloudy,Stadium,University,North Gate,111,160,271,10.8,Low,47,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-09,01:15,Monday,0,Sunny,University,Market,Tech Park,110,165,275,11.0,Low,33,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-09,01:30,Monday,0,Rainy,University,University,Airport,140,140,280,11.2,Low,56,2,3,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,01:45,Monday,0,Cloudy,Central,Rail Hub,Market,154,99,253,10.1,Low,47,2,3,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,02:00,Monday,0,Rainy,University,Airport,South Gate,208,151,359,14.4,Low,59,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,02:15,Monday,0,Sunny,North Gate,Rail Hub,Central,188,66,254,10.2,Low,77,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,02:30,Monday,0,Sunny,Central,North Gate,Rail Hub,100,132,232,9.3,Low,33,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,02:45,Monday,0,Sunny,Stadium,Rail Hub,North Gate,211,194,405,16.2,Low,64,2,0,Low,0,8,Normal Operation,Every 7 Minutes
2026-02-09,03:00,Monday,0,Sunny,South Gate,Market,Stadium,180,89,269,10.8,Low,56,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,03:15,Monday,0,Rainy,Market,Rail Hub,Central,170,82,252,10.1,Low,55,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,03:30,Monday,0,Cloudy,Central,Stadium,City Center,249,211,460,18.4,Low,54,3,0,Low,0,7,Normal Operation,Every 7 Minutes
2026-02-09,03:45,Monday,0,Rainy,Central,Stadium,City Center,83,182,265,10.6,Low,71,3,4,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-09,04:00,Monday,0,Sunny,Market,Tech Park,University,108,134,242,9.7,Low,43,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,04:15,Monday,0,Cloudy,Central,Central,Market,199,192,391,15.6,Low,75,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-09,04:30,Monday,0,Sunny,Central,South Gate,Tech Park,182,214,396,15.8,Low,36,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,04:45,Monday,0,Cloudy,Rail Hub,Airport,South Gate,220,112,332,13.3,Low,58,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,05:00,Monday,0,Cloudy,Stadium,Tech Park,Airport,147,204,351,14.0,Low,56,5,2,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,05:15,Monday,0,Rainy,Tech Park,South Gate,Tech Park,205,85,290,11.6,Low,57,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,05:30,Monday,0,Cloudy,Central,North Gate,Airport,169,215,384,15.4,Low,48,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-09,05:45,Monday,0,Rainy,Central,City Center,Central,240,172,412,16.5,Low,67,3,0,Low,0,7,Normal Operation,Every 7 Minutes
2026-02-09,06:00,Monday,0,Rainy,Central,North Gate,North Gate,114,149,263,10.5,Low,51,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,06:15,Monday,0,Cloudy,Stadium,North Gate,Airport,203,121,324,13.0,Low,73,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,06:30,Monday,0,Cloudy,Stadium,Tech Park,South Gate,222,183,405,16.2,Low,33,5,3,Low,0,5,Normal Operation,Every 7 Minutes
2026-02-09,06:45,Monday,0,Rainy,Stadium,South Gate,Central,119,63,182,7.3,Low,37,2,2,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,07:00,Monday,0,Sunny,Tech Park,Rail Hub,Central,797,795,1592,63.7,Medium,48,6,0,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-09,07:15,Monday,0,Rainy,Central,North Gate,Rail Hub,1181,1027,2208,88.3,High,61,8,4,High,1,3,Increase Train Frequency,Every 3 Minutes
2026-02-09,07:30,Monday,0,Cloudy,University,University,Airport,1146,919,2065,82.6,High,47,5,2,High,1,5,Increase Train Frequency,Every 3 Minutes
2026-02-09,07:45,Monday,0,Cloudy,North Gate,Market,North Gate,513,657,1170,46.8,Low,41,6,4,Low,1,4,Normal Operation,Every 3 Minutes
2026-02-09,08:00,Monday,0,Rainy,Central,Rail Hub,South Gate,528,480,1008,40.3,Low,40,6,0,Low,1,4,Normal Operation,Every 3 Minutes
2026-02-09,08:15,Monday,0,Rainy,North Gate,Stadium,Rail Hub,518,953,1471,58.8,Medium,35,6,1,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-09,08:30,Monday,0,Rainy,University,Stadium,North Gate,821,727,1548,61.9,Medium,69,8,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-09,08:45,Monday,0,Cloudy,Airport,City Center,Tech Park,1034,1070,2104,84.2,High,37,7,3,High,1,3,Increase Train Frequency,Every 3 Minutes
2026-02-09,09:00,Monday,0,Sunny,Stadium,Central,City Center,835,1097,1932,77.3,Medium,44,5,1,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-09,09:15,Monday,0,Sunny,South Gate,Stadium,Stadium,539,831,1370,54.8,Medium,75,7,2,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-09,09:30,Monday,0,Sunny,City Center,Airport,Market,868,530,1398,55.9,Medium,46,4,0,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-02-09,09:45,Monday,0,Rainy,City Center,University,University,1019,462,1481,59.2,Medium,34,6,0,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-09,10:00,Monday,0,Cloudy,Central,Market,Market,1055,567,1622,64.9,Medium,59,5,2,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-09,10:15,Monday,0,Cloudy,South Gate,Rail Hub,Market,997,1100,2097,83.9,High,32,8,0,High,1,3,Increase Train Frequency,Every 3 Minutes
2026-02-09,10:30,Monday,0,Cloudy,North Gate,Market,South Gate,926,534,1460,58.4,Medium,50,8,0,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-09,10:45,Monday,0,Cloudy,South Gate,South Gate,Market,659,465,1124,45.0,Low,36,5,4,Low,1,5,Normal Operation,Every 3 Minutes
2026-02-09,11:00,Monday,0,Sunny,South Gate,Stadium,North Gate,217,199,416,16.6,Low,44,2,1,Low,0,8,Normal Operation,Every 7 Minutes
2026-02-09,11:15,Monday,0,Cloudy,Airport,Airport,Airport,156,153,309,12.4,Low,44,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,11:30,Monday,0,Rainy,Central,Airport,Rail Hub,119,157,276,11.0,Low,46,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,11:45,Monday,0,Sunny,Rail Hub,Central,South Gate,184,61,245,9.8,Low,35,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,12:00,Monday,0,Cloudy,Airport,Rail Hub,City Center,208,205,413,16.5,Low,66,2,1,Low,0,8,Normal Operation,Every 7 Minutes
2026-02-09,12:15,Monday,0,Rainy,Tech Park,Stadium,University,176,213,389,15.6,Low,49,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-09,12:30,Monday,0,Rainy,Market,South Gate,Airport,134,134,268,10.7,Low,34,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,12:45,Monday,0,Sunny,Airport,Airport,South Gate,212,86,298,11.9,Low,65,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,13:00,Monday,0,Sunny,Tech Park,Central,South Gate,101,119,220,8.8,Low,65,5,2,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,13:15,Monday,0,Cloudy,Stadium,Central,Rail Hub,89,188,277,11.1,Low,54,4,2,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,13:30,Monday,0,Rainy,South Gate,North Gate,Airport,92,158,250,10.0,Low,63,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,13:45,Monday,0,Sunny,North Gate,University,South Gate,106,127,233,9.3,Low,78,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,14:00,Monday,0,Cloudy,Stadium,South Gate,Central,112,99,211,8.4,Low,68,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,14:15,Monday,0,Cloudy,South Gate,South Gate,South Gate,86,116,202,8.1,Low,57,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-09,14:30,Monday,0,Rainy,Rail Hub,Rail Hub,Airport,237,194,431,17.2,Low,45,3,0,Low,0,7,Normal Operation,Every 7 Minutes
2026-02-09,14:45,Monday,0,Rainy,North Gate,City Center,University,180,217,397,15.9,Low,34,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,15:00,Monday,0,Cloudy,Airport,North Gate,Airport,81,158,239,9.6,Low,51,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,15:15,Monday,0,Rainy,Market,North Gate,Airport,91,149,240,9.6,Low,55,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,15:30,Monday,0,Rainy,Central,University,Airport,100,66,166,6.6,Low,45,4,3,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,15:45,Monday,0,Sunny,Tech Park,South Gate,Central,137,161,298,11.9,Low,54,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,16:00,Monday,0,Sunny,South Gate,University,Rail Hub,192,134,326,13.0,Low,63,4,2,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,16:15,Monday,0,Rainy,Rail Hub,Airport,Stadium,149,190,339,13.6,Low,63,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,16:30,Monday,0,Sunny,North Gate,Central,Airport,183,87,270,10.8,Low,58,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,16:45,Monday,0,Cloudy,Stadium,South Gate,Rail Hub,136,183,319,12.8,Low,66,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,17:00,Monday,0,Sunny,North Gate,Airport,Rail Hub,537,904,1441,57.6,Medium,57,4,1,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-02-09,17:15,Monday,0,Rainy,University,Central,City Center,553,487,1040,41.6,Low,68,6,1,Low,1,4,Normal Operation,Every 3 Minutes
2026-02-09,17:30,Monday,0,Sunny,South Gate,Rail Hub,University,793,750,1543,61.7,Medium,45,6,6,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-09,17:45,Monday,0,Cloudy,South Gate,Market,South Gate,732,687,1419,56.8,Medium,68,5,4,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-09,18:00,Monday,0,Rainy,Rail Hub,Stadium,Central,916,800,1716,68.6,Medium,35,8,1,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-09,18:15,Monday,0,Sunny,North Gate,Central,South Gate,868,699,1567,62.7,Medium,76,4,2,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-02-09,18:30,Monday,0,Rainy,Rail Hub,University,Airport,1097,634,1731,69.2,Medium,43,6,0,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-09,18:45,Monday,0,Rainy,Rail Hub,Stadium,North Gate,989,917,1906,76.2,Medium,33,5,3,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-09,19:00,Monday,0,Rainy,South Gate,Market,Tech Park,937,608,1545,61.8,Medium,41,5,1,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-09,19:15,Monday,0,Rainy,University,Stadium,University,837,699,1536,61.4,Medium,35,8,4,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-09,19:30,Monday,0,Rainy,Stadium,Rail Hub,North Gate,1179,544,1723,68.9,Medium,46,5,1,Medium,1,5,Deploy Crowd Control,Every 3 Minutes
2026-02-09,19:45,Monday,0,Sunny,Stadium,University,Central,1123,849,1972,78.9,Medium,30,7,2,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-09,20:00,Monday,0,Cloudy,Tech Park,Rail Hub,City Center,1072,553,1625,65.0,Medium,59,6,0,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-09,20:15,Monday,0,Sunny,Airport,University,Rail Hub,897,589,1486,59.4,Medium,29,6,2,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
2026-02-09,20:30,Monday,0,Rainy,Rail Hub,Rail Hub,Market,692,829,1521,60.8,Medium,41,7,2,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-09,20:45,Monday,0,Rainy,Rail Hub,Tech Park,Tech Park,958,465,1423,56.9,Medium,48,4,0,Medium,1,6,Deploy Crowd Control,Every 3 Minutes
2026-02-09,21:00,Monday,0,Cloudy,Central,Airport,Market,139,213,352,14.1,Low,60,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-09,21:15,Monday,0,Cloudy,University,City Center,Rail Hub,229,98,327,13.1,Low,50,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,21:30,Monday,0,Rainy,Central,Central,Airport,164,66,230,9.2,Low,30,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,21:45,Monday,0,Sunny,Central,University,Airport,101,143,244,9.8,Low,34,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,22:00,Monday,0,Rainy,Stadium,Airport,North Gate,129,203,332,13.3,Low,38,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-09,22:15,Monday,0,Sunny,Central,North Gate,Market,222,191,413,16.5,Low,69,3,2,Low,0,7,Normal Operation,Every 7 Minutes
2026-02-09,22:30,Monday,0,Cloudy,University,City Center,North Gate,226,219,445,17.8,Low,57,5,3,Low,0,5,Normal Operation,Every 7 Minutes
2026-02-09,22:45,Monday,0,Rainy,North Gate,South Gate,Market,98,75,173,6.9,Low,71,4,1,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-09,23:00,Monday,0,Sunny,Stadium,University,Airport,199,220,419,16.8,Low,50,4,0,Low,0,6,Normal Operation,Every 7 Minutes
2026-02-09,23:15,Monday,0,Rainy,City Center,Central,University,112,78,190,7.6,Low,32,3,6,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-09,23:30,Monday,0,Sunny,Airport,North Gate,Central,214,161,375,15.0,Low,34,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-09,23:45,Monday,0,Sunny,North Gate,University,Rail Hub,185,127,312,12.5,Low,74,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-10,00:00,Tuesday,0,Sunny,University,Stadium,University,209,108,317,12.7,Low,56,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-10,00:15,Tuesday,0,Cloudy,Central,Rail Hub,Airport,142,97,239,9.6,Low,77,3,3,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-10,00:30,Tuesday,0,Rainy,Rail Hub,University,Stadium,138,105,243,9.7,Low,69,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-10,00:45,Tuesday,0,Sunny,City Center,Rail Hub,South Gate,177,214,391,15.6,Low,59,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-10,01:00,Tuesday,0,Rainy,Rail Hub,City Center,Rail Hub,225,142,367,14.7,Low,49,3,1,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-10,01:15,Tuesday,0,Cloudy,South Gate,North Gate,University,146,137,283,11.3,Low,78,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-10,01:30,Tuesday,0,Rainy,Market,South Gate,North Gate,191,189,380,15.2,Low,30,2,4,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-10,01:45,Tuesday,0,Sunny,Central,Market,Central,189,125,314,12.6,Low,65,2,3,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-10,02:00,Tuesday,0,Cloudy,Market,Central,University,207,182,389,15.6,Low,66,4,2,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-10,02:15,Tuesday,0,Rainy,City Center,Central,City Center,203,195,398,15.9,Low,68,5,1,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-10,02:30,Tuesday,0,Cloudy,Rail Hub,Stadium,City Center,105,98,203,8.1,Low,42,5,3,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-10,02:45,Tuesday,0,Sunny,University,Central,North Gate,125,161,286,11.4,Low,76,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-10,03:00,Tuesday,0,Sunny,North Gate,Rail Hub,Tech Park,162,190,352,14.1,Low,41,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-10,03:15,Tuesday,0,Cloudy,Rail Hub,North Gate,Stadium,230,205,435,17.4,Low,57,5,2,Low,0,5,Normal Operation,Every 7 Minutes
2026-02-10,03:30,Tuesday,0,Rainy,North Gate,Tech Park,Airport,234,151,385,15.4,Low,74,4,4,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-10,03:45,Tuesday,0,Rainy,City Center,Airport,Airport,145,175,320,12.8,Low,73,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-10,04:00,Tuesday,0,Sunny,Stadium,Market,University,135,160,295,11.8,Low,73,3,2,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-10,04:15,Tuesday,0,Sunny,Tech Park,Airport,City Center,180,178,358,14.3,Low,36,5,0,Low,0,5,Normal Operation,Every 10 Minutes
2026-02-10,04:30,Tuesday,0,Cloudy,Market,Central,Tech Park,154,101,255,10.2,Low,64,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-10,04:45,Tuesday,0,Cloudy,North Gate,City Center,South Gate,88,190,278,11.1,Low,66,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-10,05:00,Tuesday,0,Rainy,Market,Central,Stadium,115,190,305,12.2,Low,37,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-10,05:15,Tuesday,0,Rainy,Market,Stadium,North Gate,214,111,325,13.0,Low,39,2,1,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-10,05:30,Tuesday,0,Rainy,University,City Center,Central,170,134,304,12.2,Low,60,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-10,05:45,Tuesday,0,Sunny,Rail Hub,Market,Stadium,194,65,259,10.4,Low,38,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-10,06:00,Tuesday,0,Cloudy,Airport,University,Tech Park,191,101,292,11.7,Low,70,3,0,Low,0,7,Normal Operation,Every 10 Minutes
2026-02-10,06:15,Tuesday,0,Sunny,City Center,Airport,Central,239,143,382,15.3,Low,51,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-10,06:30,Tuesday,0,Sunny,Tech Park,City Center,City Center,100,68,168,6.7,Low,75,4,0,Low,0,6,Normal Operation,Every 10 Minutes
2026-02-10,06:45,Tuesday,0,Cloudy,City Center,University,Central,133,72,205,8.2,Low,43,2,0,Low,0,8,Normal Operation,Every 10 Minutes
2026-02-10,07:00,Tuesday,0,Cloudy,City Center,Central,North Gate,632,696,1328,53.1,Medium,43,8,1,Medium,1,3,Deploy Crowd Control,Every 3 Minutes
2026-02-10,07:15,Tuesday,0,Rainy,South Gate,Stadium,Tech Park,1199,595,1794,71.8,Medium,39,6,3,Medium,1,4,Deploy Crowd Control,Every 3 Minutes
