TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
98635,2023-09-20,  Hauz Khas ,Shivaji Park,7.25,43.93,10.72,18.0,Single,maintenance
102561,2023-12-27,   LAXMI NAGAR   ,Chandni Chowk,12.87,63.66,18.73,17.0,Single,peak
30343,2023-09-04,Pragati Maidan,Shivaji Park,8.88,171.99,82.89,16.0,Return,peak
114053,2022-09-06, RAJOURI GARDEN  ,Pragati Maidan,5.41,82.4,21.8,24.0,Return,festival
32919,2023-02-07,Barakhamba Road,Laxmi Nagar,2.71,162.42,86.16,14.0,Tourist Card,festival
124276,2023-10-16,Chandni Chowk,Kirti Nagar,0.95,139.47,76.13,17.0,Return,peak
8388,2022-12-31,New Delhi,Chandni Chowk,5.37,171.85,39.31,20.0,Return,festival
114264,2024-01-08,Barakhamba Road,Netaji Subhash Place,5.74,92.38,43.9,23.0,Tourist Card,weekend
36780,2024-01-23,Netaji Subhash Place,Central Secretariat,2.56,57.89,77.39,12.0,Tourist Card,maintenance
34898,2023-04-18,AIIMS,Kashmere Gate,7.01,128.4,12.25,19.0,Single,Unknown
55648,2023-04-16,Chandni Chowk,Janakpuri West,5.05,10.27,84.55,18.0,Single,festival
1694,2022-06-10,Janakpuri West,Jasola Vihar,1.82,100.96,25.68,22.0,Smart Card,maintenance
101357,2024-05-12, Model Town  ,Chandni Chowk,2.44,61.83,103.68,14.0,Smart Card,maintenance
31000,2024-10-18, Kashmere Gate  ,Pragati Maidan,2.01,102.67,30.99,16.0,Single,festival
135693,2022-10-09,Shivaji Park,AIIMS,12.0,112.74,14.77,21.0,Single,weekend
91631,2024-08-25,   Pragati Maidan ,Model Town,23.78,30.0,31.14,19.0,Single,Unknown
30906,2024-05-07,Pragati Maidan,Punjabi Bagh,2.45,149.71,44.05,27.0,Smart Card,Unknown
148776,2024-10-07,Inderlok,Noida City Centre,1.91,37.0,98.87,15.0,Single,festival
31085,2022-07-18, Noida City Centre ,Kalkaji Mandir,22.53,93.76,98.06,23.0,Smart Card,weekend
107660,2022-06-11,AIIMS,Shivaji Park,6.19,80.0,98.79,16.0,Smart Card,maintenance
54878,2024-05-15,Mandi House,Kalkaji Mandir,1.97,55.98,116.04,16.0,Single,maintenance
92791,2024-09-10,   Central Secretariat ,Kirti Nagar,7.03,19.48,91.76,18.0,Smart Card,weekend
103206,2024-02-15,Kalkaji Mandir,Rajouri Garden,10.94,140.02,108.41,19.0,Return,festival
134517,2024-04-16,  Janakpuri West ,Noida City Centre,1.71,151.45,63.97,23.0,Tourist Card,Unknown
51082,2023-07-07, Noida City Centre   ,Old Delhi,5.77,16.16,47.83,18.0,Return,off-peak
110531,2023-02-03,Rajouri Garden,Model Town,4.49,179.35,40.34,19.0,Single,maintenance
35300,2023-02-21,Kalkaji Mandir,Janakpuri West,2.55,62.68,81.11,30.0,Single,weekend
67505,2022-01-05,Chandni Chowk,Model Town,4.29,183.82,27.5,24.0,Smart Card,festival
87486,2022-04-25,  Rajiv Chowk   ,Laxmi Nagar,0.59,198.48,17.97,24.0,Single,Unknown
100558,2024-01-03,Kalkaji Mandir,Noida City Centre,3.51,48.14,23.8,21.0,Tourist Card,maintenance
81792,2022-06-12,New Delhi,Old Delhi,2.07,42.53,105.8,18.0,Smart Card,Unknown
129245,2022-05-17,   Kalkaji Mandir   ,Model Town,15.28,159.81,54.52,24.0,Return,peak
124237,2024-09-14,  Dilshad Garden   ,Central Secretariat,2.38,75.97,102.98,15.0,Smart Card,festival
52407,2024-11-04,   Netaji Subhash Place ,Kalkaji Mandir,1.06,119.33,30.45,10.0,Smart Card,peak
40677,2023-09-11,Noida City Centre,Dilshad Garden,2.86,173.92,61.65,13.0,Smart Card,weekend
52437,2022-08-13,   Mandi House   ,Shivaji Park,4.6,61.43,32.76,20.0,Tourist Card,peak
49272,2022-08-10,Inderlok,Rajiv Chowk,1.98,74.35,24.08,23.0,Tourist Card,Unknown
133582,2022-06-28, Netaji Subhash Place   ,Shivaji Park,2.82,61.15,117.73,20.0,Smart Card,Unknown
31861,2023-08-01,Noida City Centre,Pragati Maidan,2.93,197.62,61.76,21.0,Return,Unknown
66120,2023-12-28, Laxmi Nagar ,Mandi House,7.06,39.53,16.27,21.0,Return,off-peak
34284,2023-10-04,Dilshad Garden,Netaji Subhash Place,8.57,20.48,66.06,23.0,Single,Unknown
149357,2023-05-27, Hauz Khas   ,Inderlok,7.02,174.75,36.12,18.0,Tourist Card,peak
44940,2024-01-02,Punjabi Bagh,Kirti Nagar,2.85,174.01,117.8,15.0,Single,festival
140701,2024-07-06,Noida City Centre,Kirti Nagar,9.02,172.66,25.29,13.0,Single,Unknown
20836,2023-03-21,  Kirti Nagar   ,Rajiv Chowk,1.91,56.1,74.08,17.0,Single,Unknown
110979,2022-11-14,Hauz Khas,Dilshad Garden,1.08,106.33,112.07,26.0,Smart Card,maintenance
75250,2023-08-03,Chandni Chowk,Rajouri Garden,1.05,53.76,7.28,21.0,Tourist Card,maintenance
70892,2022-02-02,Netaji Subhash Place,Kalkaji Mandir,4.07,105.17,113.53,33.0,Smart Card,Unknown
22015,2023-02-15,AIIMS,Netaji Subhash Place,3.81,138.78,118.03,14.0,Smart Card,off-peak
56614,2023-12-08,   hauz khas   ,Model Town,10.31,92.78,75.2,20.0,Smart Card,maintenance
129905,2024-07-14,Central Secretariat,Janakpuri West,21.01,90.92,116.06,21.0,Single,festival
112984,2023-01-29,Jasola Vihar,AIIMS,4.23,56.36,79.91,17.0,Return,weekend
37427,2023-07-02,Old Delhi,Hauz Khas,7.19,82.19,54.55,18.0,Tourist Card,weekend
25192,2024-12-05,  New Delhi  ,Noida City Centre,9.24,85.05,6.86,18.0,Single,peak
7659,2023-06-07,Inderlok,Old Delhi,8.77,134.28,57.15,15.0,Tourist Card,off-peak
123404,2024-10-27,Barakhamba Road,Rajiv Chowk,1.41,177.79,51.88,18.0,Return,weekend
108432,2022-10-02,Kalkaji Mandir,Dilshad Garden,2.91,29.76,7.34,20.0,Return,festival
125197,2024-03-27, SHIVAJI PARK  ,Jasola Vihar,7.56,187.16,14.78,23.0,Single,off-peak
77805,2024-08-09,Inderlok,Kalkaji Mandir,3.78,142.59,27.16,19.0,Single,peak
118044,2024-04-17,Old Delhi,Kalkaji Mandir,11.43,163.26,67.64,16.0,Smart Card,off-peak
128043,2024-01-07, Inderlok  ,Model Town,2.49,58.82,72.76,23.0,Smart Card,peak
138448,2024-04-21,Jasola Vihar,Janakpuri West,0.99,19.78,81.55,23.0,Single,maintenance
43971,2022-10-01,Kirti Nagar,Chandni Chowk,3.66,20.43,108.62,13.0,Tourist Card,maintenance
30763,2024-04-29,   chandni chowk   ,Inderlok,8.43,152.65,90.27,24.0,Smart Card,peak
84552,2023-12-11,   Shivaji Park  ,Mandi House,21.65,104.39,67.61,23.0,Single,peak
4147,2022-04-24,Mandi House,Kirti Nagar,2.02,18.95,15.81,15.0,Smart Card,maintenance
62394,2022-02-18,Jasola Vihar,Rajouri Garden,5.99,96.55,70.54,25.0,Return,Unknown
28837,2022-11-16,Pragati Maidan,New Delhi,0.9,15.82,81.49,21.0,Single,peak
139617,2023-01-17,Central Secretariat,Jasola Vihar,2.77,197.58,24.54,16.0,Single,peak
100833,2023-04-06,Dilshad Garden,Hauz Khas,9.08,161.58,76.37,20.0,Return,off-peak
26806,2024-11-14,AIIMS,Shivaji Park,17.89,57.08,54.68,19.0,Return,festival
73380,2023-11-17,  jasola vihar  ,Dilshad Garden,2.02,82.41,24.81,12.0,Single,Unknown
62663,2022-01-24,Kalkaji Mandir,Shivaji Park,2.43,113.15,32.59,20.0,Single,weekend
140683,2022-09-28,   Inderlok ,Kirti Nagar,0.82,85.88,42.55,8.0,Single,off-peak
125778,2022-04-13,Kirti Nagar,New Delhi,1.0,45.55,46.12,27.0,Tourist Card,maintenance
71656,2022-12-09, model town  ,Janakpuri West,13.39,66.41,91.9,29.0,Smart Card,weekend
44339,2024-05-21, noida city centre ,Chandni Chowk,4.29,130.53,21.44,19.0,Return,maintenance
104368,2022-04-28,Jasola Vihar,Rajiv Chowk,1.07,198.57,91.79,20.0,Tourist Card,maintenance
140534,2022-05-25,Netaji Subhash Place,Inderlok,9.31,64.55,52.63,19.0,Return,off-peak
136568,2024-08-19,Punjabi Bagh,Jasola Vihar,9.59,179.69,115.95,10.0,Smart Card,peak
36380,2023-12-17,Laxmi Nagar,AIIMS,4.35,137.83,30.0,21.0,Smart Card,maintenance
103549,2022-12-02, Noida City Centre   ,Pragati Maidan,13.61,53.1,111.71,27.0,Tourist Card,festival
16460,2024-01-08, INDERLOK  ,Kalkaji Mandir,11.69,136.26,73.87,16.0,Tourist Card,peak
52564,2024-04-24,  Inderlok   ,Old Delhi,4.81,195.74,69.61,16.0,Tourist Card,peak
62755,2022-09-04,Chandni Chowk,Model Town,2.75,23.82,70.72,19.0,Single,weekend
132720,2023-02-26,Jasola Vihar,Model Town,7.38,172.79,66.51,19.0,Return,festival
70283,2022-03-27,Punjabi Bagh,Dilshad Garden,5.02,38.44,44.46,14.0,Smart Card,off-peak
115175,2024-09-07,Rajiv Chowk,Laxmi Nagar,4.76,21.96,115.87,16.0,Tourist Card,off-peak
76146,2024-05-02,  kalkaji mandir ,New Delhi,2.14,193.57,30.34,24.0,Return,peak
139433,2023-09-24, Hauz Khas  ,Model Town,3.14,137.84,112.1,14.0,Single,off-peak
24832,2023-08-16,Chandni Chowk,Barakhamba Road,3.23,171.53,30.32,19.0,Tourist Card,maintenance
63635,2023-09-13,Kashmere Gate,Rajiv Chowk,6.5,95.9,17.26,21.0,Single,peak
13474,2023-01-01,Kirti Nagar,Laxmi Nagar,4.41,127.48,16.78,13.0,Single,maintenance
60199,2022-12-29,   Dilshad Garden ,AIIMS,2.71,134.39,39.9,17.0,Tourist Card,Unknown
141300,2022-09-19,Central Secretariat,Pragati Maidan,2.39,15.26,116.39,25.0,Tourist Card,festival
5098,2022-10-15,AIIMS,Punjabi Bagh,3.61,70.17,20.22,18.0,Single,Unknown
19861,2024-03-14,  Pragati Maidan ,Kalkaji Mandir,0.84,115.95,33.07,22.0,Tourist Card,Unknown
138248,2023-09-21,Rajouri Garden,Central Secretariat,12.99,78.5,75.38,19.0,Smart Card,Unknown
85144,2024-07-19,Janakpuri West,Barakhamba Road,5.1,174.62,56.68,20.0,Return,peak
145767,2023-02-13,  Rajouri Garden   ,Jasola Vihar,7.83,48.11,29.9,24.0,Return,maintenance
29290,2023-09-03,Kalkaji Mandir,Kirti Nagar,13.4,160.37,119.46,22.0,Single,peak
86563,2023-02-18,Model Town,Inderlok,15.7,72.74,109.73,20.0,Smart Card,off-peak
39901,2024-11-30,Hauz Khas,Kirti Nagar,10.74,20.04,70.92,16.0,Tourist Card,off-peak
76165,2022-10-31,   Kashmere Gate   ,Mandi House,7.34,10.49,29.45,27.0,Tourist Card,weekend
1346,2023-04-11,Laxmi Nagar,Kalkaji Mandir,3.23,120.94,54.28,16.0,Single,off-peak
117883,2024-08-12,Kirti Nagar,New Delhi,15.1,146.75,30.27,16.0,Return,off-peak
61819,2022-06-29,Kalkaji Mandir,Barakhamba Road,4.42,168.09,61.6,19.0,Return,Unknown
49281,2022-08-29,Kalkaji Mandir,New Delhi,1.52,18.23,57.7,17.0,Tourist Card,festival
85783,2022-05-13, Old Delhi   ,Pragati Maidan,16.89,126.63,65.14,14.0,Single,weekend
5010,2023-04-17, Kashmere Gate   ,Inderlok,2.38,186.33,54.92,24.0,Return,peak
64691,2024-04-10,Jasola Vihar,Janakpuri West,1.83,16.72,27.15,15.0,Return,festival
120071,2024-08-31,Old Delhi,Mandi House,2.0,53.28,76.47,22.0,Smart Card,off-peak
129600,2023-05-14,Kashmere Gate,Laxmi Nagar,1.6,156.21,56.05,15.0,Return,maintenance
28413,2024-12-02,Punjabi Bagh,Barakhamba Road,2.41,41.74,10.66,26.0,Tourist Card,peak
96712,2023-12-04,Pragati Maidan,Old Delhi,2.64,25.72,9.54,24.0,Single,Unknown
14915,2023-03-06,  MODEL TOWN ,Punjabi Bagh,2.23,97.19,114.06,20.0,Return,festival
98018,2022-11-21,   Rajouri Garden  ,Dilshad Garden,10.7,85.13,98.68,18.0,Return,off-peak
10710,2022-05-08,Mandi House,Kirti Nagar,4.54,127.54,71.23,22.0,Smart Card,weekend
24108,2023-08-28,Dilshad Garden,Kirti Nagar,3.65,62.7,31.37,21.0,Tourist Card,festival
93837,2024-07-09,  Pragati Maidan  ,Old Delhi,2.44,120.18,94.97,16.0,Single,Unknown
109396,2024-10-29, Central Secretariat   ,Old Delhi,1.15,67.65,75.72,18.0,Tourist Card,Unknown
5307,2023-06-07,Kashmere Gate,Dilshad Garden,1.02,190.53,83.8,20.0,Smart Card,peak
29944,2024-06-24, janakpuri west ,Kalkaji Mandir,8.72,71.47,110.45,19.0,Single,maintenance
128290,2023-02-21, pragati maidan ,Rajouri Garden,0.89,124.65,55.3,20.0,Single,maintenance
122514,2023-07-17,  Kalkaji Mandir   ,Punjabi Bagh,11.62,100.2,59.26,18.0,Tourist Card,weekend
147217,2023-02-02,Inderlok,Pragati Maidan,3.36,15.35,31.16,19.0,Tourist Card,festival
107318,2023-05-11,AIIMS,Rajiv Chowk,9.89,22.17,69.93,26.0,Smart Card,maintenance
34889,2022-06-19,Netaji Subhash Place,AIIMS,2.88,13.03,94.75,21.0,Return,maintenance
124519,2024-07-11,   Kalkaji Mandir ,Central Secretariat,4.13,71.49,98.93,19.0,Tourist Card,off-peak
48916,2024-06-09,  JASOLA VIHAR  ,Central Secretariat,0.5,178.2,108.24,22.0,Single,peak
60910,2023-01-15, barakhamba road ,Chandni Chowk,1.41,14.41,41.43,22.0,Single,Unknown
47852,2022-06-23,Netaji Subhash Place,New Delhi,3.56,116.56,80.66,16.0,Smart Card,weekend
97536,2023-03-29,Kirti Nagar,AIIMS,4.14,74.03,28.57,19.0,Smart Card,weekend
139800,2022-11-08,Shivaji Park,Chandni Chowk,8.34,84.05,70.65,13.0,Single,festival
83203,2024-02-12,AIIMS,Kalkaji Mandir,3.59,67.71,86.28,19.0,Tourist Card,off-peak
15122,2022-02-09, NOIDA CITY CENTRE   ,Chandni Chowk,2.93,129.35,72.42,20.0,Return,maintenance
47239,2023-02-05, inderlok ,AIIMS,2.63,18.25,85.74,21.0,Tourist Card,off-peak
14759,2024-03-03,Kalkaji Mandir,Janakpuri West,0.57,175.7,108.49,15.0,Tourist Card,festival
126047,2024-08-08, new delhi  ,Punjabi Bagh,1.54,91.31,47.88,19.0,Return,Unknown
14899,2022-01-09,   MODEL TOWN ,Pragati Maidan,2.43,144.39,111.63,25.0,Return,weekend
50072,2022-04-01,Janakpuri West,Inderlok,3.74,62.37,29.2,25.0,Single,maintenance
70624,2024-04-18, Jasola Vihar  ,Pragati Maidan,1.7,99.91,16.24,21.0,Return,off-peak
4460,2023-08-24,Pragati Maidan,Model Town,10.13,55.27,14.25,25.0,Tourist Card,Unknown
31627,2022-07-02,Old Delhi,Central Secretariat,1.34,152.07,8.6,25.0,Return,festival
130286,2023-02-18,Laxmi Nagar,Pragati Maidan,2.27,29.3,42.04,25.0,Single,weekend
64157,2023-05-20,Kashmere Gate,Pragati Maidan,2.38,166.12,41.54,18.0,Return,peak
111198,2023-10-08,Kalkaji Mandir,Chandni Chowk,3.06,50.22,50.77,20.0,Tourist Card,peak
104855,2023-02-23,Pragati Maidan,Mandi House,4.74,136.67,106.14,18.0,Tourist Card,festival
85520,2022-09-05,Hauz Khas,Inderlok,2.47,60.34,12.73,21.0,Smart Card,festival
109804,2023-07-20,  New Delhi   ,Model Town,8.08,42.72,38.82,23.0,Smart Card,off-peak
16158,2022-03-15,Punjabi Bagh,New Delhi,5.95,196.07,48.41,13.0,Return,Unknown
71730,2022-09-03,AIIMS,Inderlok,19.28,175.7,55.45,24.0,Smart Card,weekend
118695,2022-05-05,Pragati Maidan,Janakpuri West,10.72,50.4,119.92,22.0,Tourist Card,festival
114387,2022-12-29,Rajouri Garden,Model Town,1.38,15.02,24.3,16.0,Smart Card,off-peak
34762,2023-12-25,  SHIVAJI PARK  ,Chandni Chowk,10.24,24.07,85.97,20.0,Single,Unknown
72675,2024-11-19,   netaji subhash place  ,Shivaji Park,2.22,88.17,108.58,18.0,Return,off-peak
102973,2024-09-23,Netaji Subhash Place,Dilshad Garden,2.38,20.93,36.86,23.0,Smart Card,Unknown
141688,2023-07-29,Shivaji Park,Punjabi Bagh,16.49,37.1,53.97,29.0,Tourist Card,weekend
106246,2024-04-11,Netaji Subhash Place,Punjabi Bagh,1.94,107.24,111.72,24.0,Single,festival
62886,2022-07-30,Pragati Maidan,Janakpuri West,1.97,159.45,46.98,21.0,Tourist Card,Unknown
94790,2024-07-09,Rajouri Garden,Pragati Maidan,0.54,56.36,30.78,24.0,Tourist Card,maintenance
72411,2022-09-17,Old Delhi,AIIMS,6.57,33.44,97.41,13.0,Return,off-peak
138610,2024-01-14, Kalkaji Mandir ,Noida City Centre,9.67,36.02,50.48,14.0,Tourist Card,maintenance
79528,2023-07-17,Pragati Maidan,Chandni Chowk,5.06,51.3,5.18,21.0,Smart Card,peak
106924,2023-08-28,Mandi House,Old Delhi,1.27,116.77,90.21,19.0,Single,festival
81629,2023-09-21, Kashmere Gate ,New Delhi,4.05,72.21,63.76,14.0,Tourist Card,off-peak
146396,2023-08-19,AIIMS,Central Secretariat,3.84,110.18,14.74,21.0,Smart Card,off-peak
93525,2023-02-19,Jasola Vihar,Rajiv Chowk,5.87,65.41,23.78,15.0,Return,festival
65203,2023-09-29, Pragati Maidan ,Janakpuri West,11.01,159.84,64.43,12.0,Single,Unknown
123637,2022-07-18,Hauz Khas,Kalkaji Mandir,3.68,175.95,62.92,17.0,Return,Unknown
54091,2024-04-22,Shivaji Park,Inderlok,0.74,43.95,83.59,20.0,Single,weekend
110142,2023-09-23,Noida City Centre,Model Town,6.08,67.13,113.12,21.0,Single,peak
124415,2023-09-26,   mandi house  ,Model Town,11.04,53.7,72.88,22.0,Smart Card,Unknown
22540,2022-01-12, Jasola Vihar ,Kalkaji Mandir,4.34,179.52,42.93,21.0,Single,weekend
18340,2023-08-19, Shivaji Park  ,Kirti Nagar,6.45,180.83,75.82,19.0,Tourist Card,peak
52370,2022-07-17, KALKAJI MANDIR ,AIIMS,4.1,145.26,35.58,24.0,Single,off-peak
125454,2023-06-17,   Kalkaji Mandir   ,Rajiv Chowk,2.01,51.79,35.5,20.0,Tourist Card,festival
11477,2023-10-30,Laxmi Nagar,Mandi House,11.73,104.41,38.46,22.0,Single,Unknown
139567,2023-02-27,   Mandi House   ,Dilshad Garden,5.02,193.74,29.7,26.0,Single,weekend
65773,2024-08-23,  NETAJI SUBHASH PLACE   ,Shivaji Park,2.04,22.82,94.3,28.0,Tourist Card,weekend
147495,2024-12-14,   KIRTI NAGAR  ,Chandni Chowk,3.38,56.27,56.52,14.0,Single,festival
50176,2022-09-26,Punjabi Bagh,Noida City Centre,11.68,149.56,69.72,20.0,Single,peak
98968,2022-07-02,Hauz Khas,Kashmere Gate,1.88,117.72,60.62,20.0,Smart Card,Unknown
4938,2023-09-16,Chandni Chowk,Laxmi Nagar,6.52,169.75,30.11,23.0,Single,off-peak
45968,2022-10-11,Netaji Subhash Place,Barakhamba Road,5.87,114.23,7.32,15.0,Return,festival
28604,2023-01-13,Kashmere Gate,Shivaji Park,3.63,82.32,119.31,24.0,Single,off-peak
45175,2023-08-14,Laxmi Nagar,Noida City Centre,2.19,125.73,81.23,15.0,Tourist Card,off-peak
6930,2023-11-30,Noida City Centre,Hauz Khas,2.18,171.62,61.69,15.0,Tourist Card,peak
36248,2022-12-07,   hauz khas  ,AIIMS,2.38,189.16,100.27,13.0,Return,Unknown
125764,2022-12-20,Laxmi Nagar,Janakpuri West,10.53,168.35,103.51,27.0,Single,off-peak
66022,2024-02-03,   Chandni Chowk   ,AIIMS,15.9,182.56,27.83,24.0,Return,Unknown
69031,2024-01-09,Inderlok,AIIMS,3.7,17.08,81.21,22.0,Single,Unknown
18203,2024-12-20,Mandi House,Punjabi Bagh,1.56,152.32,61.5,17.0,Smart Card,weekend
140340,2024-05-10, BARAKHAMBA ROAD   ,Central Secretariat,5.19,174.8,52.02,21.0,Single,off-peak
63707,2022-06-10,  HAUZ KHAS ,Old Delhi,16.48,81.64,66.79,16.0,Smart Card,festival
110030,2022-08-11, LAXMI NAGAR   ,Janakpuri West,17.37,132.47,46.61,20.0,Return,Unknown
111618,2024-02-14,Hauz Khas,Old Delhi,3.17,156.94,97.81,22.0,Return,maintenance
95326,2022-11-28,Jasola Vihar,Kalkaji Mandir,5.53,190.34,117.12,13.0,Smart Card,festival
98518,2024-12-07,Punjabi Bagh,Kirti Nagar,7.27,32.17,97.93,21.0,Tourist Card,festival
52886,2022-02-08,Kalkaji Mandir,Hauz Khas,0.63,18.83,103.86,21.0,Smart Card,Unknown
50361,2023-08-31,  Kalkaji Mandir  ,Old Delhi,11.18,62.68,24.66,24.0,Smart Card,off-peak
53956,2023-03-11,  Inderlok ,Laxmi Nagar,3.78,100.09,92.38,22.0,Tourist Card,festival
116764,2022-06-13,   Punjabi Bagh ,Chandni Chowk,1.16,74.73,24.02,17.0,Single,Unknown
126844,2022-06-15,Punjabi Bagh,Dilshad Garden,2.48,173.56,10.95,28.0,Smart Card,maintenance
30280,2022-03-25,Inderlok,Kirti Nagar,10.83,37.12,81.54,29.0,Single,festival
13999,2023-03-13,Inderlok,Shivaji Park,1.57,139.68,8.22,20.0,Smart Card,off-peak
109551,2023-11-20,Noida City Centre,Old Delhi,5.61,54.2,83.35,24.0,Return,off-peak
125646,2023-01-21,Rajouri Garden,Inderlok,3.86,178.65,24.52,23.0,Smart Card,maintenance
85651,2022-01-01,  KIRTI NAGAR ,Shivaji Park,9.64,136.78,30.05,22.0,Smart Card,maintenance
140153,2024-02-03,AIIMS,Kalkaji Mandir,2.64,116.98,105.22,18.0,Tourist Card,maintenance
149877,2023-01-15,Inderlok,Kalkaji Mandir,6.48,29.54,110.47,11.0,Smart Card,weekend
42981,2023-09-21,Netaji Subhash Place,Hauz Khas,8.03,120.93,22.55,22.0,Smart Card,maintenance
97822,2023-05-21,Netaji Subhash Place,Dilshad Garden,5.24,179.31,99.15,23.0,Smart Card,Unknown
24536,2022-10-01,Netaji Subhash Place,Kashmere Gate,4.86,145.77,60.03,34.0,Tourist Card,off-peak
72874,2024-04-23,Kirti Nagar,Noida City Centre,19.73,106.91,53.6,20.0,Return,weekend
86406,2023-06-29,Netaji Subhash Place,AIIMS,0.59,107.64,77.19,24.0,Smart Card,maintenance
54771,2023-08-30,Chandni Chowk,Pragati Maidan,3.95,36.33,50.25,20.0,Single,peak
104331,2024-07-14,  New Delhi   ,Hauz Khas,6.16,90.7,58.5,24.0,Tourist Card,maintenance
126624,2022-12-27,Old Delhi,Shivaji Park,0.8,18.98,81.19,18.0,Smart Card,peak
71338,2022-03-19, Rajouri Garden   ,Inderlok,1.77,128.12,83.82,21.0,Single,festival
123441,2023-05-31, Jasola Vihar   ,Laxmi Nagar,14.36,90.0,86.78,16.0,Smart Card,weekend
144,2022-11-26,Rajouri Garden,Chandni Chowk,5.29,134.83,18.21,16.0,Return,off-peak
81302,2023-11-25,Chandni Chowk,Inderlok,1.11,150.97,112.66,16.0,Smart Card,Unknown
107109,2022-01-01,Rajiv Chowk,Jasola Vihar,24.08,167.72,73.07,21.0,Single,weekend
26940,2024-07-30,Punjabi Bagh,Pragati Maidan,7.63,114.26,57.24,22.0,Return,off-peak
90904,2023-01-24,Rajouri Garden,Laxmi Nagar,2.04,62.35,63.28,24.0,Tourist Card,off-peak
72079,2024-02-06,   netaji subhash place ,Punjabi Bagh,7.65,130.74,93.86,16.0,Tourist Card,Unknown
55841,2023-01-01,New Delhi,Jasola Vihar,5.29,41.68,34.95,17.0,Single,Unknown
107737,2022-05-17,   CHANDNI CHOWK ,Punjabi Bagh,3.27,120.98,40.54,17.0,Return,maintenance
59666,2023-09-03,Barakhamba Road,New Delhi,12.6,86.16,87.65,20.0,Single,off-peak
26671,2022-01-09,Hauz Khas,Janakpuri West,3.23,129.43,30.17,19.0,Single,peak
43636,2024-01-05,Central Secretariat,Kashmere Gate,12.98,89.69,114.7,27.0,Return,peak
26739,2023-02-21,Shivaji Park,Hauz Khas,3.44,177.98,81.59,31.0,Return,Unknown
111584,2024-06-18,Laxmi Nagar,Hauz Khas,0.66,92.12,62.74,18.0,Single,Unknown
126639,2024-11-24, pragati maidan ,Kirti Nagar,4.27,104.03,91.07,20.0,Return,festival
121273,2023-05-07,   Barakhamba Road ,Inderlok,5.19,62.66,86.49,29.0,Tourist Card,festival
87516,2024-07-02,Rajiv Chowk,Hauz Khas,0.99,187.56,78.97,25.0,Single,peak
39807,2023-06-16,Hauz Khas,Mandi House,1.02,27.55,52.91,20.0,Smart Card,weekend
1173,2023-11-23,   Rajiv Chowk ,Mandi House,4.29,104.22,20.16,17.0,Smart Card,weekend
103127,2022-06-14,Mandi House,Chandni Chowk,2.99,183.56,28.22,21.0,Smart Card,maintenance
53173,2024-03-27,   Pragati Maidan ,Punjabi Bagh,11.7,34.11,93.06,15.0,Single,maintenance
39489,2024-02-12,  KIRTI NAGAR ,Punjabi Bagh,2.89,22.74,117.84,24.0,Smart Card,weekend
35311,2022-07-16,Noida City Centre,Chandni Chowk,9.18,16.37,16.16,15.0,Tourist Card,weekend
114490,2023-07-30,Inderlok,Kashmere Gate,1.99,115.11,75.47,15.0,Return,off-peak
96092,2022-11-18, KALKAJI MANDIR   ,Kirti Nagar,4.28,177.49,97.14,18.0,Smart Card,festival
31087,2024-11-25,Old Delhi,Barakhamba Road,13.2,114.68,80.76,17.0,Tourist Card,off-peak
40637,2024-06-28,Punjabi Bagh,Kirti Nagar,6.12,183.31,71.94,15.0,Tourist Card,Unknown
38808,2024-08-24,Dilshad Garden,Netaji Subhash Place,1.34,92.91,55.63,22.0,Single,Unknown
93229,2023-09-24,   MODEL TOWN   ,Noida City Centre,1.18,99.01,76.8,20.0,Return,weekend
68098,2022-04-28,Chandni Chowk,Hauz Khas,7.54,76.76,33.11,11.0,Tourist Card,festival
12711,2022-06-23, Inderlok   ,Netaji Subhash Place,2.12,187.27,10.07,15.0,Tourist Card,Unknown
139907,2023-01-04, Netaji Subhash Place  ,Old Delhi,0.96,197.79,58.49,15.0,Tourist Card,festival
2117,2023-04-28,Pragati Maidan,Rajouri Garden,10.08,141.82,56.18,16.0,Return,festival
8556,2024-01-15,New Delhi,Netaji Subhash Place,2.05,145.91,34.92,19.0,Smart Card,weekend
40556,2022-09-12,Netaji Subhash Place,Inderlok,18.6,112.74,92.99,23.0,Single,festival
136653,2022-07-09,Chandni Chowk,Netaji Subhash Place,4.65,110.0,112.59,19.0,Return,peak
1295,2024-05-26,  Chandni Chowk  ,Model Town,6.27,126.7,49.53,21.0,Tourist Card,weekend
50795,2022-07-27,Pragati Maidan,Rajouri Garden,2.19,36.65,16.63,18.0,Return,off-peak
7123,2023-08-08,Janakpuri West,Central Secretariat,17.72,107.92,6.1,16.0,Smart Card,weekend
46549,2023-07-19,Laxmi Nagar,Punjabi Bagh,5.25,183.87,23.48,26.0,Single,weekend
106666,2023-07-18,Pragati Maidan,Punjabi Bagh,11.76,165.63,117.84,17.0,Single,peak
19781,2022-04-12,Dilshad Garden,Barakhamba Road,9.14,146.86,6.53,16.0,Single,maintenance
90292,2023-02-06,Laxmi Nagar,Noida City Centre,9.34,121.6,105.36,23.0,Smart Card,Unknown
107928,2023-01-15,New Delhi,Barakhamba Road,2.09,36.7,110.19,13.0,Single,peak
107223,2023-02-28,Noida City Centre,Noida City Centre,9.09,37.47,116.84,16.0,Return,maintenance
