id,entry_station,entry_time,entry_gate,exit_station,exit_time,exit_gate,travel_duration_mins
PID-CCD2ACB9,Rajiv Chowk,2026-07-19 13:21:00,Gate 2,Dwarka Sector 21,2026-07-19 14:03:00,Gate 3,42
PID-F9893BF9,Yamuna Bank,2026-07-19 13:21:00,Gate 5,Dwarka Sector 21,2026-07-19 14:20:00,Gate 5,59
PID-DE2F832F,Dwarka Sector 21,2026-07-19 13:21:00,Gate 4,Rajiv Chowk,2026-07-19 14:04:00,Gate 5,43
PID-83C49D07,Yamuna Bank,2026-07-19 13:22:00,Gate 1,Hauz Khas,2026-07-19 13:50:00,Gate 4,28
PID-E7D21922,INA,2026-07-19 13:22:00,Gate 4,Hauz Khas,2026-07-19 14:05:00,Gate 5,43
PID-B8921A24,Dwarka Sector 21,2026-07-19 13:23:00,Gate 5,Botanical Garden,2026-07-19 13:35:00,Gate 3,12
PID-05E78D17,Yamuna Bank,2026-07-19 13:23:00,Gate 2,INA,2026-07-19 13:55:00,Gate 5,32
PID-18C743FE,Yamuna Bank,2026-07-19 13:24:00,Gate 1,Kashmere Gate,2026-07-19 13:36:00,Gate 4,12
PID-8B510239,Yamuna Bank,2026-07-19 13:25:00,Gate 3,INA,2026-07-19 13:41:00,Gate 4,16
PID-4DB7FDDB,Kashmere Gate,2026-07-19 13:25:00,Gate 3,Mandi House,2026-07-19 13:50:00,Gate 2,25
PID-EAD8CA48,Botanical Garden,2026-07-19 13:25:00,Gate 1,Mandi House,2026-07-19 14:07:00,Gate 1,42
PID-B31D9C53,Rajiv Chowk,2026-07-19 13:26:00,Gate 2,Botanical Garden,2026-07-19 14:55:00,Gate 2,89
PID-CBC75C36,Botanical Garden,2026-07-19 13:27:00,Gate 3,Mandi House,2026-07-19 13:57:00,Gate 4,30
PID-330F1A47,Botanical Garden,2026-07-19 13:29:00,Gate 4,Rajiv Chowk,2026-07-19 14:27:00,Gate 1,58
PID-BFF1366A,Rajiv Chowk,2026-07-19 13:29:00,Gate 2,Mandi House,2026-07-19 14:51:00,Gate 3,82
PID-588A5F0D,Botanical Garden,2026-07-19 13:29:00,Gate 3,Rajiv Chowk,2026-07-19 13:40:00,Gate 5,11
PID-223BAB31,Mandi House,2026-07-19 13:30:00,Gate 4,Kashmere Gate,2026-07-19 14:47:00,Gate 1,77
PID-E94D02C6,Kashmere Gate,2026-07-19 13:30:00,Gate 3,INA,2026-07-19 14:16:00,Gate 2,46
PID-3112AD9E,Dwarka Sector 21,2026-07-19 13:32:00,Gate 3,Hauz Khas,2026-07-19 14:26:00,Gate 1,54
PID-9FE3C207,Mandi House,2026-07-19 13:33:00,Gate 2,Hauz Khas,2026-07-19 14:51:00,Gate 5,78
PID-C5024115,Hauz Khas,2026-07-19 13:33:00,Gate 1,INA,2026-07-19 13:53:00,Gate 5,20
PID-C2587A67,INA,2026-07-19 13:33:00,Gate 5,Kashmere Gate,2026-07-19 14:45:00,Gate 5,72
PID-F20B831F,INA,2026-07-19 13:33:00,Gate 5,Mandi House,2026-07-19 14:36:00,Gate 1,63
PID-A4C0CF11,Rajiv Chowk,2026-07-19 13:34:00,Gate 1,Yamuna Bank,2026-07-19 14:47:00,Gate 4,73
PID-C793FFBE,INA,2026-07-19 13:36:00,Gate 5,Mandi House,2026-07-19 14:35:00,Gate 5,59
PID-57A0AB8E,Kashmere Gate,2026-07-19 13:37:00,Gate 5,Yamuna Bank,2026-07-19 14:08:00,Gate 2,31
PID-8BA26299,INA,2026-07-19 13:37:00,Gate 1,Dwarka Sector 21,2026-07-19 14:01:00,Gate 3,24
PID-A6194B31,Rajiv Chowk,2026-07-19 13:38:00,Gate 1,Hauz Khas,2026-07-19 14:59:00,Gate 3,81
PID-331B578A,Kashmere Gate,2026-07-19 13:38:00,Gate 3,Yamuna Bank,2026-07-19 14:40:00,Gate 3,62
PID-AF3B11D8,Mandi House,2026-07-19 13:38:00,Gate 3,INA,2026-07-19 14:29:00,Gate 3,51
PID-A9AD534F,Botanical Garden,2026-07-19 13:38:00,Gate 2,Rajiv Chowk,2026-07-19 14:13:00,Gate 2,35
PID-FC0A18B4,Hauz Khas,2026-07-19 13:39:00,Gate 2,Dwarka Sector 21,2026-07-19 14:20:00,Gate 4,41
PID-680DDA12,Rajiv Chowk,2026-07-19 13:40:00,Gate 1,Hauz Khas,2026-07-19 14:26:00,Gate 5,46
PID-019CE3DB,INA,2026-07-19 13:40:00,Gate 5,Botanical Garden,2026-07-19 15:04:00,Gate 2,84
PID-6D286482,Yamuna Bank,2026-07-19 13:41:00,Gate 4,Botanical Garden,2026-07-19 14:09:00,Gate 1,28
PID-8341A756,Mandi House,2026-07-19 13:42:00,Gate 1,Dwarka Sector 21,2026-07-19 14:43:00,Gate 4,61
PID-8D598F28,Dwarka Sector 21,2026-07-19 13:43:00,Gate 4,Rajiv Chowk,2026-07-19 14:54:00,Gate 1,71
PID-BBEBFB63,Hauz Khas,2026-07-19 13:44:00,Gate 2,Botanical Garden,2026-07-19 14:30:00,Gate 1,46
PID-E18C4599,Hauz Khas,2026-07-19 13:46:00,Gate 5,Kashmere Gate,2026-07-19 14:30:00,Gate 3,44
PID-6BE2128B,Yamuna Bank,2026-07-19 13:48:00,Gate 2,Rajiv Chowk,2026-07-19 15:17:00,Gate 1,89
PID-04D0AEC2,Kashmere Gate,2026-07-19 13:48:00,Gate 5,Botanical Garden,2026-07-19 14:21:00,Gate 4,33
PID-9E6F9728,INA,2026-07-19 13:49:00,Gate 5,Dwarka Sector 21,2026-07-19 14:56:00,Gate 5,67
PID-29C10ECC,INA,2026-07-19 13:49:00,Gate 2,Rajiv Chowk,2026-07-19 14:46:00,Gate 3,57
PID-0B179EB8,INA,2026-07-19 13:50:00,Gate 5,Hauz Khas,2026-07-19 14:23:00,Gate 5,33
PID-CA4D87BB,Dwarka Sector 21,2026-07-19 13:50:00,Gate 3,Hauz Khas,2026-07-19 14:26:00,Gate 2,36
PID-7B08239C,Mandi House,2026-07-19 13:51:00,Gate 5,Rajiv Chowk,2026-07-19 14:03:00,Gate 5,12
PID-B3F136D3,Hauz Khas,2026-07-19 13:51:00,Gate 4,Yamuna Bank,2026-07-19 14:58:00,Gate 2,67
PID-1CB74D99,Rajiv Chowk,2026-07-19 13:52:00,Gate 4,Botanical Garden,2026-07-19 15:01:00,Gate 4,69
PID-D27C8537,Kashmere Gate,2026-07-19 13:52:00,Gate 2,Mandi House,2026-07-19 15:19:00,Gate 5,87
PID-AC77B0B6,Kashmere Gate,2026-07-19 13:52:00,Gate 3,Dwarka Sector 21,2026-07-19 14:38:00,Gate 4,46
PID-4B7330F5,Botanical Garden,2026-07-19 13:53:00,Gate 5,Dwarka Sector 21,2026-07-19 14:59:00,Gate 2,66
PID-6EF5CE09,Dwarka Sector 21,2026-07-19 13:53:00,Gate 4,Yamuna Bank,2026-07-19 14:29:00,Gate 4,36
PID-CA8E6801,Yamuna Bank,2026-07-19 13:54:00,Gate 1,Mandi House,2026-07-19 15:01:00,Gate 1,67
PID-1886535E,Rajiv Chowk,2026-07-19 13:54:00,Gate 2,Dwarka Sector 21,2026-07-19 14:49:00,Gate 5,55
PID-042BBF3C,Botanical Garden,2026-07-19 13:56:00,Gate 5,Hauz Khas,2026-07-19 14:13:00,Gate 2,17
PID-10DE3618,Botanical Garden,2026-07-19 13:57:00,Gate 1,Yamuna Bank,2026-07-19 15:03:00,Gate 3,66
PID-407D434A,Kashmere Gate,2026-07-19 13:58:00,Gate 4,Dwarka Sector 21,2026-07-19 14:52:00,Gate 5,54
PID-20BC7764,Dwarka Sector 21,2026-07-19 13:58:00,Gate 4,Botanical Garden,2026-07-19 14:41:00,Gate 4,43
PID-480BB821,Hauz Khas,2026-07-19 13:59:00,Gate 1,Rajiv Chowk,2026-07-19 14:44:00,Gate 4,45
PID-30008332,Hauz Khas,2026-07-19 13:59:00,Gate 3,Kashmere Gate,2026-07-19 15:11:00,Gate 2,72
PID-1746122B,Yamuna Bank,2026-07-19 13:59:00,Gate 4,Rajiv Chowk,2026-07-19 14:34:00,Gate 2,35
PID-912A0070,Yamuna Bank,2026-07-19 13:59:00,Gate 3,Botanical Garden,2026-07-19 14:34:00,Gate 3,35
PID-369BA612,Hauz Khas,2026-07-19 14:00:00,Gate 2,Yamuna Bank,2026-07-19 14:20:00,Gate 5,20
PID-DF4904A0,Botanical Garden,2026-07-19 14:01:00,Gate 5,Mandi House,2026-07-19 15:15:00,Gate 4,74
PID-E9D56855,Yamuna Bank,2026-07-19 14:01:00,Gate 1,Mandi House,2026-07-19 14:36:00,Gate 4,35
PID-882B6E0B,Kashmere Gate,2026-07-19 14:01:00,Gate 2,Rajiv Chowk,2026-07-19 15:30:00,Gate 1,89
PID-25148E35,Rajiv Chowk,2026-07-19 14:02:00,Gate 2,Hauz Khas,2026-07-19 14:36:00,Gate 3,34
PID-C86D1255,Hauz Khas,2026-07-19 14:04:00,Gate 2,Botanical Garden,2026-07-19 14:15:00,Gate 2,11
PID-A026C8A9,INA,2026-07-19 14:05:00,Gate 4,Kashmere Gate,2026-07-19 15:24:00,Gate 3,79
PID-C91EA629,Dwarka Sector 21,2026-07-19 14:05:00,Gate 1,Hauz Khas,2026-07-19 14:32:00,Gate 4,27
PID-25FBA889,Mandi House,2026-07-19 14:06:00,Gate 1,Kashmere Gate,2026-07-19 15:00:00,Gate 2,54
PID-23880339,Hauz Khas,2026-07-19 14:06:00,Gate 1,Botanical Garden,2026-07-19 14:53:00,Gate 1,47
PID-921643D2,Dwarka Sector 21,2026-07-19 14:10:00,Gate 3,Botanical Garden,2026-07-19 14:31:00,Gate 3,21
PID-2B7BFFB0,Dwarka Sector 21,2026-07-19 14:13:00,Gate 3,Yamuna Bank,2026-07-19 14:38:00,Gate 1,25
PID-C1EB1D0A,Rajiv Chowk,2026-07-19 14:13:00,Gate 3,Yamuna Bank,2026-07-19 15:01:00,Gate 2,48
PID-FA235D79,Dwarka Sector 21,2026-07-19 14:14:00,Gate 1,Yamuna Bank,2026-07-19 15:37:00,Gate 3,83
PID-8922D49F,INA,2026-07-19 14:14:00,Gate 2,Rajiv Chowk,2026-07-19 14:37:00,Gate 5,23
PID-920F3E09,Kashmere Gate,2026-07-19 14:14:00,Gate 1,Hauz Khas,2026-07-19 15:42:00,Gate 4,88
PID-A0B80CEA,Botanical Garden,2026-07-19 14:16:00,Gate 4,Kashmere Gate,2026-07-19 14:45:00,Gate 5,29
PID-B79BD7AC,Botanical Garden,2026-07-19 14:17:00,Gate 2,Yamuna Bank,2026-07-19 15:21:00,Gate 2,64
PID-9E83883F,Yamuna Bank,2026-07-19 14:17:00,Gate 2,Botanical Garden,2026-07-19 15:26:00,Gate 1,69
PID-BAB7ED69,Hauz Khas,2026-07-19 14:18:00,Gate 2,Yamuna Bank,2026-07-19 15:06:00,Gate 5,48
PID-DDDF24DC,Dwarka Sector 21,2026-07-19 14:18:00,Gate 1,Yamuna Bank,2026-07-19 15:39:00,Gate 5,81
PID-F0E3F161,Botanical Garden,2026-07-19 14:19:00,Gate 5,Dwarka Sector 21,2026-07-19 15:18:00,Gate 5,59
PID-221A0E0B,Botanical Garden,2026-07-19 14:20:00,Gate 3,Hauz Khas,2026-07-19 14:35:00,Gate 4,15
PID-8C49ECD6,Botanical Garden,2026-07-19 14:20:00,Gate 3,INA,2026-07-19 14:50:00,Gate 2,30
PID-E39701B6,Dwarka Sector 21,2026-07-19 14:21:00,Gate 5,INA,2026-07-19 14:53:00,Gate 1,32
PID-BAC7F9E6,Kashmere Gate,2026-07-19 14:22:00,Gate 4,Rajiv Chowk,2026-07-19 15:18:00,Gate 4,56
PID-3B0F369D,Yamuna Bank,2026-07-19 14:24:00,Gate 2,Rajiv Chowk,2026-07-19 15:30:00,Gate 4,66
PID-42CF2FE1,Dwarka Sector 21,2026-07-19 14:25:00,Gate 1,Yamuna Bank,2026-07-19 15:25:00,Gate 4,60
PID-1092289D,Hauz Khas,2026-07-19 14:25:00,Gate 4,INA,2026-07-19 15:19:00,Gate 5,54
PID-6AE4BFB5,Botanical Garden,2026-07-19 14:26:00,Gate 3,INA,2026-07-19 15:05:00,Gate 2,39
PID-943E5061,Hauz Khas,2026-07-19 14:28:00,Gate 2,INA,2026-07-19 14:41:00,Gate 1,13
PID-CD63A3ED,INA,2026-07-19 14:31:00,Gate 4,Rajiv Chowk,2026-07-19 14:52:00,Gate 3,21
PID-ED41F2E0,Dwarka Sector 21,2026-07-19 14:31:00,Gate 2,INA,2026-07-19 15:31:00,Gate 1,60
PID-A51785E7,Mandi House,2026-07-19 14:32:00,Gate 2,Botanical Garden,2026-07-19 15:47:00,Gate 5,75
PID-4A415084,INA,2026-07-19 14:33:00,Gate 4,Yamuna Bank,2026-07-19 15:25:00,Gate 1,52
PID-503A9F32,Rajiv Chowk,2026-07-19 14:34:00,Gate 3,Hauz Khas,2026-07-19 15:51:00,Gate 3,77
PID-EF4CCEE2,Kashmere Gate,2026-07-19 14:35:00,Gate 2,Rajiv Chowk,2026-07-19 15:33:00,Gate 5,58
PID-473435BD,Yamuna Bank,2026-07-19 14:35:00,Gate 3,INA,2026-07-19 15:48:00,Gate 4,73
PID-97A3A67E,Kashmere Gate,2026-07-19 14:35:00,Gate 5,Rajiv Chowk,2026-07-19 14:54:00,Gate 5,19
PID-22B7CA6A,Hauz Khas,2026-07-19 14:36:00,Gate 1,INA,2026-07-19 14:52:00,Gate 2,16
PID-E27137CD,Hauz Khas,2026-07-19 14:36:00,Gate 5,Yamuna Bank,2026-07-19 15:19:00,Gate 5,43
PID-AB8B3C97,Kashmere Gate,2026-07-19 14:36:00,Gate 1,Hauz Khas,2026-07-19 14:58:00,Gate 4,22
PID-F514B386,Mandi House,2026-07-19 14:37:00,Gate 3,INA,2026-07-19 15:39:00,Gate 4,62
PID-6B79CBBD,Dwarka Sector 21,2026-07-19 14:38:00,Gate 4,Kashmere Gate,2026-07-19 15:22:00,Gate 5,44
PID-AC890439,Rajiv Chowk,2026-07-19 14:40:00,Gate 1,Hauz Khas,2026-07-19 15:46:00,Gate 2,66
PID-78E5A07E,INA,2026-07-19 14:41:00,Gate 4,Kashmere Gate,2026-07-19 15:46:00,Gate 1,65
PID-332049C7,INA,2026-07-19 14:43:00,Gate 2,Rajiv Chowk,2026-07-19 15:14:00,Gate 3,31
PID-F1195D7E,Yamuna Bank,2026-07-19 14:45:00,Gate 2,Dwarka Sector 21,2026-07-19 15:26:00,Gate 2,41
PID-3C071E9D,INA,2026-07-19 14:46:00,Gate 4,Rajiv Chowk,2026-07-19 15:46:00,Gate 2,60
PID-82CD470C,INA,2026-07-19 14:47:00,Gate 4,Botanical Garden,2026-07-19 16:13:00,Gate 3,86
PID-134E3A79,Hauz Khas,2026-07-19 14:48:00,Gate 1,Dwarka Sector 21,2026-07-19 15:46:00,Gate 2,58
PID-14A25C0B,Mandi House,2026-07-19 14:49:00,Gate 3,Kashmere Gate,2026-07-19 15:24:00,Gate 1,35
PID-865684C1,Kashmere Gate,2026-07-19 14:49:00,Gate 1,Hauz Khas,2026-07-19 15:35:00,Gate 5,46
PID-A41BA3D8,Mandi House,2026-07-19 14:50:00,Gate 2,Botanical Garden,2026-07-19 16:14:00,Gate 5,84
PID-2FE29277,Mandi House,2026-07-19 14:51:00,Gate 1,Kashmere Gate,2026-07-19 16:04:00,Gate 2,73
PID-D0EA450F,Botanical Garden,2026-07-19 14:56:00,Gate 5,Hauz Khas,2026-07-19 16:13:00,Gate 2,77
PID-5CFF55DC,Kashmere Gate,2026-07-19 14:57:00,Gate 4,INA,2026-07-19 15:31:00,Gate 2,34
PID-7974006C,Dwarka Sector 21,2026-07-19 14:57:00,Gate 2,Rajiv Chowk,2026-07-19 16:18:00,Gate 5,81
PID-B0C4380F,Rajiv Chowk,2026-07-19 14:57:00,Gate 2,Botanical Garden,2026-07-19 16:06:00,Gate 2,69
PID-17DDC09D,Yamuna Bank,2026-07-19 14:57:00,Gate 3,Kashmere Gate,2026-07-19 15:49:00,Gate 1,52
PID-DE7D8FB7,Yamuna Bank,2026-07-19 14:58:00,Gate 1,Hauz Khas,2026-07-19 15:21:00,Gate 1,23
PID-D3E8E89B,Dwarka Sector 21,2026-07-19 14:58:00,Gate 4,Mandi House,2026-07-19 15:32:00,Gate 4,34
PID-B59111F5,Mandi House,2026-07-19 14:59:00,Gate 1,Dwarka Sector 21,2026-07-19 15:14:00,Gate 5,15
PID-9270BA95,Mandi House,2026-07-19 14:59:00,Gate 1,Dwarka Sector 21,2026-07-19 15:45:00,Gate 1,46
PID-361C4C03,INA,2026-07-19 15:00:00,Gate 2,Dwarka Sector 21,2026-07-19 16:29:00,Gate 4,89
PID-9E70825B,Rajiv Chowk,2026-07-19 15:00:00,Gate 4,Hauz Khas,2026-07-19 16:21:00,Gate 1,81
PID-F7F48381,Botanical Garden,2026-07-19 15:00:00,Gate 4,Hauz Khas,2026-07-19 15:54:00,Gate 4,54
PID-F3E48739,Dwarka Sector 21,2026-07-19 15:02:00,Gate 3,Mandi House,2026-07-19 16:18:00,Gate 4,76
PID-01A2D4D9,Yamuna Bank,2026-07-19 15:02:00,Gate 4,Dwarka Sector 21,2026-07-19 15:18:00,Gate 1,16
PID-46BCA852,Hauz Khas,2026-07-19 15:03:00,Gate 2,Rajiv Chowk,2026-07-19 16:16:00,Gate 5,73
PID-4B64A5CA,Yamuna Bank,2026-07-19 15:03:00,Gate 1,Botanical Garden,2026-07-19 16:32:00,Gate 5,89
PID-792A5E06,Botanical Garden,2026-07-19 15:04:00,Gate 1,INA,2026-07-19 15:59:00,Gate 4,55
PID-0EAF02E8,Dwarka Sector 21,2026-07-19 15:05:00,Gate 3,Kashmere Gate,2026-07-19 16:02:00,Gate 1,57
PID-07930AA0,Mandi House,2026-07-19 15:06:00,Gate 3,Yamuna Bank,2026-07-19 15:58:00,Gate 1,52
PID-7DBFCE43,Hauz Khas,2026-07-19 15:07:00,Gate 4,Rajiv Chowk,2026-07-19 15:35:00,Gate 4,28
PID-6EB248A2,Mandi House,2026-07-19 15:07:00,Gate 5,Yamuna Bank,2026-07-19 15:44:00,Gate 2,37
PID-DE3B97CE,Kashmere Gate,2026-07-19 15:07:00,Gate 4,Botanical Garden,2026-07-19 16:33:00,Gate 2,86
PID-9BDBD69C,Kashmere Gate,2026-07-19 15:09:00,Gate 3,Mandi House,2026-07-19 16:19:00,Gate 4,70
PID-2F53AECE,Yamuna Bank,2026-07-19 15:09:00,Gate 4,Hauz Khas,2026-07-19 16:38:00,Gate 3,89
PID-4D7C55F9,Yamuna Bank,2026-07-19 15:10:00,Gate 2,Botanical Garden,2026-07-19 15:52:00,Gate 5,42
PID-FB320C52,Rajiv Chowk,2026-07-19 15:10:00,Gate 1,INA,2026-07-19 15:23:00,Gate 3,13
PID-5082A49F,INA,2026-07-19 15:10:00,Gate 4,Hauz Khas,2026-07-19 15:21:00,Gate 5,11
PID-D9A59B7A,Rajiv Chowk,2026-07-19 15:10:00,Gate 4,Kashmere Gate,2026-07-19 16:18:00,Gate 5,68
PID-AA79B159,INA,2026-07-19 15:12:00,Gate 2,Mandi House,2026-07-19 15:58:00,Gate 3,46
PID-E58EFB77,Rajiv Chowk,2026-07-19 15:14:00,Gate 2,INA,2026-07-19 16:26:00,Gate 5,72
PID-4C98022F,Hauz Khas,2026-07-19 15:14:00,Gate 1,Mandi House,2026-07-19 15:55:00,Gate 1,41
PID-1595B854,Dwarka Sector 21,2026-07-19 15:16:00,Gate 5,Yamuna Bank,2026-07-19 16:34:00,Gate 2,78
PID-F599224E,Mandi House,2026-07-19 15:17:00,Gate 4,Botanical Garden,2026-07-19 16:45:00,Gate 4,88
PID-298D3C3F,INA,2026-07-19 15:19:00,Gate 4,Kashmere Gate,2026-07-19 15:31:00,Gate 3,12
PID-779626A2,Yamuna Bank,2026-07-19 15:21:00,Gate 4,Mandi House,2026-07-19 16:37:00,Gate 5,76
PID-A97C7F21,Yamuna Bank,2026-07-19 15:21:00,Gate 3,INA,2026-07-19 16:13:00,Gate 2,52
PID-1291ABFE,Mandi House,2026-07-19 15:21:00,Gate 1,Hauz Khas,2026-07-19 16:31:00,Gate 2,70
PID-A97B1948,Dwarka Sector 21,2026-07-19 15:23:00,Gate 1,Rajiv Chowk,2026-07-19 16:27:00,Gate 2,64
PID-7F8980EC,Kashmere Gate,2026-07-19 15:23:00,Gate 5,INA,2026-07-19 16:44:00,Gate 1,81
PID-84F76478,Hauz Khas,2026-07-19 15:23:00,Gate 3,INA,2026-07-19 16:43:00,Gate 4,80
PID-7A81735D,Hauz Khas,2026-07-19 15:24:00,Gate 3,Kashmere Gate,2026-07-19 16:19:00,Gate 2,55
PID-08E67064,Mandi House,2026-07-19 15:24:00,Gate 2,Kashmere Gate,2026-07-19 16:50:00,Gate 2,86
PID-3CA9FD3E,Botanical Garden,2026-07-19 15:24:00,Gate 3,Dwarka Sector 21,2026-07-19 15:39:00,Gate 3,15
PID-46224391,Yamuna Bank,2026-07-19 15:25:00,Gate 3,Botanical Garden,2026-07-19 16:34:00,Gate 4,69
PID-B05E3CDE,Kashmere Gate,2026-07-19 15:25:00,Gate 2,Yamuna Bank,2026-07-19 16:39:00,Gate 1,74
PID-F16FE1E7,Rajiv Chowk,2026-07-19 15:27:00,Gate 5,Kashmere Gate,2026-07-19 16:30:00,Gate 5,63
PID-437DFE7E,Yamuna Bank,2026-07-19 15:28:00,Gate 5,Dwarka Sector 21,2026-07-19 16:47:00,Gate 1,79
PID-ECB6B0C9,Hauz Khas,2026-07-19 15:29:00,Gate 1,Rajiv Chowk,2026-07-19 15:43:00,Gate 5,14
PID-A52DB3FA,Botanical Garden,2026-07-19 15:30:00,Gate 1,Dwarka Sector 21,2026-07-19 16:31:00,Gate 4,61
PID-4383EF38,Rajiv Chowk,2026-07-19 15:31:00,Gate 4,Mandi House,2026-07-19 16:58:00,Gate 3,87
PID-F5602F2C,Hauz Khas,2026-07-19 15:33:00,Gate 4,INA,2026-07-19 16:36:00,Gate 1,63
PID-30DFE9D6,Dwarka Sector 21,2026-07-19 15:34:00,Gate 1,Mandi House,2026-07-19 16:10:00,Gate 2,36
PID-41FBE937,Dwarka Sector 21,2026-07-19 15:34:00,Gate 5,Rajiv Chowk,2026-07-19 16:03:00,Gate 1,29
PID-DBE6D696,Hauz Khas,2026-07-19 15:34:00,Gate 1,Rajiv Chowk,2026-07-19 16:01:00,Gate 5,27
PID-CC120B12,Botanical Garden,2026-07-19 15:35:00,Gate 4,Dwarka Sector 21,2026-07-19 16:19:00,Gate 1,44
PID-E45BDFA4,Hauz Khas,2026-07-19 15:35:00,Gate 3,INA,2026-07-19 16:31:00,Gate 5,56
PID-F790064D,Mandi House,2026-07-19 15:35:00,Gate 3,Kashmere Gate,2026-07-19 16:53:00,Gate 1,78
PID-7176F869,Dwarka Sector 21,2026-07-19 15:36:00,Gate 2,Botanical Garden,2026-07-19 16:15:00,Gate 5,39
PID-1F61ED03,Dwarka Sector 21,2026-07-19 15:37:00,Gate 5,Hauz Khas,2026-07-19 17:00:00,Gate 3,83
PID-85EB73D1,INA,2026-07-19 15:38:00,Gate 2,Mandi House,2026-07-19 16:35:00,Gate 4,57
PID-F88E6281,Rajiv Chowk,2026-07-19 15:38:00,Gate 2,Mandi House,2026-07-19 16:18:00,Gate 3,40
PID-8DA3D5D9,Hauz Khas,2026-07-19 15:39:00,Gate 5,Rajiv Chowk,2026-07-19 16:21:00,Gate 5,42
PID-95B1174D,Yamuna Bank,2026-07-19 15:39:00,Gate 1,Rajiv Chowk,2026-07-19 16:04:00,Gate 3,25
PID-7C417135,Yamuna Bank,2026-07-19 15:41:00,Gate 4,Kashmere Gate,2026-07-19 16:33:00,Gate 1,52
PID-C206FC6C,Kashmere Gate,2026-07-19 15:41:00,Gate 2,INA,2026-07-19 16:43:00,Gate 4,62
PID-82F9E039,Dwarka Sector 21,2026-07-19 15:42:00,Gate 1,INA,2026-07-19 16:36:00,Gate 2,54
PID-011522C1,Hauz Khas,2026-07-19 15:43:00,Gate 1,Dwarka Sector 21,2026-07-19 16:00:00,Gate 2,17
PID-186E1EE9,Hauz Khas,2026-07-19 15:43:00,Gate 4,Mandi House,2026-07-19 16:40:00,Gate 5,57
PID-4C1C4A85,Yamuna Bank,2026-07-19 15:44:00,Gate 1,Kashmere Gate,2026-07-19 16:33:00,Gate 2,49
PID-39A31CC9,Mandi House,2026-07-19 15:44:00,Gate 1,INA,2026-07-19 16:58:00,Gate 4,74
PID-BD2EE24B,Botanical Garden,2026-07-19 15:45:00,Gate 2,Rajiv Chowk,2026-07-19 16:06:00,Gate 2,21
PID-741FAEC4,Rajiv Chowk,2026-07-19 15:45:00,Gate 5,Kashmere Gate,2026-07-19 16:55:00,Gate 5,70
PID-AE5B798B,Kashmere Gate,2026-07-19 15:46:00,Gate 3,Rajiv Chowk,2026-07-19 16:45:00,Gate 3,59
PID-D42D9A6C,Botanical Garden,2026-07-19 15:46:00,Gate 1,Rajiv Chowk,2026-07-19 16:09:00,Gate 3,23
PID-34D84029,Mandi House,2026-07-19 15:47:00,Gate 5,Botanical Garden,2026-07-19 16:41:00,Gate 3,54
PID-D2575D1E,Kashmere Gate,2026-07-19 15:48:00,Gate 2,Hauz Khas,2026-07-19 16:09:00,Gate 2,21
PID-29D70B58,Yamuna Bank,2026-07-19 15:48:00,Gate 1,Botanical Garden,2026-07-19 16:04:00,Gate 2,16
PID-894119D8,Mandi House,2026-07-19 15:48:00,Gate 2,Dwarka Sector 21,2026-07-19 17:00:00,Gate 5,72
PID-9D9FE721,Rajiv Chowk,2026-07-19 15:49:00,Gate 3,INA,2026-07-19 16:09:00,Gate 1,20
PID-4E18485B,Botanical Garden,2026-07-19 15:51:00,Gate 1,Yamuna Bank,2026-07-19 16:11:00,Gate 4,20
PID-5AA6FE2A,INA,2026-07-19 15:51:00,Gate 5,Mandi House,2026-07-19 16:09:00,Gate 2,18
PID-D0084B23,Kashmere Gate,2026-07-19 15:52:00,Gate 1,Yamuna Bank,2026-07-19 16:08:00,Gate 5,16
PID-4B10D89C,Hauz Khas,2026-07-19 15:52:00,Gate 4,Kashmere Gate,2026-07-19 16:14:00,Gate 4,22
PID-14E4B610,Kashmere Gate,2026-07-19 15:52:00,Gate 2,INA,2026-07-19 16:36:00,Gate 5,44
PID-6890D1D5,Dwarka Sector 21,2026-07-19 15:55:00,Gate 5,Yamuna Bank,2026-07-19 17:01:00,Gate 5,66
PID-75BF115A,Rajiv Chowk,2026-07-19 15:57:00,Gate 5,Mandi House,2026-07-19 17:05:00,Gate 1,68
PID-EC01B35C,Yamuna Bank,2026-07-19 15:57:00,Gate 2,INA,2026-07-19 16:50:00,Gate 3,53
PID-639E9A07,Rajiv Chowk,2026-07-19 15:57:00,Gate 2,Yamuna Bank,2026-07-19 17:04:00,Gate 4,67
PID-13696C25,Botanical Garden,2026-07-19 15:58:00,Gate 5,Kashmere Gate,2026-07-19 16:21:00,Gate 3,23
PID-190FC328,Mandi House,2026-07-19 15:59:00,Gate 5,Hauz Khas,2026-07-19 16:21:00,Gate 5,22
PID-EEA6CE24,Kashmere Gate,2026-07-19 16:00:00,Gate 5,Botanical Garden,2026-07-19 17:08:00,Gate 2,68
PID-C7EB6AFE,Hauz Khas,2026-07-19 16:02:00,Gate 4,Rajiv Chowk,2026-07-19 16:17:00,Gate 1,15
PID-F62D234D,Rajiv Chowk,2026-07-19 16:02:00,Gate 2,Kashmere Gate,2026-07-19 16:40:00,Gate 2,38
PID-B47CEF2E,Yamuna Bank,2026-07-19 16:05:00,Gate 4,Rajiv Chowk,2026-07-19 17:25:00,Gate 2,80
PID-EC4C0E4D,Botanical Garden,2026-07-19 16:07:00,Gate 2,Dwarka Sector 21,2026-07-19 17:33:00,Gate 4,86
