station_code,station_name,state,zone,address,geometry_type,longitude,latitude,coord_invalid,code_length,name_word_count,is_junction,is_road_station,code_length_outlier,name_word_count_outlier
MABB,Mabbi Halt,Unknown,Unknown,Unknown,Point,86.0634696423,25.7492132968,0,4,2,0,0,0,0
NWC,Naya Nagar,Unknown,Unknown,Unknown,Point,86.111011,25.749918,0,3,2,0,0,0,0
KGG,Khagaria Jn,Unknown,Unknown,Unknown,Point,86.46525100000001,25.505891,0,3,2,1,0,0,0
MNE,Mansi Jn,Unknown,Unknown,Unknown,Point,86.554446,25.509398,0,3,2,1,0,0,0
CDBN,Chedhabanni Halt,Unknown,Unknown,Unknown,Point,86.5971965247,25.4918236287,0,4,2,0,0,0,0
BAPN,Baraipura Halt,Unknown,Unknown,Unknown,Point,86.1373006799,25.7394205815,0,4,2,0,0,0,0
HPO,Hasanpur Road,Unknown,Unknown,Unknown,Point,86.18537099999999,25.714772,0,3,2,0,1,0,0
SSRH,Shasan Halt,Unknown,Unknown,Unknown,Point,86.19704200000001,25.685978,0,4,2,0,0,0,0
DSKG,Dskg,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
SOPR,Sonma Pranpur(H,Unknown,Unknown,Unknown,Point,86.226371,25.631436,0,4,2,0,0,0,0
SLNA,Salauna,Unknown,Unknown,Unknown,Point,86.260279,25.603476,0,4,1,0,0,0,0
IMLI,Imli,Unknown,Unknown,Unknown,Point,86.302557,25.555629,0,4,1,0,0,0,0
PRGA,Paharjagangau,Unknown,Unknown,Unknown,Point,86.324828,25.531869,0,4,1,0,0,0,0
OLP,Olapur,Unknown,Unknown,Unknown,Point,86.37012200000001,25.517459,0,3,1,0,0,0,0
MSK,Mahes Khunt,Unknown,Unknown,Unknown,Point,86.641818,25.46082,0,3,2,0,0,0,0
GAI,Gouchhari,Unknown,Unknown,Unknown,Point,86.674696,25.438434,0,3,1,0,0,0,0
PSR,Pasraha,Unknown,Unknown,Unknown,Point,86.743883,25.403765,0,3,1,0,0,0,0
BRKD,Bharatkhand Halt,Unknown,Unknown,Unknown,Point,86.806223,25.400724,0,4,2,0,0,0,0
BRKB,Bharatkhand Halt,Unknown,Unknown,Unknown,Point,86.805753,25.400254,0,4,2,0,0,0,0
NNR,Narayanpur,Unknown,Unknown,Unknown,Point,86.85938800000001,25.398348,0,3,1,0,0,0,0
THB,Thana Bihpur Jn,Unknown,Unknown,Unknown,Point,86.934758,25.393571,0,3,3,1,0,0,0
BIGH,Bagrigram Halt,Unknown,Unknown,Unknown,Point,86.9852379138,25.391339123,0,4,2,0,0,0,0
KHQ,Kharik,Unknown,Unknown,Unknown,Point,87.014958,25.388883,0,3,1,0,0,0,0
NNA,Naugachia,Unknown,Unknown,Unknown,Point,87.09387,25.385261,0,3,1,0,0,0,0
KTRH,Katareah,Unknown,Unknown,Unknown,Point,87.19483600000001,25.400488,0,4,1,0,0,0,0
KUE,Kursela,Unknown,Unknown,Unknown,Point,87.253655,25.440774,0,3,1,0,0,0,0
BKHR,Bakhri,Unknown,Unknown,Unknown,Point,87.3353004456,25.4998407393,0,4,1,0,0,0,0
BRZR,Barari Bazar,Unknown,Unknown,Unknown,Point,87.3553198425,25.4900643144,0,4,2,0,0,0,0
CRR,Karagola Road,Unknown,Unknown,Unknown,Point,87.3778270438,25.5000068215,0,3,2,0,1,0,0
SMO,Semapur,Unknown,Unknown,Unknown,Point,87.47044100000001,25.524483,0,3,1,0,0,0,0
NYT,Nayatola,Unknown,Unknown,Unknown,Point,87.6025963629,25.5613904376,0,3,1,0,0,0,0
DNQ,Dandkhora,Unknown,Unknown,Unknown,Point,87.6422368182,25.5724052479,0,3,1,0,0,0,0
GRR,Gorphar,Unknown,Unknown,Unknown,Point,87.67179759090001,25.5854196549,0,3,1,0,0,0,0
SI,Sonalli,Unknown,Unknown,Unknown,Point,87.7176386707,25.6047539571,0,2,1,0,0,0,0
BHNP,Bishanpur Halt,Unknown,Unknown,Unknown,Point,87.74611696720001,25.614900999,0,4,2,0,0,0,0
JAU,Jhaua,Unknown,Unknown,Unknown,Point,87.775042724,25.613217456300003,0,3,1,0,0,0,0
MENP,Meenapur,Unknown,Unknown,Unknown,Point,87.8024827136,25.6140514163,0,4,1,0,0,0,0
SRI,Salmari,Unknown,Unknown,Unknown,Point,87.8375132959,25.6156715055,0,3,1,0,0,0,0
BDYD,Bdyd,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
SGBB,Sgbb,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
BSPC,Bspc,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
BSGS,Bsgs,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
VAY,Vayalar,Unknown,Unknown,Unknown,Point,76.311408,9.741742,0,3,1,0,0,0,0
SRTL,Shertalai,Unknown,Unknown,Unknown,Point,76.325151,9.690992,0,4,1,0,0,0,0
TRVZ,Tiruvizha,Unknown,Unknown,Unknown,Point,76.32628100000001,9.641848,0,4,1,0,0,0,0
MAKM,Mararikulam,Unknown,Unknown,Unknown,Point,76.31801800000001,9.597994,0,4,1,0,0,0,0
KAVR,Kalavur Halt,Unknown,Unknown,Unknown,Point,76.318097,9.567254,0,4,2,0,0,0,0
TMPY,Tumboli,Unknown,Unknown,Unknown,Point,76.321857,9.51917,0,4,1,0,0,0,0
ALLP,Alleppey,Unknown,Unknown,Unknown,Point,76.32247600000001,9.483759,0,4,1,0,0,0,0
TPM,Totiyapalayam,Unknown,Unknown,Unknown,Point,77.681926,11.292723,0,3,1,0,0,0,0
KMX,Komatipalli,Unknown,Unknown,Unknown,Point,83.34104699999999,18.381027,0,3,1,0,0,0,0
MQJ,Maradam Halt,Unknown,Unknown,Unknown,Point,83.346343,18.400797,0,3,2,0,0,0,0
MOD,Morampudi,Unknown,Unknown,Unknown,Point,80.620208194,16.3531150213,0,3,1,0,0,0,0
GPI,Gajapatinagaram,Unknown,Unknown,Unknown,Point,83.33390200000001,18.293291,0,3,1,0,0,0,0
GRBL,Garudubilli,Unknown,Unknown,Unknown,Point,83.350493,18.21449,0,4,1,0,0,0,0
GTLM,Gotlam,Unknown,Unknown,Unknown,Point,83.39573399999999,18.111319,0,4,1,0,0,0,0
LDX,Ladda,Unknown,Unknown,Unknown,Point,83.412196,19.102692,0,3,1,0,0,0,0
JMPT,Jimidipeta,Unknown,Unknown,Unknown,Point,83.42234400000001,19.044582,0,4,1,0,0,0,0
AOR,Argora,Unknown,Unknown,Unknown,Point,85.314358,23.347039,0,3,1,0,0,0,0
KNRT,Kuneru,Unknown,Unknown,Unknown,Point,83.440724,18.966946,0,4,1,0,0,0,0
GMDA,Gumada,Unknown,Unknown,Unknown,Point,83.457557,18.889176000000003,0,4,1,0,0,0,0
PVPT,Parvatipuram Tn,Unknown,Unknown,Unknown,Point,83.433701,18.783875,0,4,2,0,0,0,0
PVP,Parvatipuram,Unknown,Unknown,Unknown,Point,83.42696600000001,18.770670000000003,0,3,1,0,0,0,0
NSX,Narsipuram Halt,Unknown,Unknown,Unknown,Point,83.406282,18.737615,0,3,2,0,0,0,0
SNM,Sitanagaram,Unknown,Unknown,Unknown,Point,83.375524,18.672547,0,3,1,0,0,0,0
VBL,Bobbili,Unknown,Unknown,Unknown,Point,83.34572200000001,18.576764,0,3,1,0,0,0,0
DNV,Donkinavalasa,Unknown,Unknown,Unknown,Point,83.350942,18.468756,0,3,1,0,0,0,0
BLH,Belgharia,Unknown,Unknown,Unknown,Point,88.389455,22.661900000000003,0,3,1,0,0,0,0
AGP,Agarpara,Unknown,Unknown,Unknown,Point,88.384761,22.682505000000003,0,3,1,0,0,0,0
SEP,Sodpur,Unknown,Unknown,Unknown,Point,88.382193,22.698851,0,3,1,0,0,0,0
KDH,Khardaha,Unknown,Unknown,Unknown,Point,88.37715700000001,22.725065,0,3,1,0,0,0,0
TGH,Titagarh,Unknown,Unknown,Unknown,Point,88.37405700000001,22.74168,0,3,1,0,0,0,0
BP,Barrackpore,Unknown,Unknown,Unknown,Point,88.371428,22.7610653,0,2,1,0,0,0,0
PTF,Palta,Unknown,Unknown,Unknown,Point,88.369524,22.782449,0,3,1,0,0,0,0
IP,Ichhapur,Unknown,Unknown,Unknown,Point,88.37342,22.799819,0,2,1,0,0,0,0
SNR,Shyamnagar,Unknown,Unknown,Unknown,Point,88.380423,22.828781,0,3,1,0,0,0,0
JGDL,Jagadal,Unknown,Unknown,Unknown,Point,88.39459599999999,22.850814,0,4,1,0,0,0,0
KNR,Kankinara,Unknown,Unknown,Unknown,Point,88.40450100000001,22.86517,0,3,1,0,0,0,0
NH,Naihati Jn,Unknown,Unknown,Unknown,Point,88.4185,22.888555,0,2,2,1,0,0,0
GFAE,Garifa,Unknown,Unknown,Unknown,Point,88.409935,22.908445,0,4,1,0,0,0,0
HYG,Hooghly Ghat,Unknown,Unknown,Unknown,Point,88.3319472,22.5572086,0,3,2,0,0,0,0
DNH,Deonagar,Unknown,Unknown,Unknown,Point,86.16169,23.758691,0,3,1,0,0,0,0
DDGA,Dugda,Unknown,Unknown,Unknown,Point,86.16192797000001,23.75873842,0,4,1,0,0,0,0
LOT,Lohra,Unknown,Unknown,Unknown,Point,82.93066368230001,25.3156017921,0,3,1,0,0,0,0
CHH,Chaukhandi,Unknown,Unknown,Unknown,Point,82.83483412599999,25.3398947588,0,3,1,0,0,0,0
SWPR,Sewapuri,Unknown,Unknown,Unknown,Point,82.76954900000001,25.35077,0,4,1,0,0,0,0
KEH,Kapseti,Unknown,Unknown,Unknown,Point,82.717694,25.357848,0,3,1,0,0,0,0
PRF,Parsipur,Unknown,Unknown,Unknown,Point,82.63716199999999,25.37052,0,3,1,0,0,0,0
BOY,Bhadohi,Unknown,Unknown,Unknown,Point,82.5583597,25.3952636,0,3,1,0,0,0,0
MOF,Mondh,Unknown,Unknown,Unknown,Point,82.48463699999999,25.427572,0,3,1,0,0,0,0
SAW,Suriawan,Unknown,Unknown,Unknown,Point,82.423665,25.46104,0,3,1,0,0,0,0
SQN,Sarai Kansrai,Unknown,Unknown,Unknown,Point,82.34519800000001,25.516633,0,3,2,0,0,0,0
JNH,Janghai Jn,Unknown,Unknown,Unknown,Point,82.310962,25.549911,0,3,2,1,0,0,0
CPB,Kanpur Bridge Left Bank,Unknown,Unknown,Unknown,Point,80.379316,26.477461,0,3,4,0,0,0,1
MGW,Magarwara,Unknown,Unknown,Unknown,Point,80.428892,26.523705,0,3,1,0,0,0,0
ON,Unnao Jn,Unknown,Unknown,Unknown,Point,80.486199,26.548354,0,2,2,1,0,0,0
SIC,Sonik,Unknown,Unknown,Unknown,Point,80.559833,26.586191,0,3,1,0,0,0,0
AJ,Ajgain,Unknown,Unknown,Unknown,Point,80.62098800000001,26.61721,0,2,1,0,0,0,0
KVX,Kusumbhi,Unknown,Unknown,Unknown,Point,80.6542605011,26.6398534471,0,3,1,0,0,0,0
JTU,Jaitipur,Unknown,Unknown,Unknown,Point,80.68894609920001,26.6635672889,0,3,1,0,0,0,0
HRN,Harauni,Unknown,Unknown,Unknown,Point,80.74800300000001,26.70651,0,3,1,0,0,0,0
AMV,Lucknow Alambagh,Unknown,Unknown,Unknown,Point,80.87313999999999,26.794514000000003,0,3,2,0,0,0,0
LKOY,Lkoy,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
POF,Piparsand,Unknown,Unknown,Unknown,Point,80.798664,26.743404,0,3,1,0,0,0,0
AMS,Amausi,Unknown,Unknown,Unknown,Point,80.841544,26.77443,0,3,1,0,0,0,0
MKG,Manak Nagar,Unknown,Unknown,Unknown,Point,80.890615,26.810176,0,3,2,0,0,0,0
MLJ,Mohanlalganj,Unknown,Unknown,Unknown,Point,80.984093,26.687033,0,3,1,0,0,0,0
KKAH,Kankaha,Unknown,Unknown,Unknown,Point,81.007582,26.618868,0,4,1,0,0,0,0
NHN,Nigohan,Unknown,Unknown,Unknown,Point,81.045358,26.567225,0,3,1,0,0,0,0
SAGR,Shrirajnagar,Unknown,Unknown,Unknown,Point,81.077837,26.522626,0,4,1,0,0,0,0
BCN,Bachhrawan,Unknown,Unknown,Unknown,Point,81.10545649999999,26.4773211,0,3,1,0,0,0,0
KVG,Kuneanganj,Unknown,Unknown,Unknown,Point,81.13642,26.395661,0,3,1,0,0,0,0
HCP,Harchandpur,Unknown,Unknown,Unknown,Point,81.160841,26.34316,0,3,1,0,0,0,0
GANG,Gangaganj,Unknown,Unknown,Unknown,Point,81.201419,26.291456,0,4,1,0,0,0,0
RBL,Rae Bareli Jn,Unknown,Unknown,Unknown,Point,81.23932,26.232684,0,3,3,1,0,0,0
RUM,Rupamau,Unknown,Unknown,Unknown,Point,81.325346,26.230209,0,3,1,0,0,0,0
FTG,Fursatganj,Unknown,Unknown,Unknown,Point,81.41565100000001,26.244522,0,3,1,0,0,0,0
JAIS,Jais,Unknown,Unknown,Unknown,Point,81.51914,26.262162,0,4,1,0,0,0,0
KCJ,Kasimpur,Unknown,Unknown,Unknown,Point,81.539941,26.257189,0,3,1,0,0,0,0
BANI,Bani,Unknown,Unknown,Unknown,Point,81.620936,26.227488,0,4,1,0,0,0,0
GNG,Gauriganj,Unknown,Unknown,Unknown,Point,81.68672600000001,26.20341,0,3,1,0,0,0,0
TLKH,Talakhajuri,Unknown,Unknown,Unknown,Point,81.7361317209,26.1769257746,0,4,1,0,0,0,0
AME,Amethi,Unknown,Unknown,Unknown,Point,81.806276,26.153024,0,3,1,0,0,0,0
MFL,Misrauli,Unknown,Unknown,Unknown,Point,81.84839619259999,26.1143704217,0,3,1,0,0,0,0
SHJP,Sahajipur Halt,Unknown,Unknown,Unknown,Point,81.864192,26.096303,0,4,2,0,0,0,0
ANTU,Antu,Unknown,Unknown,Unknown,Point,81.8977879919,26.055162063100003,0,4,1,0,0,0,0
JGJ,Jagesharganj,Unknown,Unknown,Unknown,Point,81.92886622500001,26.0276401405,0,3,1,0,0,0,0
CIL,Chilbila Jn,Unknown,Unknown,Unknown,Point,82.004241,25.947331,0,3,2,1,0,0,0
PBH,Partapgarh Jn,Unknown,Unknown,Unknown,Point,82.00177799999999,25.913308,0,3,2,1,0,0,0
PHV,Pirthiganj,Unknown,Unknown,Unknown,Point,82.012834469,25.8555399586,0,3,1,0,0,0,0
DND,Dandupur,Unknown,Unknown,Unknown,Point,82.040632,25.801595,0,3,1,0,0,0,0
GRX,Gaura,Unknown,Unknown,Unknown,Point,82.091774,25.749367000000003,0,3,1,0,0,0,0
SWS,Suwansa,Unknown,Unknown,Unknown,Point,82.14656199999999,25.698842000000003,0,3,1,0,0,0,0
BSE,Badshahpur,Unknown,Unknown,Unknown,Point,82.190552,25.652268,0,3,1,0,0,0,0
NBP,Nibhapur,Unknown,Unknown,Unknown,Point,82.24969700000001,25.600347,0,3,1,0,0,0,0
MACR,Manguli Chowdwar,Unknown,Unknown,Unknown,Point,85.943313,20.529594,0,4,2,0,0,0,0
KGPW,Kgpw,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
GDBR,Goonda Bihar,Unknown,Unknown,Unknown,Point,86.08116700000001,23.067871,0,4,2,0,0,0,0
JHMR,Jhimri,Unknown,Unknown,Unknown,Point,86.0297573352,23.082344321900003,0,4,1,0,0,0,0
HNSL,Haslang P.H.,Unknown,Unknown,Unknown,Point,86.0119228906,23.091614317500003,0,4,2,0,0,0,0
LTMD,Latemda,Unknown,Unknown,Unknown,Point,85.98911700000001,23.098392,0,4,1,0,0,0,0
BKKI,Bakarkudi,Unknown,Unknown,Unknown,Point,85.970936,23.095049,0,4,1,0,0,0,0
TUL,Tiraldih,Unknown,Unknown,Unknown,Point,85.930834,23.132246,0,3,1,0,0,0,0
SSIA,Suisa,Unknown,Unknown,Unknown,Point,85.909013,23.196775,0,4,1,0,0,0,0
TRAN,Torang,Unknown,Unknown,Unknown,Point,85.858638,23.26814,0,4,1,0,0,0,0
ILO,Illoo,Unknown,Unknown,Unknown,Point,85.8587351117,23.2916328609,0,3,1,0,0,0,0
ANVT,Anand Vihar Trm,Unknown,Unknown,Unknown,Point,77.31521255,28.6505035654,0,4,3,0,0,0,0
WIR,Wair,Unknown,Unknown,Unknown,Point,77.699434,28.347316,0,3,1,0,0,0,0
WSC,Shivarampur,Unknown,Unknown,Unknown,Point,78.2071583875,27.244947755,0,3,1,0,0,0,0
GMH,Gamharia,Unknown,Unknown,Unknown,Point,86.102793,22.796889,0,3,1,0,0,0,0
TELO,Telo,Unknown,Unknown,Unknown,Point,86.13389199999999,23.811038,0,4,1,0,0,0,0
ADTP,Adityapur,Unknown,Unknown,Unknown,Point,86.158954,22.782212,0,4,1,0,0,0,0
TATA,Tatanagar Jn,Unknown,Unknown,Unknown,Point,86.20056000000001,22.768954,0,4,2,1,0,0,0
SLJR,Salga Jhari,Unknown,Unknown,Unknown,Point,86.228747,22.75832,0,4,2,0,0,0,0
GVDP,Gvdp,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
ASB,Asanboni,Unknown,Unknown,Unknown,Point,86.313908,22.712394,0,3,1,0,0,0,0
RHE,Rakha Mines,Unknown,Unknown,Unknown,Point,86.354133,22.674292,0,3,2,0,0,0,0
GUD,Galudih,Unknown,Unknown,Unknown,Point,86.410494,22.648872,0,3,1,0,0,0,0
GTS,Ghatsila,Unknown,Unknown,Unknown,Point,86.479768,22.58616,0,3,1,0,0,0,0
DVM,Dalbhumgarh,Unknown,Unknown,Unknown,Point,86.551921,22.506293,0,3,1,0,0,0,0
KKPR,Kokpara,Unknown,Unknown,Unknown,Point,86.642797,22.474065,0,4,1,0,0,0,0
CKU,Chakulia,Unknown,Unknown,Unknown,Point,86.721161,22.478149,0,3,1,0,0,0,0
KNM,Kanimahuli,Unknown,Unknown,Unknown,Point,86.77839399999999,22.482202,0,3,1,0,0,0,0
GII,Gidni,Unknown,Unknown,Unknown,Point,86.853201,22.488472,0,3,1,0,0,0,0
KATB,Khatkura,Unknown,Unknown,Unknown,Point,86.93022400000001,22.477455,0,4,1,0,0,0,0
BIRP,Birarajpur,Unknown,Unknown,Unknown,Point,86.06450201000001,22.8235001,0,4,1,0,0,0,0
KND,Kandra,Unknown,Unknown,Unknown,Point,86.047863,22.852966,0,3,1,0,0,0,0
BBDA,Barbenda (Rnc Division),Unknown,Unknown,Unknown,Point,86.110242,23.420983,0,4,3,0,0,0,0
KZU,Kunki,Unknown,Unknown,Unknown,Point,86.067757,22.875933,0,3,1,0,0,0,0
GUG,Garh Jaipur,Unknown,Unknown,Unknown,Point,86.142459,23.416142,0,3,2,0,0,0,0
MIK,Manikul,Unknown,Unknown,Unknown,Point,86.066359,22.919528,0,3,1,0,0,0,0
CAS,Chas Road,Unknown,Unknown,Unknown,Point,86.225425,23.415513,0,3,2,0,1,0,0
CNI,Chandil Jn,Unknown,Unknown,Unknown,Point,86.07210900000001,22.956014,0,3,2,1,0,0,0
GTD,Gourinathdham,Unknown,Unknown,Unknown,Point,86.275105,23.396294,0,3,1,0,0,0,0
NIM,Nimdih,Unknown,Unknown,Unknown,Point,86.142118,22.993643,0,3,1,0,0,0,0
BRMD,Biramdih,Unknown,Unknown,Unknown,Point,86.19920954,23.04578437,0,4,1,0,0,0,0
BBM,Barabhum,Unknown,Unknown,Unknown,Point,86.2112372,23.0912864,0,3,1,0,0,0,0
URMA,Urma,Unknown,Unknown,Unknown,Point,86.253775,23.157777,0,4,1,0,0,0,0
KTD,Kantadih,Unknown,Unknown,Unknown,Point,86.29629,23.21838,0,3,1,0,0,0,0
TAO,Tamna,Unknown,Unknown,Unknown,Point,86.352313,23.268988,0,3,1,0,0,0,0
PRR,Purulia Jn,Unknown,Unknown,Unknown,Point,86.37787,23.324911,0,3,2,1,0,0,0
JGM,Jhargram,Unknown,Unknown,Unknown,Point,86.9985316705,22.4549644863,0,3,1,0,0,0,0
BNB,Banstola,Unknown,Unknown,Unknown,Point,87.062669671,22.4209740526,0,3,1,0,0,0,0
SUA,Sardiha,Unknown,Unknown,Unknown,Point,87.12364500000001,22.380612,0,3,1,0,0,0,0
KSO,Khemasuli,Unknown,Unknown,Unknown,Point,87.18486299999999,22.337768,0,3,1,0,0,0,0
KKQ,Kalaikunda,Unknown,Unknown,Unknown,Point,87.24399951,22.32945442,0,3,1,0,0,0,0
NMP,Nimpura,Unknown,Unknown,Unknown,Point,87.26468600000001,22.332403,0,3,1,0,0,0,0
KIS,Kapilas Road,Unknown,Unknown,Unknown,Point,85.993925,20.558554,0,3,2,0,1,0,0
SJDR,Sri Jhadeshwar,Unknown,Unknown,Unknown,Point,86.0192559912,20.5965342443,0,4,2,0,0,0,0
BYY,Byree,Unknown,Unknown,Unknown,Point,86.034947,20.628257,0,3,1,0,0,0,0
BRTG,Barithengarh,Unknown,Unknown,Unknown,Point,86.05967143000001,20.65696901,0,4,1,0,0,0,0
DNM,Dhanmandal,Unknown,Unknown,Unknown,Point,86.11228,20.687806,0,3,1,0,0,0,0
HDS,Haridaspur,Unknown,Unknown,Unknown,Point,86.116431,20.725882,0,3,1,0,0,0,0
NGMP,New Garh Madhopur,Unknown,Unknown,Unknown,Point,86.07210599999999,20.798857,0,4,3,0,0,0,0
JEN,Jenapur,Unknown,Unknown,Unknown,Point,86.06508,20.850842,0,3,1,0,0,0,0
BRMI,Brahmani Ph,Unknown,Unknown,Unknown,Point,86.0562098645,20.8629520076,0,4,2,0,0,0,0
JKPR,Jakhapura,Unknown,Unknown,Unknown,Point,86.06533999999999,20.917821,0,4,1,0,0,0,0
JJKR,Jajpur Keonjhar Road,Unknown,Unknown,Unknown,Point,86.132518,20.943544,0,4,3,0,1,0,0
KRIH,Korai Halt,Unknown,Unknown,Unknown,Point,86.17599399999999,20.959417,0,4,2,0,0,0,0
BTV,Baitarani Road,Unknown,Unknown,Unknown,Point,86.23539299999999,20.986996,0,3,2,0,1,0,0
DLPT,Dulakhapatna,Unknown,Unknown,Unknown,Point,86.28087400000001,21.007019,0,4,1,0,0,0,0
MZZ,Manjuri Road,Unknown,Unknown,Unknown,Point,86.319698,21.012136,0,3,2,0,1,0,0
KED,Kenduapada,Unknown,Unknown,Unknown,Point,86.38353099999999,21.030623,0,3,1,0,0,0,0
KPLD,Kapali Road,Unknown,Unknown,Unknown,Point,86.407911,21.040967,0,4,2,0,1,0,0
BUDR,Baudpur,Unknown,Unknown,Unknown,Point,86.4629040051,21.063446010800003,0,4,1,0,0,0,0
BHC,Bhadrakh,Unknown,Unknown,Unknown,Point,86.5162305,21.0917458,0,3,1,0,0,0,0
RLJC,Rljc,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
RNTL,Ranital,Unknown,Unknown,Unknown,Point,86.55647400000001,21.149665,0,4,1,0,0,0,0
MKO,Markona,Unknown,Unknown,Unknown,Point,86.596117,21.195555,0,3,1,0,0,0,0
SZZ,Sabira,Unknown,Unknown,Unknown,Point,86.62923699999999,21.236882,0,3,1,0,0,0,0
SORO,Soro,Unknown,Unknown,Unknown,Point,86.69253900000001,21.291084,0,4,1,0,0,0,0
BNBR,Bahanaga Bazar,Unknown,Unknown,Unknown,Point,86.76172839,21.33613403,0,4,2,0,0,0,0
PNPN,Panpana,Unknown,Unknown,Unknown,Point,86.790524,21.358715,0,4,1,0,0,0,0
KHF,Khantapara,Unknown,Unknown,Unknown,Point,86.822911,21.39628,0,3,1,0,0,0,0
NGRD,Nilgiri Road,Unknown,Unknown,Unknown,Point,86.855469,21.426415,0,4,2,0,1,0,0
BLS,Balasore,Unknown,Unknown,Unknown,Point,86.91958199999999,21.500521,0,3,1,0,0,0,0
TKPL,Tikirapal Halt,Unknown,Unknown,Unknown,Point,86.944638,21.535575,0,4,2,0,0,0,0
HIP,Haldipada,Unknown,Unknown,Unknown,Point,86.996648,21.571439,0,3,1,0,0,0,0
ROP,Rupsa Jn,Unknown,Unknown,Unknown,Point,87.018507,21.621995,0,3,2,1,0,0,0
LONI,Loni,Unknown,Unknown,Unknown,Point,74.02051399999999,18.491631,0,4,1,0,0,0,0
URI,Uruli,Unknown,Unknown,Unknown,Point,74.13682,18.494237,0,3,1,0,0,0,0
PUNE,Pune Jn,Unknown,Unknown,Unknown,Point,73.873086,18.529378,0,4,2,1,0,0,0
GPRW,Ghorpuri West,Unknown,Unknown,Unknown,Point,73.8917897095,18.5316875469,0,4,2,0,0,0,0
HDP,Hadapsar,Unknown,Unknown,Unknown,Point,73.927844,18.526887,0,3,1,0,0,0,0
MJBK,Manjari Budruk,Unknown,Unknown,Unknown,Point,73.971424,18.512039,0,4,2,0,0,0,0
YT,Yevat,Unknown,Unknown,Unknown,Point,74.2563176276,18.4889359723,0,2,1,0,0,0,0
KTT,Khutbav,Unknown,Unknown,Unknown,Point,74.3154633105,18.4861041325,0,3,1,0,0,0,0
KDG,Kedgaon,Unknown,Unknown,Unknown,Point,74.3763730994,18.4820853984,0,3,1,0,0,0,0
KDTN,Kadethan,Unknown,Unknown,Unknown,Point,74.42173336430001,18.4778037603,0,4,1,0,0,0,0
PAA,Patas,Unknown,Unknown,Unknown,Point,74.4696527191,18.4732663908,0,3,1,0,0,0,0
DDAP,Daund Patas Road,Unknown,Unknown,Unknown,Point,74.520934,18.468688,0,4,3,0,1,0,0
DD,Daund Jn,Unknown,Unknown,Unknown,Point,74.578622,18.463547,0,2,2,1,0,0,0
DDAM,Daund A Mmr,Unknown,Unknown,Unknown,Point,74.5689755029,18.464752713200003,0,4,3,0,0,0,0
DDJA,Daund Goods Yard,Unknown,Unknown,Unknown,Point,74.5607624341,18.4659368312,0,4,3,0,0,0,0
KSTH,Kashti,Unknown,Unknown,Unknown,Point,74.5994004132,18.5252942346,0,4,1,0,0,0,0
SGND,Shrigonda Road,Unknown,Unknown,Unknown,Point,74.641466,18.598243,0,4,2,0,1,0,0
BWD,Belvandi,Unknown,Unknown,Unknown,Point,74.621981,18.710718,0,3,1,0,0,0,0
VPR,Visapur,Unknown,Unknown,Unknown,Point,74.598861,18.82295,0,3,1,0,0,0,0
RNJD,Ranjangaon Rd,Unknown,Unknown,Unknown,Point,74.60070300000001,18.870972,0,4,2,0,0,0,0
SRL,Sarola,Unknown,Unknown,Unknown,Point,74.64829499999999,18.947656,0,3,1,0,0,0,0
AKR,Akolner,Unknown,Unknown,Unknown,Point,74.66906999999999,18.985409,0,3,1,0,0,0,0
ANG,Ahmadnagar,Unknown,Unknown,Unknown,Point,74.721882467,19.0755194777,0,3,1,0,0,0,0
NNB,Nimblak,Unknown,Unknown,Unknown,Point,74.68854097469999,19.1183528756,0,3,1,0,0,0,0
VL,Vilad,Unknown,Unknown,Unknown,Point,74.675069,19.198579,0,2,1,0,0,0,0
VBR,Vambori,Unknown,Unknown,Unknown,Point,74.684974,19.29858,0,3,1,0,0,0,0
RRI,Rahuri,Unknown,Unknown,Unknown,Point,74.677702,19.41155,0,3,1,0,0,0,0
TKMY,Taklimiya,Unknown,Unknown,Unknown,Point,74.679765,19.453844,0,4,1,0,0,0,0
PDGN,Padhegaon,Unknown,Unknown,Unknown,Point,74.69233,19.536709,0,4,1,0,0,0,0
NPW,Nipani Vadgaon,Unknown,Unknown,Unknown,Point,74.70471599999999,19.587951,0,3,2,0,0,0,0
BAP,Belapur,Unknown,Unknown,Unknown,Point,74.6617443079,19.619569311800003,0,3,1,0,0,0,0
CIT,Chitali,Unknown,Unknown,Unknown,Point,74.6239138208,19.6913918118,0,3,1,0,0,0,0
PB,Puntamba,Unknown,Unknown,Unknown,Point,74.621959715,19.7620255268,0,2,1,0,0,0,0
KNGN,Kanhegaon,Unknown,Unknown,Unknown,Point,74.57128710079999,19.8172996303,0,4,1,0,0,0,0
SNVR,Sanvatsar,Unknown,Unknown,Unknown,Point,74.56058409549999,19.8832775017,0,4,1,0,0,0,0
