date,time,day,station,line,entry_count,exit_count,net_flow,gate_id,is_peak_hour,is_holiday,weather
2026-01-16,16:00,Friday,Rohini Sector 18,Yellow Line,117,111,6,G-01,0,0,Cloudy
2026-01-28,19:00,Wednesday,Kalkaji Mandir,Violet Line,241,169,72,G-03,1,0,Clear
2026-01-09,13:00,Friday,ITO,Violet Line,91,90,1,G-05,0,0,Rainy
2026-01-27,12:00,Tuesday,Sarita Vihar,Violet Line,95,80,15,G-01,0,0,Rainy
2026-01-31,10:00,Saturday,Sikanderpur,Yellow Line,396,329,67,G-03,1,0,Cloudy
2026-02-21,09:45,Saturday,Lal Quila,Violet Line,154,154,0,G-06,1,0,Foggy
2026-02-10,14:15,Tuesday,Madipur,Green Line,78,66,12,G-06,0,0,Clear
2026-01-03,06:45,Saturday,Barakhamba Road,Blue Line,52,44,8,G-04,0,0,Clear
2026-01-04,09:45,Sunday,Chhattarpur,Yellow Line,32,32,0,G-01,1,1,Rainy
2026-02-23,12:15,Monday,Mundka,Green Line,85,73,12,G-06,0,0,Clear
2026-02-18,19:45,Wednesday,Paschim Vihar East,Green Line,102,108,-6,G-03,1,0,Cloudy
2026-01-06,16:00,Tuesday,JLN Stadium,Violet Line,87,91,-4,G-02,0,0,Rainy
2026-02-03,14:15,Tuesday,Netaji Subhash Place,Red Line,57,59,-2,G-01,0,0,Foggy
2026-01-09,12:45,Friday,Hauz Khas,Yellow Line,303,276,27,G-03,0,0,Clear
2026-01-15,23:30,Thursday,Kirti Nagar,Blue Line,44,40,4,G-06,0,0,Cloudy
2026-01-21,10:45,Wednesday,Rajiv Chowk,Blue Line,835,858,-23,G-04,1,0,Clear
2026-02-10,14:15,Tuesday,Lal Quila,Violet Line,43,31,12,G-04,0,0,Smoggy
2026-02-13,07:30,Friday,Neelam Chowk Ajronda,Violet Line,68,44,24,G-01,0,0,Foggy
2026-02-09,13:45,Monday,Model Town,Yellow Line,108,94,14,G-04,0,0,Foggy
2026-02-15,23:30,Sunday,Noida City Centre,Blue Line,86,79,7,G-04,0,1,Cloudy
2026-01-22,18:45,Thursday,Rohini West,Red Line,186,170,16,G-03,1,0,Foggy
2026-01-14,19:00,Wednesday,AIIMS,Yellow Line,178,183,-5,G-06,1,0,Smoggy
2026-02-12,18:45,Thursday,Sarita Vihar,Violet Line,142,138,4,G-06,1,0,Smoggy
2026-01-30,23:45,Friday,Nangloi Railway Station,Green Line,45,41,4,G-06,0,0,Smoggy
2026-01-05,21:30,Monday,Ramesh Nagar,Blue Line,53,57,-4,G-03,0,0,Cloudy
2026-02-05,16:00,Thursday,Chhattarpur,Yellow Line,111,124,-13,G-04,0,0,Foggy
2026-02-17,22:15,Tuesday,Keshav Puram,Red Line,45,37,8,G-03,0,0,Foggy
2026-02-06,05:45,Friday,Sikanderpur,Yellow Line,123,75,48,G-03,0,0,Clear
2026-02-01,16:30,Sunday,Jahangirpuri,Yellow Line,39,42,-3,G-03,0,1,Smoggy
2026-01-26,07:45,Monday,Guru Dronacharya,Yellow Line,36,41,-5,G-07,0,1,Foggy
2026-02-27,07:15,Friday,Sikanderpur,Yellow Line,276,253,23,G-05,0,0,Cloudy
2026-01-28,22:45,Wednesday,Kashmere Gate,Yellow Line,176,153,23,G-02,0,0,Cloudy
2026-02-14,07:15,Saturday,MG Road,Yellow Line,75,110,-35,G-04,0,0,Clear
2026-01-21,12:45,Wednesday,Uttam Nagar East,Blue Line,125,112,13,G-04,0,0,Cloudy
2026-01-03,16:30,Saturday,Hauz Khas,Yellow Line,280,321,-41,G-04,0,0,Cloudy
2026-01-02,23:00,Friday,Moti Nagar,Blue Line,27,34,-7,G-02,0,0,Foggy
2026-01-21,13:30,Wednesday,Brigadier Hoshiar Singh,Green Line,115,92,23,G-04,0,0,Smoggy
2026-02-15,06:00,Sunday,Kalkaji Mandir,Violet Line,38,31,7,G-07,0,1,Foggy
2026-02-20,20:15,Friday,Nehru Place,Violet Line,262,203,59,G-03,0,0,Clear
2026-02-20,14:15,Friday,Mundka,Green Line,31,24,7,G-06,0,0,Rainy
2026-01-19,07:15,Monday,Rohini East,Red Line,87,78,9,G-04,0,0,Foggy
2026-01-30,07:15,Friday,Saket,Yellow Line,72,59,13,G-05,0,0,Foggy
2026-02-04,21:15,Wednesday,Udyog Nagar,Green Line,41,33,8,G-02,0,0,Clear
2026-02-08,14:00,Sunday,Jama Masjid,Violet Line,51,39,12,G-06,0,1,Cloudy
2026-02-28,11:15,Saturday,Vishwavidyalaya,Yellow Line,214,181,33,G-04,0,0,Foggy
2026-01-12,13:45,Monday,Vishwavidyalaya,Yellow Line,240,183,57,G-06,0,0,Clear
2026-02-24,14:45,Tuesday,Udyog Nagar,Green Line,66,74,-8,G-04,0,0,Foggy
2026-02-18,11:45,Wednesday,Hauz Khas,Yellow Line,333,244,89,G-03,0,0,Clear
2026-01-29,05:30,Thursday,Chawri Bazar,Yellow Line,27,25,2,G-04,0,0,Clear
2026-01-31,09:00,Saturday,Peeragarhi,Green Line,344,283,61,G-07,1,0,Cloudy
2026-02-08,14:00,Sunday,Patel Chowk,Yellow Line,43,36,7,G-07,0,1,Foggy
2026-01-14,15:30,Wednesday,Moti Nagar,Blue Line,31,29,2,G-01,0,0,Clear
2026-01-19,21:15,Monday,Central Secretariat,Yellow Line,114,85,29,G-01,0,0,Clear
2026-01-20,10:15,Tuesday,Pratap Nagar,Red Line,257,225,32,G-02,1,0,Cloudy
2026-02-12,20:15,Thursday,Green Park,Yellow Line,94,65,29,G-04,0,0,Smoggy
2026-01-13,19:00,Tuesday,Seelampur,Red Line,132,148,-16,G-05,1,0,Foggy
2026-01-15,16:15,Thursday,Neelam Chowk Ajronda,Violet Line,130,139,-9,G-05,0,0,Clear
2026-01-19,17:00,Monday,Rajdhani Park,Green Line,237,224,13,G-05,1,0,Rainy
2026-02-26,05:30,Thursday,Neelam Chowk Ajronda,Violet Line,17,22,-5,G-04,0,1,Clear
2026-01-20,23:30,Tuesday,Civil Lines,Yellow Line,77,48,29,G-04,0,0,Clear
2026-01-18,19:45,Sunday,Mewala Maharajpur,Violet Line,31,28,3,G-05,1,1,Clear
2026-01-27,15:15,Tuesday,Chhattarpur,Yellow Line,45,51,-6,G-04,0,0,Cloudy
2026-02-12,08:00,Thursday,JLN Stadium,Violet Line,140,161,-21,G-02,1,0,Cloudy
2026-02-25,15:15,Wednesday,Chawri Bazar,Yellow Line,48,34,14,G-01,0,0,Clear
2026-01-24,13:15,Saturday,Mandi House,Blue Line,254,242,12,G-07,0,0,Clear
2026-01-12,23:15,Monday,Satguru Ram Singh Marg,Green Line,26,30,-4,G-06,0,0,Foggy
2026-02-15,14:00,Sunday,Sikanderpur,Yellow Line,58,55,3,G-03,0,1,Cloudy
2026-02-04,10:00,Wednesday,Nangloi,Green Line,232,213,19,G-02,1,0,Smoggy
2026-01-13,09:45,Tuesday,Patel Chowk,Yellow Line,160,129,31,G-07,1,0,Clear
2026-01-01,05:15,Thursday,Mohan Estate,Violet Line,28,23,5,G-01,0,0,Clear
2026-02-21,09:15,Saturday,Jama Masjid,Violet Line,231,180,51,G-01,1,0,Clear
2026-01-18,06:45,Sunday,Rajouri Garden,Blue Line,86,102,-16,G-04,0,1,Foggy
2026-01-14,16:30,Wednesday,Pitampura,Red Line,102,107,-5,G-03,0,0,Foggy
2026-02-23,16:30,Monday,Rajendra Place,Blue Line,78,91,-13,G-04,0,0,Rainy
2026-01-08,07:45,Thursday,Neelam Chowk Ajronda,Violet Line,139,104,35,G-05,0,0,Clear
2026-01-20,20:00,Tuesday,Sarita Vihar,Violet Line,108,117,-9,G-03,0,0,Clear
2026-02-05,05:45,Thursday,Chawri Bazar,Yellow Line,36,32,4,G-01,0,0,Smoggy
2026-01-23,06:45,Friday,Shastri Nagar,Red Line,24,27,-3,G-05,0,0,Cloudy
2026-01-22,20:15,Thursday,Patel Chowk,Yellow Line,92,97,-5,G-01,0,0,Rainy
2026-01-03,07:00,Saturday,Arjan Garh,Yellow Line,130,121,9,G-01,0,0,Foggy
2026-01-09,18:00,Friday,Moti Nagar,Blue Line,298,294,4,G-07,1,0,Clear
2026-01-08,06:00,Thursday,Rohini Sector 18,Yellow Line,30,28,2,G-04,0,0,Foggy
2026-02-07,22:30,Saturday,Pragati Maidan,Blue Line,47,58,-11,G-05,0,0,Smoggy
2026-01-27,20:15,Tuesday,Uttam Nagar East,Blue Line,133,133,0,G-01,0,0,Cloudy
2026-01-03,12:15,Saturday,Pitampura,Red Line,69,66,3,G-01,0,0,Foggy
2026-01-29,18:30,Thursday,NHPC Chowk,Violet Line,385,259,126,G-07,1,0,Rainy
2026-01-23,07:15,Friday,Jama Masjid,Violet Line,70,68,2,G-05,0,0,Foggy
2026-02-05,13:00,Thursday,Lal Quila,Violet Line,126,115,11,G-01,0,0,Cloudy
2026-01-02,16:15,Friday,Guru Dronacharya,Yellow Line,124,115,9,G-02,0,0,Foggy
2026-01-09,18:00,Friday,Kirti Nagar,Blue Line,131,101,30,G-03,1,0,Rainy
2026-02-21,14:15,Saturday,Rajdhani Park,Green Line,77,67,10,G-03,0,0,Clear
2026-01-09,19:45,Friday,Hauz Khas,Yellow Line,1069,840,229,G-04,1,0,Rainy
2026-01-21,11:15,Wednesday,JLN Stadium,Violet Line,120,117,3,G-03,0,0,Smoggy
2026-01-20,14:30,Tuesday,Chandni Chowk,Yellow Line,203,222,-19,G-03,0,0,Smoggy
2026-02-22,10:15,Sunday,Nangloi Railway Station,Green Line,41,34,7,G-06,1,1,Rainy
2026-02-06,19:30,Friday,Haiderpur Badli Mor,Yellow Line,235,183,52,G-03,1,0,Clear
2026-02-08,22:45,Sunday,Dwarka Sector 8,Blue Line,38,27,11,G-02,0,1,Cloudy
2026-02-06,20:00,Friday,Vishwavidyalaya,Yellow Line,260,238,22,G-04,0,0,Foggy
2026-01-11,21:30,Sunday,Yamuna Bank,Blue Line,82,85,-3,G-07,0,1,Cloudy
2026-01-04,14:45,Sunday,Ashok Park Main,Green Line,34,45,-11,G-01,0,1,Smoggy
2026-01-09,17:00,Friday,Sarai,Violet Line,249,225,24,G-03,1,0,Foggy
2026-01-04,22:00,Sunday,Seelampur,Red Line,27,20,7,G-03,0,1,Clear
2026-01-17,19:00,Saturday,Tis Hazari,Red Line,204,214,-10,G-06,1,0,Foggy
2026-02-23,23:45,Monday,Haiderpur Badli Mor,Yellow Line,30,30,0,G-07,0,0,Cloudy
2026-02-26,21:00,Thursday,Peeragarhi,Green Line,38,31,7,G-01,0,1,Cloudy
2026-02-25,07:15,Wednesday,Old Faridabad,Violet Line,59,65,-6,G-05,0,0,Cloudy
2026-01-08,14:45,Thursday,Kailash Colony,Violet Line,24,20,4,G-01,0,0,Foggy
2026-02-03,12:15,Tuesday,Noida Sector 16,Blue Line,90,71,19,G-07,0,0,Foggy
2026-02-28,06:30,Saturday,Nehru Place,Violet Line,52,46,6,G-02,0,0,Cloudy
2026-01-17,05:45,Saturday,ITO,Violet Line,27,18,9,G-01,0,0,Clear
2026-02-05,07:15,Thursday,Noida Sector 16,Blue Line,89,76,13,G-03,0,0,Clear
2026-02-13,12:30,Friday,Lajpat Nagar,Violet Line,271,287,-16,G-02,0,0,Cloudy
2026-02-07,15:30,Saturday,JLN Stadium,Violet Line,24,28,-4,G-05,0,0,Clear
2026-01-11,23:15,Sunday,Samaypur Badli,Yellow Line,42,45,-3,G-02,0,1,Rainy
2026-01-03,16:30,Saturday,Noida Sector 15,Blue Line,65,59,6,G-07,0,0,Clear
2026-02-12,13:30,Thursday,IFFCO Chowk,Yellow Line,80,73,7,G-07,0,0,Clear
2026-02-06,23:15,Friday,Kalkaji Mandir,Violet Line,20,17,3,G-01,0,0,Foggy
2026-02-08,15:45,Sunday,Kohat Enclave,Red Line,31,31,0,G-01,0,1,Clear
2026-01-13,22:45,Tuesday,Escorts Mujesar,Violet Line,28,23,5,G-03,0,0,Foggy
2026-01-09,17:45,Friday,Rohini West,Red Line,198,198,0,G-05,1,0,Foggy
2026-02-15,19:45,Sunday,Rohini East,Red Line,34,33,1,G-06,1,1,Cloudy
2026-02-18,10:30,Wednesday,Central Secretariat,Yellow Line,399,388,11,G-05,1,0,Foggy
2026-01-05,08:15,Monday,Green Park,Yellow Line,97,96,1,G-07,1,0,Clear
2026-01-03,23:15,Saturday,INA,Yellow Line,22,24,-2,G-02,0,0,Clear
2026-01-11,05:15,Sunday,Janpath,Violet Line,44,37,7,G-07,0,1,Clear
2026-02-17,18:45,Tuesday,Welcome,Red Line,190,202,-12,G-01,1,0,Clear
2026-02-08,21:30,Sunday,Central Secretariat,Yellow Line,84,82,2,G-03,0,1,Foggy
2026-02-11,09:30,Wednesday,Govindpuri,Violet Line,272,262,10,G-07,1,0,Clear
2026-02-08,12:15,Sunday,Udyog Nagar,Green Line,22,20,2,G-03,0,1,Cloudy
2026-02-05,05:30,Thursday,Chandni Chowk,Yellow Line,206,203,3,G-06,0,0,Clear
2026-01-17,07:00,Saturday,Rohini Sector 18,Yellow Line,73,69,4,G-04,0,0,Rainy
2026-01-10,18:00,Saturday,Welcome,Red Line,203,242,-39,G-01,1,0,Clear
2026-01-04,22:00,Sunday,Ramesh Nagar,Blue Line,23,21,2,G-03,0,1,Clear
2026-01-14,21:15,Wednesday,Satguru Ram Singh Marg,Green Line,38,39,-1,G-04,0,0,Foggy
2026-01-15,12:45,Thursday,Brigadier Hoshiar Singh,Green Line,69,65,4,G-04,0,0,Foggy
2026-01-26,09:15,Monday,Escorts Mujesar,Violet Line,37,32,5,G-02,1,1,Foggy
2026-02-11,16:30,Wednesday,Rajendra Place,Blue Line,99,61,38,G-01,0,0,Clear
2026-02-24,10:30,Tuesday,MG Road,Yellow Line,177,173,4,G-04,1,0,Clear
2026-01-23,17:45,Friday,Civil Lines,Yellow Line,148,172,-24,G-02,1,0,Foggy
2026-01-31,23:15,Saturday,Green Park,Yellow Line,17,19,-2,G-03,0,0,Clear
2026-01-12,10:45,Monday,Arjan Garh,Yellow Line,307,213,94,G-06,1,0,Rainy
2026-01-24,05:45,Saturday,Jangpura,Violet Line,28,26,2,G-02,0,0,Smoggy
2026-01-03,08:15,Saturday,AIIMS,Yellow Line,230,236,-6,G-04,1,0,Clear
2026-01-02,08:30,Friday,Vishwavidyalaya,Yellow Line,476,452,24,G-04,1,0,Clear
2026-01-25,06:00,Sunday,Qutab Minar,Yellow Line,40,47,-7,G-06,0,1,Smoggy
2026-01-21,17:30,Wednesday,Pitampura,Red Line,116,148,-32,G-07,1,0,Cloudy
2026-02-08,23:45,Sunday,Sarita Vihar,Violet Line,56,36,20,G-02,0,1,Foggy
2026-01-21,19:15,Wednesday,Madipur,Green Line,170,182,-12,G-03,1,0,Foggy
2026-01-13,06:30,Tuesday,Nangloi Railway Station,Green Line,40,29,11,G-03,0,0,Foggy
2026-02-10,13:45,Tuesday,Janpath,Violet Line,147,119,28,G-01,0,0,Cloudy
2026-02-25,13:15,Wednesday,JLN Stadium,Violet Line,54,64,-10,G-04,0,0,Clear
2026-02-03,08:00,Tuesday,Mundka,Green Line,214,180,34,G-05,1,0,Cloudy
2026-01-03,07:30,Saturday,Kailash Colony,Violet Line,96,95,1,G-05,0,0,Foggy
2026-01-30,22:45,Friday,Delhi Gate,Violet Line,29,26,3,G-07,0,0,Foggy
2026-01-14,23:00,Wednesday,Mundka,Green Line,57,46,11,G-01,0,0,Cloudy
2026-01-07,13:15,Wednesday,Rajiv Chowk,Blue Line,271,337,-66,G-05,0,0,Clear
2026-01-12,13:45,Monday,Harkesh Nagar Okhla,Violet Line,95,98,-3,G-04,0,0,Rainy
2026-02-15,13:30,Sunday,Kirti Nagar,Blue Line,30,20,10,G-05,0,1,Cloudy
2026-01-28,07:00,Wednesday,Mohan Estate,Violet Line,62,55,7,G-03,0,0,Smoggy
2026-02-01,09:45,Sunday,Ghitorni,Yellow Line,41,45,-4,G-01,1,1,Clear
2026-01-04,18:15,Sunday,Rohini West,Red Line,31,31,0,G-03,1,1,Rainy
2026-01-29,18:15,Thursday,Rithala,Red Line,305,279,26,G-07,1,0,Foggy
2026-02-11,05:30,Wednesday,Rohini East,Red Line,49,52,-3,G-02,0,0,Rainy
2026-01-29,09:15,Thursday,Ashok Park Main,Green Line,280,245,35,G-03,1,0,Clear
2026-01-24,06:00,Saturday,NHPC Chowk,Violet Line,54,46,8,G-06,0,0,Clear
2026-02-09,10:00,Monday,Qutab Minar,Yellow Line,268,203,65,G-02,1,0,Foggy
2026-02-24,10:30,Tuesday,Jahangirpuri,Yellow Line,193,166,27,G-02,1,0,Rainy
2026-01-16,11:30,Friday,Adarsh Nagar,Yellow Line,160,167,-7,G-01,0,0,Rainy
2026-02-19,22:00,Thursday,Sarai,Violet Line,24,21,3,G-01,0,0,Cloudy
2026-01-09,15:15,Friday,Govindpuri,Violet Line,53,50,3,G-07,0,0,Rainy
2026-01-04,13:30,Sunday,Sikanderpur,Yellow Line,110,72,38,G-06,0,1,Foggy
2026-02-20,22:15,Friday,Paschim Vihar West,Green Line,30,29,1,G-01,0,0,Foggy
2026-01-27,17:30,Tuesday,Dilshad Garden,Red Line,343,334,9,G-05,1,0,Rainy
2026-02-08,05:30,Sunday,New Delhi,Yellow Line,123,106,17,G-07,0,1,Clear
2026-01-15,23:45,Thursday,JLN Stadium,Violet Line,49,40,9,G-06,0,0,Smoggy
2026-01-26,21:30,Monday,Kirti Nagar,Blue Line,20,24,-4,G-03,0,1,Foggy
2026-02-17,16:30,Tuesday,Brigadier Hoshiar Singh,Green Line,120,110,10,G-05,0,0,Clear
2026-01-11,12:00,Sunday,Jama Masjid,Violet Line,21,15,6,G-07,0,1,Foggy
2026-02-23,12:15,Monday,Rohini Sector 18,Yellow Line,79,99,-20,G-05,0,0,Clear
2026-01-27,11:30,Tuesday,GTB Nagar,Yellow Line,64,65,-1,G-01,0,0,Foggy
2026-01-01,13:30,Thursday,Seelampur,Red Line,139,110,29,G-06,0,0,Foggy
2026-01-04,08:30,Sunday,Nehru Place,Violet Line,67,60,7,G-06,1,1,Rainy
2026-01-22,23:30,Thursday,Tis Hazari,Red Line,37,30,7,G-04,0,0,Clear
2026-01-06,13:30,Tuesday,Badkhal Mor,Violet Line,57,61,-4,G-04,0,0,Clear
2026-02-07,23:45,Saturday,Azadpur,Yellow Line,101,89,12,G-02,0,0,Smoggy
2026-02-09,05:15,Monday,Badarpur Border,Violet Line,22,19,3,G-04,0,0,Foggy
2026-02-17,12:15,Tuesday,MG Road,Yellow Line,100,75,25,G-03,0,0,Foggy
2026-01-06,06:30,Tuesday,Hauz Khas,Yellow Line,132,125,7,G-01,0,0,Clear
2026-01-15,19:15,Thursday,Chawri Bazar,Yellow Line,146,122,24,G-03,1,0,Foggy
2026-01-21,05:00,Wednesday,Kashmere Gate,Yellow Line,211,208,3,G-04,0,0,Foggy
2026-01-31,10:15,Saturday,Jama Masjid,Violet Line,176,185,-9,G-07,1,0,Clear
2026-02-04,05:00,Wednesday,Tughlakabad,Violet Line,23,21,2,G-02,0,0,Foggy
2026-02-04,20:45,Wednesday,ITO,Violet Line,112,111,1,G-06,0,0,Clear
2026-01-15,09:30,Thursday,Pratap Nagar,Red Line,305,211,94,G-02,1,0,Cloudy
2026-01-31,11:15,Saturday,Rajiv Chowk,Blue Line,642,498,144,G-03,0,0,Cloudy
2026-02-16,11:00,Monday,Ramesh Nagar,Blue Line,75,53,22,G-04,0,0,Clear
2026-02-23,07:15,Monday,Hauz Khas,Yellow Line,479,456,23,G-02,0,0,Foggy
2026-02-15,06:15,Sunday,Badarpur Border,Violet Line,25,35,-10,G-04,0,1,Clear
2026-02-18,13:45,Wednesday,Mundka,Green Line,95,89,6,G-03,0,0,Clear
2026-02-17,12:00,Tuesday,Ramesh Nagar,Blue Line,69,75,-6,G-03,0,0,Cloudy
2026-02-04,18:15,Wednesday,Shastri Nagar,Red Line,135,106,29,G-05,1,0,Cloudy
2026-01-02,08:15,Friday,Indraprastha,Blue Line,127,120,7,G-02,1,0,Rainy
2026-01-16,08:00,Friday,Pragati Maidan,Blue Line,129,116,13,G-06,1,0,Cloudy
2026-01-22,15:30,Thursday,Noida Sector 15,Blue Line,74,55,19,G-01,0,0,Cloudy
2026-02-22,15:30,Sunday,Shahdara,Red Line,42,31,11,G-07,0,1,Foggy
2026-01-16,05:30,Friday,Seelampur,Red Line,47,46,1,G-06,0,0,Clear
2026-01-12,22:00,Monday,Hauz Khas,Yellow Line,183,167,16,G-05,0,0,Cloudy
2026-01-04,15:30,Sunday,Kirti Nagar,Blue Line,46,35,11,G-07,0,1,Rainy
2026-02-02,13:00,Monday,Tughlakabad,Violet Line,51,47,4,G-04,0,0,Cloudy
2026-02-09,11:15,Monday,Raja Nahar Singh,Violet Line,125,121,4,G-02,0,0,Foggy
2026-02-15,21:30,Sunday,Jor Bagh,Yellow Line,32,33,-1,G-02,0,1,Clear
2026-02-17,14:15,Tuesday,Old Faridabad,Violet Line,31,25,6,G-06,0,0,Rainy
2026-01-08,13:00,Thursday,Khan Market,Violet Line,155,115,40,G-01,0,0,Rainy
2026-01-29,19:15,Thursday,Bata Chowk,Violet Line,164,156,8,G-05,1,0,Foggy
2026-01-10,18:30,Saturday,Seelampur,Red Line,128,113,15,G-07,1,0,Cloudy
2026-02-07,15:45,Saturday,Samaypur Badli,Yellow Line,39,44,-5,G-06,0,0,Foggy
2026-02-06,21:45,Friday,Kalkaji Mandir,Violet Line,13,17,-4,G-07,0,0,Cloudy
2026-02-11,10:45,Wednesday,Nehru Place,Violet Line,418,407,11,G-05,1,0,Clear
2026-01-26,19:30,Monday,Arjan Garh,Yellow Line,28,39,-11,G-07,1,1,Foggy
2026-01-08,15:30,Thursday,Khan Market,Violet Line,40,34,6,G-03,0,0,Clear
2026-01-05,07:15,Monday,INA,Yellow Line,54,65,-11,G-03,0,0,Clear
2026-01-18,15:00,Sunday,Arjan Garh,Yellow Line,22,20,2,G-06,0,1,Rainy
2026-01-18,17:45,Sunday,Rajendra Place,Blue Line,49,60,-11,G-04,1,1,Clear
2026-01-29,16:00,Thursday,Chhattarpur,Yellow Line,93,81,12,G-07,0,0,Cloudy
2026-01-04,16:00,Sunday,Inderlok,Red Line,35,27,8,G-05,0,1,Clear
2026-01-12,22:30,Monday,Pratap Nagar,Red Line,56,44,12,G-04,0,0,Clear
2026-01-09,23:15,Friday,Kailash Colony,Violet Line,32,30,2,G-01,0,0,Cloudy
2026-01-11,13:30,Sunday,Indraprastha,Blue Line,33,26,7,G-01,0,1,Clear
2026-01-17,07:15,Saturday,Noida Sector 15,Blue Line,109,97,12,G-07,0,0,Foggy
2026-01-03,23:15,Saturday,Netaji Subhash Place,Red Line,65,53,12,G-03,0,0,Rainy
2026-02-18,12:00,Wednesday,Mandi House,Blue Line,186,175,11,G-03,0,0,Foggy
2026-02-18,11:30,Wednesday,Central Secretariat,Yellow Line,257,218,39,G-03,0,0,Foggy
2026-01-12,12:00,Monday,Shahdara,Red Line,144,137,7,G-06,0,0,Foggy
2026-02-04,21:30,Wednesday,Lal Quila,Violet Line,20,18,2,G-03,0,0,Clear
2026-01-20,18:45,Tuesday,Civil Lines,Yellow Line,200,148,52,G-05,1,0,Clear
2026-01-05,17:15,Monday,Nangloi Railway Station,Green Line,199,134,65,G-03,1,0,Foggy
2026-02-16,09:15,Monday,Brigadier Hoshiar Singh,Green Line,190,162,28,G-02,1,0,Foggy
2026-02-17,16:00,Tuesday,Pulbangash,Red Line,96,79,17,G-02,0,0,Clear
2026-01-17,13:15,Saturday,Udyog Bhawan,Yellow Line,109,76,33,G-06,0,0,Foggy
2026-02-03,12:30,Tuesday,Punjabi Bagh,Green Line,78,72,6,G-07,0,0,Rainy
2026-01-24,14:45,Saturday,Welcome,Red Line,25,21,4,G-07,0,0,Rainy
2026-01-19,06:30,Monday,Adarsh Nagar,Yellow Line,14,17,-3,G-01,0,0,Clear
2026-02-23,23:30,Monday,Saket,Yellow Line,48,42,6,G-02,0,0,Foggy
2026-02-17,05:00,Tuesday,Punjabi Bagh,Green Line,36,26,10,G-07,0,0,Foggy
2026-02-08,08:45,Sunday,Nangloi Railway Station,Green Line,23,24,-1,G-03,1,1,Clear
2026-01-23,08:45,Friday,Seelampur,Red Line,138,142,-4,G-02,1,0,Clear
2026-01-27,19:00,Tuesday,Jor Bagh,Yellow Line,176,131,45,G-07,1,0,Clear
2026-01-01,22:30,Thursday,Paschim Vihar East,Green Line,34,36,-2,G-03,0,0,Cloudy
2026-02-24,05:15,Tuesday,Paschim Vihar East,Green Line,24,26,-2,G-01,0,0,Smoggy
2026-02-23,05:45,Monday,Vishwavidyalaya,Yellow Line,82,84,-2,G-05,0,0,Cloudy
2026-01-29,17:30,Thursday,Moti Nagar,Blue Line,185,151,34,G-05,1,0,Clear
2026-01-01,06:30,Thursday,Rohini East,Red Line,38,53,-15,G-07,0,0,Foggy
2026-02-21,21:30,Saturday,Lajpat Nagar,Violet Line,41,42,-1,G-05,0,0,Foggy
2026-02-24,08:30,Tuesday,Ashok Park Main,Green Line,141,116,25,G-02,1,0,Cloudy
2026-01-02,08:45,Friday,Sikanderpur,Yellow Line,623,775,-152,G-05,1,0,Cloudy
2026-02-20,16:15,Friday,Jama Masjid,Violet Line,75,82,-7,G-04,0,0,Foggy
2026-02-25,23:15,Wednesday,Neelam Chowk Ajronda,Violet Line,16,12,4,G-01,0,0,Cloudy
2026-02-14,23:15,Saturday,Ramesh Nagar,Blue Line,62,50,12,G-05,0,0,Foggy
2026-02-03,06:15,Tuesday,Rajiv Chowk,Blue Line,81,69,12,G-06,0,0,Cloudy
2026-01-05,14:45,Monday,Rajiv Chowk,Blue Line,123,112,11,G-01,0,0,Foggy
2026-02-10,12:15,Tuesday,Shivaji Park,Green Line,122,109,13,G-04,0,0,Foggy
2026-02-14,10:00,Saturday,Vishwavidyalaya,Yellow Line,329,333,-4,G-05,1,0,Clear
2026-02-16,15:30,Monday,Kalkaji Mandir,Violet Line,74,70,4,G-06,0,0,Foggy
2026-02-07,13:30,Saturday,Dwarka Sector 21,Blue Line,222,195,27,G-03,0,0,Clear
2026-01-13,08:30,Tuesday,Race Course,Yellow Line,141,175,-34,G-01,1,0,Cloudy
2026-01-12,18:30,Monday,Mandi House,Blue Line,559,432,127,G-02,1,0,Cloudy
2026-02-26,18:15,Thursday,Uttam Nagar East,Blue Line,23,27,-4,G-05,1,1,Smoggy
2026-01-04,14:30,Sunday,Dilshad Garden,Red Line,58,54,4,G-07,0,1,Smoggy
2026-02-26,20:15,Thursday,Peeragarhi,Green Line,41,45,-4,G-02,0,1,Rainy
2026-02-22,14:00,Sunday,Punjabi Bagh,Green Line,29,27,2,G-04,0,1,Clear
2026-02-04,14:45,Wednesday,Civil Lines,Yellow Line,14,15,-1,G-02,0,0,Clear
2026-02-21,18:30,Saturday,Jama Masjid,Violet Line,195,166,29,G-07,1,0,Cloudy
2026-02-20,18:15,Friday,Madipur,Green Line,134,103,31,G-05,1,0,Smoggy
2026-02-26,19:45,Thursday,Ramesh Nagar,Blue Line,40,38,2,G-01,1,1,Cloudy
2026-02-16,09:45,Monday,Peeragarhi,Green Line,212,173,39,G-01,1,0,Foggy
2026-02-19,12:45,Thursday,HUDA City Centre,Yellow Line,198,165,33,G-02,0,0,Cloudy
2026-01-10,21:45,Saturday,Rajiv Chowk,Blue Line,225,172,53,G-03,0,0,Foggy
2026-01-13,21:45,Tuesday,Rajdhani Park,Green Line,39,46,-7,G-05,0,0,Clear
2026-01-03,22:15,Saturday,Kailash Colony,Violet Line,31,28,3,G-01,0,0,Smoggy
2026-01-12,19:15,Monday,Neelam Chowk Ajronda,Violet Line,232,269,-37,G-07,1,0,Clear
2026-01-09,15:00,Friday,Tis Hazari,Red Line,41,34,7,G-03,0,0,Clear
