date,time,day,train_id,line,station,coach_number,capacity,passenger_count,occupancy_percent,crowd_level,is_peak_hour,is_holiday,weather
2026-01-29,13:45,Thursday,DMT-Y008,Green Line,Ashok Park Main,1,340,89,26.4,Low,0,0,Clear
2026-01-29,20:30,Thursday,DMT-G025,Red Line,Shastri Nagar,1,350,163,46.7,Low,0,0,Foggy
2026-02-20,12:35,Friday,DMT-G018,Green Line,Mundka,7,350,130,37.4,Low,0,0,Clear
2026-02-10,23:20,Tuesday,DMT-V006,Violet Line,Sector 28,3,320,37,11.8,Low,0,0,Foggy
2026-02-15,10:10,Sunday,DMT-B012,Red Line,Dilshad Garden,1,350,65,18.7,Low,1,1,Cloudy
2026-01-31,17:30,Saturday,DMT-G024,Violet Line,Bata Chowk,8,300,360,120.0,Overcrowded,1,0,Rainy
2026-02-17,17:40,Tuesday,DMT-V013,Violet Line,Sector 28,5,340,408,120.0,Overcrowded,1,0,Clear
2026-02-02,16:00,Monday,DMT-Y003,Yellow Line,Haiderpur Badli Mor,2,320,138,43.2,Low,0,0,Clear
2026-02-17,20:05,Tuesday,DMT-Y025,Red Line,Kanhaiya Nagar,8,350,220,62.9,Medium,0,0,Foggy
2026-01-25,07:45,Sunday,DMT-V006,Green Line,Rajdhani Park,2,350,38,10.9,Low,0,1,Rainy
2026-01-09,07:55,Friday,DMT-Y020,Blue Line,Noida Sector 16,5,340,116,34.3,Low,0,0,Clear
2026-01-27,22:15,Tuesday,DMT-R025,Violet Line,Bata Chowk,3,320,119,37.2,Low,0,0,Cloudy
2026-01-25,13:25,Sunday,DMT-R019,Yellow Line,Ghitorni,2,300,48,16.1,Low,0,1,Clear
2026-01-02,15:55,Friday,DMT-G008,Violet Line,Kailash Colony,4,350,33,9.7,Low,0,0,Foggy
2026-01-25,08:35,Sunday,DMT-Y019,Green Line,Paschim Vihar West,1,300,51,17.1,Low,1,1,Foggy
2026-01-04,20:35,Sunday,DMT-B014,Blue Line,Moti Nagar,6,320,53,16.7,Low,0,1,Cloudy
2026-02-12,18:00,Thursday,DMT-V005,Green Line,Brigadier Hoshiar Singh,5,300,200,66.9,Medium,1,0,Foggy
2026-01-05,08:05,Monday,DMT-V010,Yellow Line,HUDA City Centre,3,300,214,71.5,Medium,1,0,Cloudy
2026-01-07,07:35,Wednesday,DMT-V002,Blue Line,Moti Nagar,5,300,85,28.5,Low,0,0,Clear
2026-02-10,17:05,Tuesday,DMT-V012,Violet Line,Neelam Chowk Ajronda,2,320,338,105.7,Overcrowded,1,0,Cloudy
2026-02-25,23:30,Wednesday,DMT-Y024,Blue Line,Uttam Nagar East,5,320,81,25.3,Low,0,0,Foggy
2026-02-28,07:40,Saturday,DMT-B007,Green Line,Paschim Vihar East,1,320,197,61.8,Medium,0,0,Foggy
2026-01-04,17:25,Sunday,DMT-B024,Red Line,Seelampur,4,320,39,12.4,Low,1,1,Cloudy
2026-01-06,10:00,Tuesday,DMT-B013,Violet Line,Lal Quila,2,320,384,120.0,Overcrowded,1,0,Smoggy
2026-01-18,09:25,Sunday,DMT-G005,Yellow Line,Qutab Minar,3,340,81,24.0,Low,1,1,Clear
2026-01-06,19:25,Tuesday,DMT-R004,Blue Line,Karol Bagh,2,350,378,108.0,Overcrowded,1,0,Cloudy
2026-02-14,16:25,Saturday,DMT-R014,Blue Line,Janakpuri West,2,340,266,78.5,Medium,0,0,Clear
2026-02-27,18:40,Friday,DMT-B012,Yellow Line,Chandni Chowk,1,300,360,120.0,Overcrowded,1,0,Rainy
2026-01-11,13:05,Sunday,DMT-Y016,Green Line,Kirti Nagar,3,320,36,11.3,Low,0,1,Clear
2026-01-07,09:10,Wednesday,DMT-V019,Blue Line,Moti Nagar,1,320,380,118.8,Overcrowded,1,0,Rainy
2026-02-16,14:15,Monday,DMT-V020,Yellow Line,Adarsh Nagar,6,320,46,14.7,Low,0,0,Clear
2026-02-09,10:35,Monday,DMT-G023,Blue Line,Dwarka Sector 21,3,340,318,93.6,High,1,0,Smoggy
2026-01-15,18:45,Thursday,DMT-G022,Violet Line,Kalkaji Mandir,1,350,420,120.0,Overcrowded,1,0,Cloudy
2026-02-01,23:25,Sunday,DMT-G006,Blue Line,Dwarka Sector 21,8,350,63,18.1,Low,0,1,Clear
2026-02-18,16:00,Wednesday,DMT-G010,Blue Line,Dwarka,3,320,185,58.0,Medium,0,0,Clear
2026-01-10,09:50,Saturday,DMT-B008,Red Line,Pitampura,2,300,197,65.9,Medium,1,0,Rainy
2026-01-27,17:00,Tuesday,DMT-B011,Green Line,Kirti Nagar,7,340,367,108.0,Overcrowded,1,0,Smoggy
2026-01-15,10:25,Thursday,DMT-R019,Green Line,Udyog Nagar,4,320,230,72.1,Medium,1,0,Foggy
2026-02-01,22:10,Sunday,DMT-V021,Green Line,Ashok Park Main,1,320,62,19.4,Low,0,1,Cloudy
2026-02-19,16:15,Thursday,DMT-Y008,Red Line,Rohini East,2,320,170,53.4,Medium,0,0,Foggy
2026-02-14,16:35,Saturday,DMT-Y012,Red Line,Shastri Park,7,350,228,65.4,Medium,0,0,Rainy
2026-01-28,13:10,Wednesday,DMT-R011,Violet Line,Khan Market,8,320,197,61.6,Medium,0,0,Clear
2026-02-17,14:25,Tuesday,DMT-V004,Blue Line,Noida Sector 16,7,350,107,30.8,Low,0,0,Clear
2026-02-11,16:10,Wednesday,DMT-B018,Violet Line,Kashmere Gate,3,340,237,69.8,Medium,0,0,Cloudy
2026-02-11,17:00,Wednesday,DMT-Y010,Green Line,Punjabi Bagh,6,320,233,72.9,Medium,1,0,Clear
2026-01-04,21:55,Sunday,DMT-B003,Green Line,Kirti Nagar,8,300,43,14.3,Low,0,1,Rainy
2026-01-30,05:15,Friday,DMT-R006,Yellow Line,Patel Chowk,6,340,51,15.2,Low,0,0,Foggy
2026-02-23,07:15,Monday,DMT-B002,Blue Line,Rajouri Garden,6,350,209,60.0,Medium,0,0,Smoggy
2026-01-22,09:45,Thursday,DMT-R015,Violet Line,Moolchand,7,300,289,96.4,High,1,0,Foggy
2026-01-01,22:00,Thursday,DMT-R010,Blue Line,Ramesh Nagar,8,300,47,15.8,Low,0,0,Rainy
2026-02-21,22:30,Saturday,DMT-V023,Green Line,Paschim Vihar West,4,340,32,9.7,Low,0,0,Clear
2026-02-18,20:05,Wednesday,DMT-Y008,Blue Line,Moti Nagar,2,300,110,36.7,Low,0,0,Foggy
2026-01-25,09:25,Sunday,DMT-Y006,Yellow Line,Kashmere Gate,6,300,57,19.3,Low,1,1,Clear
2026-02-21,09:25,Saturday,DMT-G005,Blue Line,Dwarka,7,320,307,96.2,High,1,0,Rainy
2026-02-12,12:55,Thursday,DMT-G012,Red Line,Tis Hazari,8,320,274,85.8,High,0,0,Smoggy
2026-02-18,06:45,Wednesday,DMT-R008,Blue Line,Uttam Nagar East,5,300,56,18.7,Low,0,0,Clear
2026-02-24,22:45,Tuesday,DMT-B017,Violet Line,Mewala Maharajpur,1,320,48,15.0,Low,0,0,Cloudy
2026-01-07,16:25,Wednesday,DMT-R001,Green Line,Satguru Ram Singh Marg,6,350,156,44.7,Low,0,0,Cloudy
2026-01-17,20:05,Saturday,DMT-G018,Violet Line,Kailash Colony,7,340,146,43.1,Low,0,0,Cloudy
2026-01-17,23:50,Saturday,DMT-Y012,Yellow Line,Saket,7,350,47,13.6,Low,0,0,Foggy
2026-02-05,16:50,Thursday,DMT-R019,Blue Line,Janakpuri West,7,320,113,35.5,Low,0,0,Foggy
2026-01-29,13:40,Thursday,DMT-R009,Blue Line,Barakhamba Road,3,350,150,43.0,Low,0,0,Clear
2026-01-30,23:40,Friday,DMT-G012,Green Line,Maharaja Surajmal Stadium,3,320,44,14.1,Low,0,0,Foggy
2026-01-07,08:50,Wednesday,DMT-Y019,Violet Line,Jasola Apollo,6,300,219,73.1,Medium,1,0,Cloudy
2026-01-22,15:00,Thursday,DMT-B020,Yellow Line,GTB Nagar,2,340,49,14.5,Low,0,0,Clear
2026-01-04,11:05,Sunday,DMT-V021,Yellow Line,Adarsh Nagar,4,350,40,11.6,Low,0,1,Foggy
2026-01-16,06:05,Friday,DMT-B002,Violet Line,Kashmere Gate,4,300,44,14.8,Low,0,0,Foggy
2026-02-11,08:10,Wednesday,DMT-G004,Red Line,Rithala,2,300,304,101.7,Overcrowded,1,0,Foggy
2026-02-07,23:10,Saturday,DMT-B024,Red Line,Kanhaiya Nagar,4,340,70,20.8,Low,0,0,Foggy
2026-02-17,20:25,Tuesday,DMT-R005,Yellow Line,Vishwavidyalaya,2,300,145,48.4,Low,0,0,Cloudy
2026-02-12,18:10,Thursday,DMT-G020,Blue Line,Barakhamba Road,4,300,273,91.3,High,1,0,Foggy
2026-02-25,10:15,Wednesday,DMT-Y004,Red Line,Rithala,6,350,398,113.9,Overcrowded,1,0,Clear
2026-01-15,19:05,Thursday,DMT-G024,Green Line,Shivaji Park,7,320,192,60.1,Medium,1,0,Smoggy
2026-02-13,12:10,Friday,DMT-B014,Blue Line,Dwarka Sector 8,1,350,258,73.8,Medium,0,0,Clear
2026-01-16,05:05,Friday,DMT-R018,Green Line,Mundka,4,300,58,19.4,Low,0,0,Clear
2026-02-08,11:20,Sunday,DMT-G018,Yellow Line,Malviya Nagar,8,340,75,22.2,Low,0,1,Rainy
2026-02-06,09:05,Friday,DMT-B008,Violet Line,Sarai,6,340,379,111.7,Overcrowded,1,0,Clear
2026-02-26,23:20,Thursday,DMT-Y019,Blue Line,Moti Nagar,5,340,65,19.1,Low,0,1,Foggy
2026-02-20,14:40,Friday,DMT-G004,Green Line,Mundka,2,320,65,20.5,Low,0,0,Cloudy
2026-02-04,21:55,Wednesday,DMT-B002,Green Line,Paschim Vihar West,8,350,69,20.0,Low,0,0,Clear
2026-01-05,07:40,Monday,DMT-V004,Yellow Line,Rajiv Chowk,4,340,230,67.7,Medium,0,0,Rainy
2026-01-10,09:25,Saturday,DMT-B018,Yellow Line,Ghitorni,2,320,384,120.0,Overcrowded,1,0,Clear
2026-02-28,05:25,Saturday,DMT-B014,Green Line,Paschim Vihar West,7,350,79,22.7,Low,0,0,Clear
2026-01-03,20:05,Saturday,DMT-G021,Green Line,Punjabi Bagh,8,300,108,36.2,Low,0,0,Rainy
2026-01-18,10:15,Sunday,DMT-G024,Red Line,Welcome,1,320,39,12.3,Low,1,1,Foggy
2026-01-05,07:45,Monday,DMT-R004,Green Line,Rajdhani Park,4,320,202,63.2,Medium,0,0,Smoggy
2026-02-11,20:55,Wednesday,DMT-B015,Green Line,Peeragarhi,4,350,172,49.2,Low,0,0,Clear
2026-01-31,11:50,Saturday,DMT-G008,Blue Line,Janakpuri West,5,350,144,41.3,Low,0,0,Foggy
2026-01-09,21:25,Friday,DMT-B005,Blue Line,Barakhamba Road,4,350,51,14.7,Low,0,0,Smoggy
2026-01-16,13:05,Friday,DMT-Y019,Yellow Line,Haiderpur Badli Mor,2,340,208,61.2,Medium,0,0,Rainy
2026-01-05,07:45,Monday,DMT-G020,Violet Line,Raja Nahar Singh,4,320,174,54.6,Medium,0,0,Clear
2026-02-09,08:20,Monday,DMT-R021,Violet Line,Moolchand,2,300,265,88.5,High,1,0,Smoggy
2026-01-29,19:35,Thursday,DMT-B001,Blue Line,Mandi House,2,320,382,119.6,Overcrowded,1,0,Cloudy
2026-01-05,09:40,Monday,DMT-V013,Yellow Line,Chandni Chowk,6,320,259,81.1,High,1,0,Foggy
2026-01-08,11:40,Thursday,DMT-G006,Yellow Line,Chandni Chowk,5,320,270,84.4,High,0,0,Rainy
2026-01-11,05:40,Sunday,DMT-B010,Yellow Line,New Delhi,4,320,74,23.3,Low,0,1,Clear
2026-01-22,15:20,Thursday,DMT-R006,Yellow Line,Vishwavidyalaya,6,350,85,24.3,Low,0,0,Cloudy
2026-01-04,15:30,Sunday,DMT-Y002,Green Line,Nangloi,1,320,74,23.2,Low,0,1,Foggy
2026-02-05,06:35,Thursday,DMT-G021,Red Line,Tis Hazari,1,300,55,18.4,Low,0,0,Foggy
2026-01-12,21:25,Monday,DMT-V022,Violet Line,Sarai,4,340,36,10.9,Low,0,0,Cloudy
2026-01-25,17:00,Sunday,DMT-R024,Violet Line,Jama Masjid,2,320,49,15.4,Low,1,1,Smoggy
2026-01-21,22:15,Wednesday,DMT-Y002,Violet Line,Delhi Gate,6,350,65,18.8,Low,0,0,Foggy
2026-02-06,05:05,Friday,DMT-R001,Red Line,Kohat Enclave,1,340,29,8.8,Low,0,0,Foggy
2026-02-09,12:10,Monday,DMT-Y005,Red Line,Pratap Nagar,5,350,164,46.9,Low,0,0,Cloudy
2026-02-18,22:45,Wednesday,DMT-G019,Blue Line,Pragati Maidan,6,320,35,11.0,Low,0,0,Rainy
2026-01-09,21:10,Friday,DMT-V023,Violet Line,Mandi House,6,350,47,13.5,Low,0,0,Foggy
2026-01-08,10:00,Thursday,DMT-B024,Green Line,Kirti Nagar,3,350,278,79.6,Medium,1,0,Clear
2026-02-08,07:45,Sunday,DMT-V001,Blue Line,Mandi House,6,350,58,16.7,Low,0,1,Clear
2026-02-16,13:05,Monday,DMT-Y013,Blue Line,Noida Sector 16,8,320,259,81.2,High,0,0,Foggy
2026-01-29,22:40,Thursday,DMT-R014,Violet Line,Jangpura,1,350,67,19.2,Low,0,0,Foggy
2026-01-08,07:20,Thursday,DMT-G015,Violet Line,NHPC Chowk,3,320,197,61.8,Medium,0,0,Foggy
2026-01-27,12:45,Tuesday,DMT-V014,Blue Line,Ramesh Nagar,8,300,116,38.9,Low,0,0,Clear
2026-02-06,12:35,Friday,DMT-G005,Red Line,Pratap Nagar,3,350,179,51.2,Medium,0,0,Cloudy
2026-02-21,16:50,Saturday,DMT-V014,Blue Line,Indraprastha,6,320,255,79.9,Medium,0,0,Cloudy
2026-02-24,16:30,Tuesday,DMT-G025,Red Line,Shahdara,3,300,127,42.5,Low,0,0,Foggy
2026-01-05,17:20,Monday,DMT-R020,Green Line,Ashok Park Main,3,320,384,120.0,Overcrowded,1,0,Clear
2026-02-17,19:40,Tuesday,DMT-Y012,Red Line,Rithala,7,300,360,120.0,Overcrowded,1,0,Clear
2026-02-15,07:55,Sunday,DMT-B025,Red Line,Kohat Enclave,3,320,33,10.4,Low,0,1,Foggy
2026-01-06,05:40,Tuesday,DMT-G007,Green Line,Rajdhani Park,3,340,72,21.2,Low,0,0,Clear
2026-02-22,15:40,Sunday,DMT-G010,Red Line,Welcome,5,350,41,12.0,Low,0,1,Foggy
2026-02-28,18:10,Saturday,DMT-B006,Violet Line,Sarita Vihar,6,320,285,89.2,High,1,0,Clear
2026-01-14,07:05,Wednesday,DMT-V022,Blue Line,Noida Sector 16,2,340,252,74.2,Medium,0,0,Smoggy
2026-01-13,16:40,Tuesday,DMT-B021,Green Line,Peeragarhi,8,340,228,67.2,Medium,0,0,Foggy
2026-01-20,07:20,Tuesday,DMT-V004,Violet Line,Sarita Vihar,8,350,277,79.2,Medium,0,0,Clear
2026-02-21,12:00,Saturday,DMT-V004,Yellow Line,Vidhan Sabha,3,350,142,40.6,Low,0,0,Smoggy
2026-01-14,21:35,Wednesday,DMT-G015,Yellow Line,Jahangirpuri,7,350,65,18.9,Low,0,0,Smoggy
2026-01-30,14:30,Friday,DMT-Y009,Red Line,Rithala,1,350,64,18.4,Low,0,0,Foggy
2026-02-28,09:55,Saturday,DMT-Y014,Blue Line,Noida City Centre,7,340,290,85.5,High,1,0,Rainy
2026-02-08,11:25,Sunday,DMT-B018,Green Line,Mundka,1,320,46,14.5,Low,0,1,Foggy
2026-01-05,20:20,Monday,DMT-V013,Red Line,Rohini West,6,350,154,44.2,Low,0,0,Rainy
2026-02-19,14:15,Thursday,DMT-V025,Yellow Line,Qutab Minar,7,300,77,25.8,Low,0,0,Foggy
2026-02-20,16:50,Friday,DMT-Y023,Violet Line,Mohan Estate,8,340,150,44.3,Low,0,0,Foggy
2026-01-06,08:10,Tuesday,DMT-V006,Green Line,Kirti Nagar,7,350,288,82.5,High,1,0,Foggy
2026-01-18,14:10,Sunday,DMT-Y003,Violet Line,Delhi Gate,7,340,79,23.3,Low,0,1,Foggy
2026-02-28,14:10,Saturday,DMT-B016,Green Line,Madipur,3,340,101,29.8,Low,0,0,Foggy
2026-02-11,09:25,Wednesday,DMT-Y003,Violet Line,Neelam Chowk Ajronda,2,320,210,65.7,Medium,1,0,Cloudy
2026-02-15,21:55,Sunday,DMT-V001,Violet Line,Tughlakabad,4,340,81,23.9,Low,0,1,Clear
2026-02-14,18:40,Saturday,DMT-G018,Yellow Line,Vidhan Sabha,5,320,384,120.0,Overcrowded,1,0,Smoggy
2026-01-09,08:20,Friday,DMT-B020,Violet Line,Neelam Chowk Ajronda,4,300,283,94.6,High,1,0,Clear
2026-01-21,19:40,Wednesday,DMT-Y001,Green Line,Maharaja Surajmal Stadium,3,320,384,120.0,Overcrowded,1,0,Clear
2026-01-03,22:20,Saturday,DMT-V014,Blue Line,Ramesh Nagar,3,350,65,18.6,Low,0,0,Rainy
2026-02-10,18:35,Tuesday,DMT-V020,Violet Line,Delhi Gate,1,320,308,96.4,High,1,0,Foggy
2026-01-02,19:20,Friday,DMT-Y011,Violet Line,Moolchand,3,300,345,115.3,Overcrowded,1,0,Rainy
2026-02-19,17:05,Thursday,DMT-G019,Yellow Line,Vidhan Sabha,1,300,356,118.8,Overcrowded,1,0,Foggy
2026-02-14,12:30,Saturday,DMT-G024,Yellow Line,IFFCO Chowk,1,350,181,51.8,Medium,0,0,Clear
2026-02-03,09:55,Tuesday,DMT-R011,Yellow Line,Rohini Sector 18,6,320,177,55.5,Medium,1,0,Foggy
2026-02-26,22:20,Thursday,DMT-G012,Violet Line,Janpath,7,350,59,17.1,Low,0,1,Clear
2026-02-06,23:40,Friday,DMT-Y025,Green Line,Madipur,2,340,101,29.8,Low,0,0,Clear
2026-02-11,09:50,Wednesday,DMT-V004,Green Line,Ashok Park Main,6,350,322,92.0,High,1,0,Cloudy
2026-01-11,06:15,Sunday,DMT-V008,Red Line,Pitampura,2,350,65,18.8,Low,0,1,Foggy
2026-02-24,14:40,Tuesday,DMT-G024,Red Line,Rohini East,6,300,63,21.2,Low,0,0,Clear
2026-02-02,14:40,Monday,DMT-R011,Green Line,Punjabi Bagh,5,320,81,25.5,Low,0,0,Rainy
2026-01-04,08:45,Sunday,DMT-G002,Green Line,Peeragarhi,2,350,72,20.8,Low,1,1,Rainy
2026-02-05,21:35,Thursday,DMT-B001,Red Line,Kashmere Gate,6,320,69,21.6,Low,0,0,Foggy
2026-01-20,07:05,Tuesday,DMT-G022,Blue Line,Rajouri Garden,5,320,143,44.9,Low,0,0,Clear
2026-02-06,20:35,Friday,DMT-V010,Blue Line,Noida Sector 15,7,320,213,66.7,Medium,0,0,Foggy
2026-02-18,15:15,Wednesday,DMT-R013,Red Line,Shastri Nagar,3,350,86,24.8,Low,0,0,Foggy
2026-01-02,20:55,Friday,DMT-R009,Green Line,Madipur,5,340,130,38.3,Low,0,0,Rainy
2026-01-15,17:05,Thursday,DMT-V013,Green Line,Ashok Park Main,6,300,360,120.0,Overcrowded,1,0,Cloudy
2026-01-04,15:45,Sunday,DMT-R009,Blue Line,Pragati Maidan,1,350,37,10.6,Low,0,1,Foggy
2026-01-07,22:15,Wednesday,DMT-V008,Yellow Line,MG Road,3,320,58,18.4,Low,0,0,Clear
2026-02-16,10:35,Monday,DMT-Y013,Violet Line,Janpath,7,340,364,107.2,Overcrowded,1,0,Foggy
2026-01-22,17:35,Thursday,DMT-G008,Yellow Line,Hauz Khas,2,320,384,120.0,Overcrowded,1,0,Cloudy
2026-01-06,13:30,Tuesday,DMT-G005,Violet Line,Kalkaji Mandir,7,320,181,56.8,Medium,0,0,Foggy
2026-02-05,19:45,Thursday,DMT-G002,Green Line,Paschim Vihar East,2,340,318,93.6,High,1,0,Clear
2026-02-14,08:05,Saturday,DMT-B021,Yellow Line,Jahangirpuri,4,340,214,63.2,Medium,1,0,Foggy
2026-02-26,17:55,Thursday,DMT-R022,Red Line,Keshav Puram,3,320,79,24.7,Low,1,1,Foggy
2026-02-01,07:45,Sunday,DMT-V024,Yellow Line,Jor Bagh,6,300,55,18.4,Low,0,1,Foggy
2026-01-28,16:15,Wednesday,DMT-V009,Yellow Line,Jahangirpuri,1,300,150,50.1,Medium,0,0,Foggy
2026-01-08,13:25,Thursday,DMT-V001,Blue Line,Noida Sector 16,2,320,221,69.3,Medium,0,0,Rainy
2026-01-26,09:05,Monday,DMT-R005,Yellow Line,Ghitorni,6,300,45,15.3,Low,1,1,Clear
2026-01-01,15:05,Thursday,DMT-G013,Violet Line,Kashmere Gate,3,320,92,29.0,Low,0,0,Clear
2026-02-05,12:05,Thursday,DMT-B012,Green Line,Ashok Park Main,2,300,164,54.7,Medium,0,0,Clear
2026-01-12,12:20,Monday,DMT-R001,Violet Line,Raja Nahar Singh,8,340,89,26.5,Low,0,0,Cloudy
2026-02-21,22:20,Saturday,DMT-V024,Red Line,Tis Hazari,5,320,78,24.5,Low,0,0,Foggy
2026-01-16,18:55,Friday,DMT-R024,Green Line,Shivaji Park,7,300,360,120.0,Overcrowded,1,0,Rainy
2026-01-28,18:20,Wednesday,DMT-B008,Yellow Line,Sikanderpur,4,340,247,72.9,Medium,1,0,Smoggy
2026-02-05,14:40,Thursday,DMT-V020,Violet Line,Mewala Maharajpur,1,300,47,15.8,Low,0,0,Clear
2026-01-12,16:00,Monday,DMT-R011,Red Line,Shahdara,4,350,117,33.6,Low,0,0,Clear
2026-02-28,18:55,Saturday,DMT-Y011,Green Line,Ashok Park Main,5,300,341,114.0,Overcrowded,1,0,Clear
2026-01-09,07:55,Friday,DMT-Y016,Red Line,Rohini East,4,350,215,61.5,Medium,0,0,Clear
2026-01-11,07:20,Sunday,DMT-G024,Yellow Line,Haiderpur Badli Mor,8,300,69,23.3,Low,0,1,Smoggy
2026-02-08,23:15,Sunday,DMT-G006,Red Line,Pulbangash,3,320,48,15.1,Low,0,1,Foggy
2026-01-26,21:55,Monday,DMT-G004,Green Line,Punjabi Bagh,8,350,76,21.8,Low,0,1,Rainy
2026-02-03,12:30,Tuesday,DMT-Y005,Green Line,Mundka,8,320,105,33.0,Low,0,0,Cloudy
2026-01-24,13:10,Saturday,DMT-V015,Green Line,Mundka,7,320,204,63.9,Medium,0,0,Clear
2026-01-20,08:45,Tuesday,DMT-R020,Blue Line,Noida City Centre,5,300,360,120.0,Overcrowded,1,0,Foggy
2026-01-16,06:25,Friday,DMT-R005,Green Line,Udyog Nagar,8,300,47,16.0,Low,0,0,Smoggy
2026-02-23,23:00,Monday,DMT-Y019,Red Line,Rohini West,8,350,133,38.2,Low,0,0,Foggy
2026-01-27,06:50,Tuesday,DMT-G015,Red Line,Rohini West,6,300,61,20.4,Low,0,0,Foggy
2026-02-03,06:20,Tuesday,DMT-V006,Blue Line,Rajendra Place,2,320,47,14.7,Low,0,0,Foggy
2026-01-07,20:55,Wednesday,DMT-B005,Violet Line,Raja Nahar Singh,4,320,231,72.2,Medium,0,0,Clear
2026-01-17,06:15,Saturday,DMT-B022,Violet Line,Sarita Vihar,7,340,29,8.8,Low,0,0,Smoggy
2026-01-19,15:05,Monday,DMT-G001,Red Line,Shahdara,7,350,50,14.5,Low,0,0,Smoggy
2026-02-09,08:30,Monday,DMT-G021,Green Line,Shivaji Park,5,320,223,69.7,Medium,1,0,Foggy
2026-02-25,21:50,Wednesday,DMT-B021,Blue Line,Noida City Centre,5,350,35,10.2,Low,0,0,Clear
2026-01-12,17:00,Monday,DMT-G017,Blue Line,Rajouri Garden,8,320,276,86.5,High,1,0,Smoggy
2026-02-25,15:50,Wednesday,DMT-V025,Violet Line,Badkhal Mor,1,300,66,22.3,Low,0,0,Clear
2026-02-03,16:50,Tuesday,DMT-G007,Blue Line,Noida City Centre,8,300,120,40.1,Low,0,0,Clear
2026-01-05,19:45,Monday,DMT-B005,Yellow Line,Rohini Sector 18,7,300,171,57.0,Medium,1,0,Rainy
2026-02-16,09:25,Monday,DMT-G017,Green Line,Brigadier Hoshiar Singh,2,340,238,70.2,Medium,1,0,Clear
2026-01-06,11:50,Tuesday,DMT-Y003,Yellow Line,AIIMS,6,340,264,77.8,Medium,0,0,Clear
2026-02-21,13:00,Saturday,DMT-Y010,Yellow Line,Jor Bagh,6,300,145,48.4,Low,0,0,Smoggy
2026-01-07,12:30,Wednesday,DMT-G016,Blue Line,Pragati Maidan,7,350,211,60.4,Medium,0,0,Cloudy
2026-01-18,22:25,Sunday,DMT-V016,Red Line,Shastri Nagar,5,300,53,17.8,Low,0,1,Clear
2026-01-23,21:15,Friday,DMT-R002,Red Line,Rohini West,8,340,35,10.5,Low,0,0,Foggy
2026-01-08,08:10,Thursday,DMT-B014,Green Line,Brigadier Hoshiar Singh,3,300,360,120.0,Overcrowded,1,0,Foggy
2026-01-17,11:40,Saturday,DMT-B014,Red Line,Rohini East,6,350,204,58.4,Medium,0,0,Clear
2026-02-13,15:05,Friday,DMT-V012,Violet Line,Khan Market,7,320,74,23.3,Low,0,0,Smoggy
2026-02-25,21:40,Wednesday,DMT-Y007,Yellow Line,Saket,7,320,78,24.7,Low,0,0,Cloudy
2026-01-20,22:55,Tuesday,DMT-R008,Blue Line,Yamuna Bank,3,300,54,18.1,Low,0,0,Rainy
2026-01-24,07:00,Saturday,DMT-V001,Blue Line,Mandi House,4,300,151,50.5,Medium,0,0,Rainy
2026-02-22,11:55,Sunday,DMT-V004,Violet Line,Moolchand,6,320,54,17.0,Low,0,1,Foggy
2026-01-12,08:30,Monday,DMT-B023,Blue Line,Janakpuri West,2,340,408,120.0,Overcrowded,1,0,Clear
2026-01-09,10:10,Friday,DMT-R024,Violet Line,Neelam Chowk Ajronda,4,300,360,120.0,Overcrowded,1,0,Foggy
2026-02-20,11:25,Friday,DMT-G007,Yellow Line,New Delhi,8,300,129,43.2,Low,0,0,Foggy
2026-01-30,05:40,Friday,DMT-G019,Green Line,Nangloi Railway Station,4,320,46,14.4,Low,0,0,Foggy
2026-01-12,11:45,Monday,DMT-R002,Violet Line,Lal Quila,8,320,138,43.4,Low,0,0,Foggy
2026-01-07,17:45,Wednesday,DMT-B019,Yellow Line,New Delhi,7,340,398,117.2,Overcrowded,1,0,Clear
2026-01-20,21:20,Tuesday,DMT-Y014,Blue Line,Janakpuri West,6,350,57,16.4,Low,0,0,Cloudy
2026-02-06,06:20,Friday,DMT-V015,Blue Line,Kirti Nagar,5,320,42,13.4,Low,0,0,Cloudy
2026-02-27,08:30,Friday,DMT-Y020,Violet Line,JLN Stadium,3,350,409,116.9,Overcrowded,1,0,Rainy
2026-01-06,10:45,Tuesday,DMT-R023,Blue Line,Noida Sector 16,8,320,180,56.3,Medium,1,0,Clear
2026-02-25,12:20,Wednesday,DMT-R006,Green Line,Nangloi Railway Station,4,340,132,39.1,Low,0,0,Rainy
2026-01-21,21:25,Wednesday,DMT-G015,Red Line,Shahdara,2,340,40,11.8,Low,0,0,Clear
2026-02-22,11:40,Sunday,DMT-R017,Red Line,Welcome,1,340,69,20.4,Low,0,1,Smoggy
2026-01-19,15:55,Monday,DMT-V006,Yellow Line,Ghitorni,4,340,43,12.9,Low,0,0,Foggy
2026-02-01,10:05,Sunday,DMT-V010,Red Line,Rohini East,8,340,82,24.2,Low,1,1,Cloudy
2026-02-06,22:05,Friday,DMT-G010,Yellow Line,Kashmere Gate,3,320,36,11.6,Low,0,0,Clear
2026-01-02,15:40,Friday,DMT-G012,Red Line,Kohat Enclave,4,340,71,20.9,Low,0,0,Smoggy
2026-01-13,06:45,Tuesday,DMT-B024,Yellow Line,MG Road,2,340,41,12.3,Low,0,0,Cloudy
2026-02-24,18:25,Tuesday,DMT-Y018,Blue Line,Dwarka Sector 21,4,340,408,120.0,Overcrowded,1,0,Cloudy
