date,day,station,line,zone,daily_entries,daily_exits,total_footfall,is_interchange,is_holiday,avg_dwell_time_sec,weather
2026-01-28,Wednesday,Govindpuri,Violet Line,1,2128,1933,4061,0,0,25,Cloudy
2026-01-17,Saturday,Seelampur,Red Line,3,1701,1569,3270,0,0,28,Rainy
2026-01-28,Wednesday,HUDA City Centre,Yellow Line,1,4742,4514,9256,0,0,24,Clear
2026-01-31,Saturday,Bata Chowk,Violet Line,3,1513,1448,2961,0,0,18,Foggy
2026-02-25,Wednesday,Nangloi Railway Station,Green Line,1,2947,2769,5716,0,0,43,Cloudy
2026-02-08,Sunday,Satguru Ram Singh Marg,Green Line,3,413,393,806,0,1,36,Foggy
2026-01-31,Saturday,Jama Masjid,Violet Line,1,951,919,1870,0,0,32,Cloudy
2026-01-05,Monday,Pulbangash,Red Line,3,2575,2405,4980,0,0,37,Rainy
2026-02-09,Monday,Chawri Bazar,Yellow Line,3,3203,3042,6245,0,0,41,Smoggy
2026-01-08,Thursday,Tughlakabad,Violet Line,1,2238,2130,4368,0,0,34,Cloudy
2026-01-03,Saturday,Kanhaiya Nagar,Red Line,2,1097,1002,2099,0,0,16,Foggy
2026-01-08,Thursday,MG Road,Yellow Line,4,1644,1492,3136,0,0,31,Rainy
2026-01-16,Friday,Bata Chowk,Violet Line,3,1896,1812,3708,0,0,39,Rainy
2026-02-05,Thursday,Azadpur,Yellow Line,2,7288,7024,14312,0,0,23,Cloudy
2026-01-24,Saturday,Mundka,Green Line,2,1767,1676,3443,0,0,34,Foggy
2026-02-23,Monday,Uttam Nagar East,Blue Line,2,2004,1888,3892,0,0,25,Foggy
2026-01-28,Wednesday,Vidhan Sabha,Yellow Line,4,3252,3023,6275,0,0,23,Smoggy
2026-01-01,Thursday,Civil Lines,Yellow Line,1,1968,1830,3798,0,0,43,Rainy
2026-02-02,Monday,Kanhaiya Nagar,Red Line,4,2963,2867,5830,0,0,19,Cloudy
2026-01-04,Sunday,Seelampur,Red Line,3,749,702,1451,0,1,29,Clear
2026-01-22,Thursday,INA,Yellow Line,1,2959,2805,5764,0,0,19,Cloudy
2026-01-23,Friday,Janpath,Violet Line,3,1551,1447,2998,0,0,18,Clear
2026-01-05,Monday,Barakhamba Road,Blue Line,2,2665,2530,5195,0,0,24,Clear
2026-02-11,Wednesday,Peeragarhi,Green Line,2,3158,3089,6247,0,0,19,Clear
2026-01-21,Wednesday,HUDA City Centre,Yellow Line,3,7037,7023,14060,0,0,37,Cloudy
2026-02-07,Saturday,Udyog Bhawan,Yellow Line,2,1881,1731,3612,0,0,22,Foggy
2026-01-11,Sunday,Central Secretariat,Yellow Line,1,1744,1646,3390,1,1,44,Cloudy
2026-01-01,Thursday,New Delhi,Yellow Line,3,10349,10206,20555,0,0,24,Clear
2026-01-01,Thursday,Nangloi,Green Line,3,2744,2613,5357,0,0,21,Clear
2026-02-17,Tuesday,ITO,Violet Line,2,3132,2981,6113,0,0,32,Foggy
2026-02-03,Tuesday,Tis Hazari,Red Line,2,2613,2450,5063,0,0,16,Clear
2026-02-14,Saturday,Paschim Vihar East,Green Line,3,951,908,1859,0,0,16,Smoggy
2026-01-18,Sunday,Pitampura,Red Line,2,593,569,1162,0,1,35,Clear
2026-02-08,Sunday,Model Town,Yellow Line,4,460,462,922,0,1,19,Cloudy
2026-01-29,Thursday,Rohini Sector 18,Yellow Line,2,3380,3171,6551,0,0,30,Cloudy
2026-02-09,Monday,Barakhamba Road,Blue Line,2,3505,3270,6775,0,0,40,Foggy
2026-02-25,Wednesday,Mewala Maharajpur,Violet Line,1,2939,2914,5853,0,0,31,Clear
2026-01-19,Monday,Tughlakabad,Violet Line,3,2138,2063,4201,0,0,25,Clear
2026-02-12,Thursday,Mewala Maharajpur,Violet Line,2,3364,3058,6422,0,0,33,Foggy
2026-01-24,Saturday,Tughlakabad,Violet Line,2,929,893,1822,0,0,40,Smoggy
2026-01-29,Thursday,Karol Bagh,Blue Line,3,6462,6226,12688,0,0,36,Cloudy
2026-01-25,Sunday,Patel Chowk,Yellow Line,3,612,602,1214,0,1,37,Smoggy
2026-02-13,Friday,Inderlok,Red Line,3,3545,3468,7013,0,0,22,Cloudy
2026-02-21,Saturday,Netaji Subhash Place,Red Line,3,1486,1495,2981,0,0,24,Smoggy
2026-01-25,Sunday,Peeragarhi,Green Line,1,548,517,1065,0,1,26,Clear
2026-02-12,Thursday,Rajiv Chowk,Blue Line,2,7955,7427,15382,1,0,31,Rainy
2026-02-21,Saturday,Noida Sector 16,Blue Line,2,1380,1297,2677,0,0,37,Foggy
2026-01-24,Saturday,Nangloi Railway Station,Green Line,4,829,780,1609,0,0,19,Cloudy
2026-01-21,Wednesday,Kohat Enclave,Red Line,3,2777,2583,5360,0,0,24,Foggy
2026-01-13,Tuesday,Rajdhani Park,Green Line,2,3280,3096,6376,0,0,20,Cloudy
2026-02-24,Tuesday,Sikanderpur,Yellow Line,3,4633,4224,8857,0,0,21,Clear
2026-02-24,Tuesday,Sikanderpur,Yellow Line,2,4659,4380,9039,0,0,20,Smoggy
2026-02-06,Friday,Green Park,Yellow Line,2,3098,3067,6165,0,0,18,Foggy
2026-01-14,Wednesday,Tughlakabad,Violet Line,4,2880,2775,5655,0,0,33,Foggy
2026-01-11,Sunday,Badarpur Border,Violet Line,2,447,450,897,0,1,18,Clear
2026-01-03,Saturday,Vishwavidyalaya,Yellow Line,3,3246,3080,6326,0,0,26,Clear
2026-02-24,Tuesday,Dwarka Sector 21,Blue Line,3,4645,4367,9012,0,0,35,Foggy
2026-02-10,Tuesday,Jama Masjid,Violet Line,3,3308,3296,6604,0,0,24,Clear
2026-01-31,Saturday,Noida Sector 15,Blue Line,3,1067,1042,2109,0,0,16,Foggy
2026-02-02,Monday,Green Park,Yellow Line,1,1818,1758,3576,0,0,24,Clear
2026-01-17,Saturday,Lajpat Nagar,Violet Line,4,2630,2470,5100,0,0,36,Foggy
2026-01-24,Saturday,Noida City Centre,Blue Line,2,2903,2686,5589,0,0,35,Clear
2026-02-24,Tuesday,Shahdara,Red Line,3,3246,3070,6316,0,0,31,Rainy
2026-01-26,Monday,Raja Nahar Singh,Violet Line,2,725,696,1421,0,1,38,Cloudy
2026-01-21,Wednesday,Tis Hazari,Red Line,3,2778,2648,5426,0,0,26,Foggy
2026-02-01,Sunday,Karol Bagh,Blue Line,1,1685,1653,3338,0,1,21,Foggy
2026-01-17,Saturday,Kirti Nagar,Blue Line,2,1348,1267,2615,1,0,25,Clear
2026-02-20,Friday,Chawri Bazar,Yellow Line,4,3576,3330,6906,0,0,17,Foggy
2026-02-26,Thursday,Jama Masjid,Violet Line,2,748,707,1455,0,1,18,Clear
2026-02-14,Saturday,NHPC Chowk,Violet Line,2,972,990,1962,0,0,37,Cloudy
2026-01-18,Sunday,Qutab Minar,Yellow Line,3,888,854,1742,0,1,36,Foggy
2026-02-01,Sunday,MG Road,Yellow Line,4,854,773,1627,0,1,41,Clear
2026-01-16,Friday,Indraprastha,Blue Line,1,3128,3037,6165,0,0,42,Cloudy
2026-01-03,Saturday,Malviya Nagar,Yellow Line,2,926,885,1811,0,0,21,Clear
2026-02-18,Wednesday,Govindpuri,Violet Line,1,3302,3352,6654,0,0,36,Foggy
2026-01-23,Friday,Badarpur Border,Violet Line,1,1992,1808,3800,0,0,36,Foggy
2026-01-23,Friday,Neelam Chowk Ajronda,Violet Line,2,1805,1627,3432,0,0,21,Clear
2026-01-02,Friday,Pitampura,Red Line,1,3369,3238,6607,0,0,41,Rainy
2026-02-10,Tuesday,Sarita Vihar,Violet Line,2,3286,3267,6553,0,0,21,Foggy
2026-01-03,Saturday,Raja Nahar Singh,Violet Line,2,1689,1636,3325,0,0,21,Smoggy
2026-02-13,Friday,Lal Quila,Violet Line,3,2457,2456,4913,0,0,16,Clear
2026-01-10,Saturday,Mohan Estate,Violet Line,1,1664,1589,3253,0,0,16,Foggy
2026-01-29,Thursday,Jangpura,Violet Line,1,2736,2667,5403,0,0,26,Clear
2026-02-07,Saturday,Patel Chowk,Yellow Line,2,1469,1470,2939,0,0,26,Foggy
2026-01-13,Tuesday,Chandni Chowk,Yellow Line,2,8372,7979,16351,0,0,19,Rainy
2026-02-18,Wednesday,Welcome,Red Line,3,3343,3098,6441,0,0,38,Clear
2026-02-21,Saturday,Punjabi Bagh,Green Line,2,1399,1323,2722,0,0,16,Clear
2026-01-06,Tuesday,Rohini Sector 18,Yellow Line,2,2925,2800,5725,0,0,19,Foggy
2026-02-15,Sunday,INA,Yellow Line,2,410,393,803,0,1,34,Clear
2026-01-06,Tuesday,Shahdara,Red Line,1,2168,1994,4162,0,0,17,Foggy
2026-01-07,Wednesday,Arjan Garh,Yellow Line,1,1827,1744,3571,0,0,39,Clear
2026-02-18,Wednesday,Patel Chowk,Yellow Line,1,2861,2686,5547,0,0,36,Foggy
2026-02-04,Wednesday,Paschim Vihar East,Green Line,2,3147,2795,5942,0,0,30,Cloudy
2026-02-15,Sunday,Adarsh Nagar,Yellow Line,4,566,528,1094,0,1,25,Clear
2026-01-14,Wednesday,Shastri Nagar,Red Line,3,3053,2952,6005,0,0,32,Foggy
2026-01-21,Wednesday,Karol Bagh,Blue Line,2,6091,5459,11550,0,0,30,Clear
2026-01-20,Tuesday,Rohini West,Red Line,3,2986,2835,5821,0,0,31,Foggy
2026-01-07,Wednesday,Malviya Nagar,Yellow Line,1,2522,2401,4923,0,0,41,Foggy
2026-02-20,Friday,Badarpur Border,Violet Line,3,1729,1627,3356,0,0,42,Foggy
2026-01-08,Thursday,Arjan Garh,Yellow Line,1,1713,1622,3335,0,0,15,Cloudy
2026-02-13,Friday,Old Faridabad,Violet Line,3,1818,1730,3548,0,0,22,Foggy
2026-02-28,Saturday,Netaji Subhash Place,Red Line,3,1199,1098,2297,0,0,18,Clear
2026-01-16,Friday,HUDA City Centre,Yellow Line,2,6187,5958,12145,0,0,28,Foggy
2026-01-29,Thursday,Dwarka Sector 21,Blue Line,1,6434,6096,12530,0,0,43,Smoggy
2026-01-11,Sunday,Inderlok,Red Line,3,638,614,1252,0,1,22,Foggy
2026-01-31,Saturday,Civil Lines,Yellow Line,1,1266,1237,2503,0,0,38,Foggy
2026-01-24,Saturday,Inderlok,Red Line,3,863,760,1623,0,0,39,Foggy
2026-02-08,Sunday,Vidhan Sabha,Yellow Line,2,679,572,1251,0,1,19,Clear
2026-02-05,Thursday,Shastri Park,Red Line,1,2329,2181,4510,0,0,35,Smoggy
2026-01-21,Wednesday,Malviya Nagar,Yellow Line,1,3242,3124,6366,0,0,42,Foggy
2026-01-07,Wednesday,Pragati Maidan,Blue Line,4,2644,2559,5203,0,0,16,Foggy
2026-01-21,Wednesday,Guru Dronacharya,Yellow Line,4,3264,3172,6436,0,0,40,Foggy
2026-02-21,Saturday,Raja Nahar Singh,Violet Line,2,1681,1540,3221,0,0,41,Smoggy
2026-02-27,Friday,Adarsh Nagar,Yellow Line,1,2300,2195,4495,0,0,25,Clear
2026-02-04,Wednesday,Delhi Gate,Violet Line,4,1744,1668,3412,0,0,30,Clear
2026-02-24,Tuesday,Maharaja Surajmal Stadium,Green Line,1,2888,2827,5715,0,0,25,Cloudy
2026-01-03,Saturday,Race Course,Yellow Line,3,1148,1085,2233,0,0,19,Foggy
2026-02-01,Sunday,Dwarka Sector 21,Blue Line,3,1193,1087,2280,0,1,31,Smoggy
2026-02-01,Sunday,Khan Market,Violet Line,3,926,840,1766,0,1,31,Foggy
2026-01-27,Tuesday,Ashok Park Main,Green Line,1,3149,3109,6258,0,0,29,Cloudy
2026-01-07,Wednesday,Dwarka Sector 8,Blue Line,2,3063,2994,6057,0,0,42,Rainy
2026-02-27,Friday,NHPC Chowk,Violet Line,2,2734,2609,5343,0,0,38,Rainy
2026-01-14,Wednesday,Jasola Apollo,Violet Line,1,3165,2942,6107,0,0,28,Clear
2026-02-13,Friday,Hauz Khas,Yellow Line,3,8861,7968,16829,0,0,36,Clear
2026-02-19,Thursday,Seelampur,Red Line,3,1863,1769,3632,0,0,22,Smoggy
2026-02-11,Wednesday,Pitampura,Red Line,2,1786,1649,3435,0,0,26,Foggy
2026-01-19,Monday,Rohini West,Red Line,3,1663,1502,3165,0,0,42,Smoggy
2026-02-14,Saturday,Old Faridabad,Violet Line,3,1241,1193,2434,0,0,16,Foggy
2026-01-22,Thursday,Ghitorni,Yellow Line,3,3510,3350,6860,0,0,24,Foggy
2026-02-24,Tuesday,Satguru Ram Singh Marg,Green Line,1,2164,2119,4283,0,0,29,Cloudy
2026-01-11,Sunday,Rithala,Red Line,1,611,575,1186,0,1,23,Cloudy
2026-01-29,Thursday,Race Course,Yellow Line,3,1633,1503,3136,0,0,31,Cloudy
2026-02-05,Thursday,Brigadier Hoshiar Singh,Green Line,2,3223,3091,6314,0,0,38,Cloudy
2026-01-16,Friday,Neelam Chowk Ajronda,Violet Line,2,2462,2346,4808,0,0,32,Foggy
2026-02-20,Friday,Malviya Nagar,Yellow Line,4,1510,1453,2963,0,0,20,Clear
2026-01-07,Wednesday,Lal Quila,Violet Line,4,1638,1601,3239,0,0,36,Clear
2026-02-12,Thursday,Saket,Yellow Line,4,1867,1801,3668,0,0,17,Clear
2026-02-02,Monday,Rohini Sector 18,Yellow Line,4,1917,1854,3771,0,0,43,Clear
2026-01-31,Saturday,Uttam Nagar East,Blue Line,1,1783,1739,3522,0,0,31,Foggy
2026-01-27,Tuesday,Jama Masjid,Violet Line,1,3711,3379,7090,0,0,30,Foggy
2026-02-13,Friday,Chawri Bazar,Yellow Line,1,2112,2059,4171,0,0,20,Cloudy
2026-02-12,Thursday,Jangpura,Violet Line,4,2355,2251,4606,0,0,35,Foggy
2026-02-06,Friday,New Delhi,Yellow Line,1,10830,10063,20893,0,0,38,Cloudy
2026-01-05,Monday,Sarita Vihar,Violet Line,4,2548,2405,4953,0,0,44,Clear
2026-01-01,Thursday,Rohini East,Red Line,2,2292,2235,4527,0,0,18,Clear
2026-01-21,Wednesday,Dilshad Garden,Red Line,1,4811,4796,9607,0,0,43,Rainy
2026-02-07,Saturday,Raja Nahar Singh,Violet Line,1,1224,1120,2344,0,0,37,Smoggy
2026-01-23,Friday,Nehru Place,Violet Line,1,6572,6290,12862,0,0,17,Smoggy
2026-01-12,Monday,Dwarka,Blue Line,3,2258,2155,4413,0,0,15,Clear
2026-02-12,Thursday,Pratap Nagar,Red Line,4,1523,1420,2943,0,0,25,Foggy
2026-01-22,Thursday,Raja Nahar Singh,Violet Line,1,3153,2939,6092,0,0,27,Smoggy
2026-01-16,Friday,Punjabi Bagh,Green Line,3,2407,2221,4628,0,0,41,Rainy
2026-02-20,Friday,IFFCO Chowk,Yellow Line,2,3179,3021,6200,0,0,15,Clear
2026-02-15,Sunday,Punjabi Bagh,Green Line,4,748,775,1523,0,1,15,Foggy
2026-01-02,Friday,Bata Chowk,Violet Line,3,2754,2657,5411,0,0,38,Rainy
2026-01-18,Sunday,Badkhal Mor,Violet Line,2,650,648,1298,0,1,27,Foggy
2026-02-07,Saturday,Paschim Vihar West,Green Line,2,883,861,1744,0,0,18,Cloudy
2026-01-04,Sunday,Welcome,Red Line,1,794,720,1514,0,1,41,Cloudy
2026-01-16,Friday,Arjan Garh,Yellow Line,2,1889,1784,3673,0,0,44,Foggy
2026-01-28,Wednesday,Malviya Nagar,Yellow Line,1,2037,1907,3944,0,0,30,Smoggy
2026-02-08,Sunday,Rajdhani Park,Green Line,1,558,507,1065,0,1,44,Foggy
2026-01-08,Thursday,Moolchand,Violet Line,4,1665,1538,3203,0,0,23,Foggy
2026-01-06,Tuesday,Rajdhani Park,Green Line,3,2782,2619,5401,0,0,17,Clear
2026-02-24,Tuesday,Pulbangash,Red Line,1,1508,1467,2975,0,0,40,Foggy
2026-02-09,Monday,Udyog Nagar,Green Line,4,2879,2817,5696,0,0,17,Cloudy
2026-01-05,Monday,Hauz Khas,Yellow Line,3,8379,8020,16399,0,0,38,Smoggy
2026-02-14,Saturday,Govindpuri,Violet Line,2,1025,1015,2040,0,0,18,Cloudy
2026-01-06,Tuesday,Moti Nagar,Blue Line,2,2937,2812,5749,0,0,35,Foggy
2026-01-25,Sunday,ITO,Violet Line,2,675,611,1286,0,1,39,Clear
2026-02-06,Friday,Indraprastha,Blue Line,3,1851,1687,3538,0,0,42,Foggy
2026-02-10,Tuesday,Kirti Nagar,Blue Line,1,2046,2165,4211,1,0,24,Foggy
2026-01-25,Sunday,NHPC Chowk,Violet Line,1,912,826,1738,0,1,34,Clear
2026-02-11,Wednesday,Sarai,Violet Line,3,3174,2981,6155,0,0,23,Clear
2026-02-08,Sunday,Neelam Chowk Ajronda,Violet Line,1,415,396,811,0,1,21,Foggy
2026-01-27,Tuesday,Pragati Maidan,Blue Line,4,2363,2189,4552,0,0,16,Foggy
2026-02-09,Monday,HUDA City Centre,Yellow Line,4,4798,4522,9320,0,0,38,Clear
2026-02-05,Thursday,Noida Sector 16,Blue Line,1,2437,2282,4719,0,0,24,Clear
2026-01-16,Friday,IFFCO Chowk,Yellow Line,3,2883,2750,5633,0,0,34,Clear
2026-01-24,Saturday,Malviya Nagar,Yellow Line,1,1293,1269,2562,0,0,35,Foggy
2026-01-24,Saturday,AIIMS,Yellow Line,4,922,868,1790,0,0,23,Cloudy
2026-01-17,Saturday,Brigadier Hoshiar Singh,Green Line,1,1662,1532,3194,0,0,44,Cloudy
2026-01-06,Tuesday,Janpath,Violet Line,1,2473,2339,4812,0,0,40,Foggy
2026-01-17,Saturday,Malviya Nagar,Yellow Line,3,1333,1220,2553,0,0,43,Cloudy
2026-01-08,Thursday,Vidhan Sabha,Yellow Line,2,3377,3207,6584,0,0,23,Foggy
2026-01-10,Saturday,Ashok Park Main,Green Line,1,999,922,1921,0,0,22,Clear
2026-01-03,Saturday,NHPC Chowk,Violet Line,3,1353,1302,2655,0,0,40,Clear
2026-01-23,Friday,Kashmere Gate,Yellow Line,3,11143,10677,21820,1,0,32,Rainy
2026-01-14,Wednesday,Kalkaji Mandir,Violet Line,2,2740,2729,5469,0,0,31,Foggy
2026-02-02,Monday,Chawri Bazar,Yellow Line,1,3471,3196,6667,0,0,26,Smoggy
2026-02-12,Thursday,Race Course,Yellow Line,1,2268,2068,4336,0,0,29,Foggy
2026-01-15,Thursday,AIIMS,Yellow Line,2,1945,1881,3826,0,0,33,Smoggy
2026-01-19,Monday,Rajouri Garden,Blue Line,4,7479,7057,14536,0,0,16,Clear
2026-01-24,Saturday,Barakhamba Road,Blue Line,2,1480,1358,2838,0,0,22,Cloudy
2026-01-30,Friday,Harkesh Nagar Okhla,Violet Line,2,2130,2001,4131,0,0,25,Rainy
2026-01-31,Saturday,Peeragarhi,Green Line,2,1623,1528,3151,0,0,44,Smoggy
2026-02-21,Saturday,Samaypur Badli,Yellow Line,2,1445,1388,2833,0,0,21,Cloudy
2026-01-07,Wednesday,Punjabi Bagh,Green Line,1,3498,3225,6723,0,0,20,Rainy
2026-01-07,Wednesday,Haiderpur Badli Mor,Yellow Line,4,2758,2629,5387,0,0,29,Foggy
2026-01-19,Monday,Brigadier Hoshiar Singh,Green Line,2,2296,2181,4477,0,0,26,Clear
2026-01-23,Friday,Chawri Bazar,Yellow Line,3,3396,3132,6528,0,0,29,Cloudy
2026-02-18,Wednesday,Kailash Colony,Violet Line,2,2617,2509,5126,0,0,41,Clear
2026-02-06,Friday,Malviya Nagar,Yellow Line,3,1716,1594,3310,0,0,22,Clear
2026-01-28,Wednesday,Khan Market,Violet Line,1,2360,2172,4532,0,0,38,Smoggy
2026-02-22,Sunday,Pragati Maidan,Blue Line,2,657,632,1289,0,1,34,Cloudy
2026-01-24,Saturday,Rohini Sector 18,Yellow Line,1,759,715,1474,0,0,35,Foggy
2026-02-06,Friday,Udyog Bhawan,Yellow Line,1,2210,2026,4236,0,0,26,Cloudy
2026-02-24,Tuesday,Raja Nahar Singh,Violet Line,3,2628,2455,5083,0,0,34,Clear
2026-01-26,Monday,Mewala Maharajpur,Violet Line,3,957,910,1867,0,1,30,Foggy
2026-01-08,Thursday,Vidhan Sabha,Yellow Line,2,1692,1635,3327,0,0,28,Cloudy
2026-02-10,Tuesday,Moti Nagar,Blue Line,2,2063,1914,3977,0,0,35,Foggy
2026-01-24,Saturday,Noida City Centre,Blue Line,2,2991,2969,5960,0,0,28,Clear
2026-02-17,Tuesday,Vidhan Sabha,Yellow Line,2,2621,2389,5010,0,0,33,Smoggy
2026-02-12,Thursday,Keshav Puram,Red Line,1,1852,1786,3638,0,0,19,Cloudy
2026-02-06,Friday,Jahangirpuri,Yellow Line,3,1812,1723,3535,0,0,32,Foggy
2026-02-23,Monday,Escorts Mujesar,Violet Line,3,1815,1663,3478,0,0,26,Foggy
2026-02-10,Tuesday,Rajdhani Park,Green Line,1,1567,1513,3080,0,0,31,Clear
2026-02-20,Friday,Lajpat Nagar,Violet Line,3,5940,5764,11704,0,0,44,Foggy
2026-01-07,Wednesday,Welcome,Red Line,2,2636,2663,5299,0,0,38,Foggy
2026-02-16,Monday,Inderlok,Red Line,2,2108,2012,4120,0,0,30,Clear
2026-01-19,Monday,Vidhan Sabha,Yellow Line,2,2373,2361,4734,0,0,30,Foggy
2026-02-11,Wednesday,Shivaji Park,Green Line,1,3314,3141,6455,0,0,26,Clear
2026-01-02,Friday,Dwarka,Blue Line,2,3536,3420,6956,0,0,26,Foggy
2026-02-07,Saturday,Vidhan Sabha,Yellow Line,1,825,782,1607,0,0,28,Clear
2026-02-09,Monday,Sikanderpur,Yellow Line,4,7238,6887,14125,0,0,27,Clear
2026-01-11,Sunday,Lal Quila,Violet Line,3,397,411,808,0,1,28,Foggy
2026-01-31,Saturday,Vidhan Sabha,Yellow Line,1,1198,1181,2379,0,0,29,Cloudy
2026-02-25,Wednesday,Netaji Subhash Place,Red Line,2,1853,1762,3615,0,0,23,Foggy
2026-02-07,Saturday,Sector 28,Violet Line,2,1515,1452,2967,0,0,25,Cloudy
2026-01-06,Tuesday,Kohat Enclave,Red Line,3,3193,3057,6250,0,0,29,Rainy
2026-02-20,Friday,Ghitorni,Yellow Line,3,2174,1975,4149,0,0,22,Cloudy
2026-02-19,Thursday,Sarita Vihar,Violet Line,4,2403,2275,4678,0,0,16,Cloudy
2026-01-26,Monday,Govindpuri,Violet Line,1,649,606,1255,0,1,22,Clear
2026-01-29,Thursday,Shivaji Park,Green Line,4,2590,2477,5067,0,0,16,Cloudy
2026-02-12,Thursday,Bata Chowk,Violet Line,2,3428,3149,6577,0,0,36,Foggy
2026-02-14,Saturday,Kashmere Gate,Yellow Line,2,6101,5393,11494,1,0,27,Clear
2026-01-10,Saturday,Nangloi,Green Line,3,1240,1206,2446,0,0,16,Foggy
2026-02-08,Sunday,Model Town,Yellow Line,1,925,844,1769,0,1,24,Clear
2026-02-05,Thursday,Green Park,Yellow Line,2,2920,2800,5720,0,0,16,Foggy
2026-02-09,Monday,Jahangirpuri,Yellow Line,2,1552,1527,3079,0,0,16,Smoggy
2026-01-27,Tuesday,Badarpur Border,Violet Line,4,1847,1702,3549,0,0,24,Clear
2026-02-02,Monday,Dwarka,Blue Line,1,2774,2595,5369,0,0,32,Foggy
2026-01-04,Sunday,Azadpur,Yellow Line,3,1653,1516,3169,0,1,34,Clear
2026-02-02,Monday,Yamuna Bank,Blue Line,2,4923,4368,9291,0,0,43,Rainy
2026-01-18,Sunday,Ghitorni,Yellow Line,2,571,568,1139,0,1,32,Foggy
2026-01-23,Friday,Udyog Nagar,Green Line,4,2888,2916,5804,0,0,30,Clear
2026-01-08,Thursday,Brigadier Hoshiar Singh,Green Line,3,2400,2300,4700,0,0,31,Clear
2026-01-09,Friday,Tughlakabad,Violet Line,3,3339,3232,6571,0,0,33,Smoggy
2026-02-25,Wednesday,Rithala,Red Line,2,1631,1541,3172,0,0,39,Clear
2026-01-25,Sunday,Sikanderpur,Yellow Line,2,1823,1768,3591,0,1,24,Rainy
2026-01-07,Wednesday,Brigadier Hoshiar Singh,Green Line,1,2738,2528,5266,0,0,25,Clear
2026-01-23,Friday,Indraprastha,Blue Line,1,1833,1757,3590,0,0,42,Clear
2026-01-17,Saturday,Satguru Ram Singh Marg,Green Line,1,1649,1578,3227,0,0,40,Foggy
2026-01-28,Wednesday,Moolchand,Violet Line,4,2044,2074,4118,0,0,15,Clear
2026-01-01,Thursday,Race Course,Yellow Line,2,3492,3309,6801,0,0,30,Clear
2026-02-11,Wednesday,Rajouri Garden,Blue Line,3,4731,4410,9141,0,0,38,Clear
2026-01-12,Monday,Mandi House,Blue Line,1,5157,4976,10133,1,0,27,Foggy
2026-02-07,Saturday,Raja Nahar Singh,Violet Line,4,1596,1445,3041,0,0,27,Foggy
2026-02-09,Monday,Sikanderpur,Yellow Line,2,5822,5774,11596,0,0,41,Cloudy
2026-02-26,Thursday,JLN Stadium,Violet Line,1,639,636,1275,0,1,41,Rainy
2026-02-09,Monday,Qutab Minar,Yellow Line,1,3394,3295,6689,0,0,41,Foggy
2026-02-17,Tuesday,Rohini East,Red Line,1,1924,1852,3776,0,0,35,Foggy
2026-02-13,Friday,Sultanpur,Yellow Line,4,2136,2046,4182,0,0,23,Rainy
2026-01-17,Saturday,Shastri Park,Red Line,2,1805,1602,3407,0,0,16,Smoggy
2026-02-26,Thursday,Old Faridabad,Violet Line,3,405,367,772,0,1,25,Smoggy
2026-02-05,Thursday,AIIMS,Yellow Line,4,1863,1783,3646,0,0,34,Clear
2026-01-22,Thursday,Rithala,Red Line,3,3081,2878,5959,0,0,38,Clear
2026-01-28,Wednesday,Govindpuri,Violet Line,1,2595,2495,5090,0,0,32,Foggy
2026-01-18,Sunday,Keshav Puram,Red Line,2,451,421,872,0,1,26,Clear
2026-02-11,Wednesday,New Delhi,Yellow Line,1,11670,11283,22953,0,0,27,Clear
2026-02-22,Sunday,Azadpur,Yellow Line,3,1223,1162,2385,0,1,38,Foggy
2026-01-25,Sunday,Harkesh Nagar Okhla,Violet Line,1,887,860,1747,0,1,25,Foggy
2026-02-01,Sunday,Neelam Chowk Ajronda,Violet Line,4,605,559,1164,0,1,41,Clear
2026-02-24,Tuesday,Rohini Sector 18,Yellow Line,2,2327,2133,4460,0,0,36,Cloudy
2026-02-20,Friday,AIIMS,Yellow Line,2,2964,2744,5708,0,0,28,Foggy
2026-01-15,Thursday,Kanhaiya Nagar,Red Line,3,1667,1555,3222,0,0,23,Cloudy
2026-02-27,Friday,Moti Nagar,Blue Line,1,1999,1899,3898,0,0,38,Foggy
2026-01-15,Thursday,Sikanderpur,Yellow Line,1,4988,4755,9743,0,0,38,Clear
2026-02-24,Tuesday,Shastri Park,Red Line,1,3251,3133,6384,0,0,18,Foggy
2026-02-15,Sunday,Pitampura,Red Line,1,801,733,1534,0,1,28,Cloudy
2026-01-04,Sunday,Escorts Mujesar,Violet Line,4,958,897,1855,0,1,28,Rainy
2026-01-23,Friday,Seelampur,Red Line,2,2651,2580,5231,0,0,34,Foggy
2026-01-20,Tuesday,Sector 28,Violet Line,1,1812,1720,3532,0,0,33,Cloudy
2026-01-11,Sunday,Sector 28,Violet Line,2,544,521,1065,0,1,34,Foggy
2026-02-13,Friday,Rithala,Red Line,2,3227,3175,6402,0,0,39,Smoggy
2026-01-01,Thursday,Mohan Estate,Violet Line,3,3236,2983,6219,0,0,37,Clear
2026-02-15,Sunday,New Delhi,Yellow Line,4,2816,2679,5495,0,1,26,Cloudy
2026-01-13,Tuesday,Jangpura,Violet Line,1,3198,3184,6382,0,0,42,Cloudy
2026-01-14,Wednesday,Barakhamba Road,Blue Line,4,3540,3365,6905,0,0,35,Clear
2026-01-19,Monday,Shivaji Park,Green Line,3,1539,1497,3036,0,0,17,Smoggy
2026-02-07,Saturday,Race Course,Yellow Line,1,1707,1615,3322,0,0,35,Foggy
