date,day,line,total_trips,total_passengers,avg_speed_kmph,distance_km,energy_consumption_kwh,on_time_percent,revenue_inr,operational_cost_inr,is_holiday,weather
2026-02-08,Sunday,Blue Line,190,40090,30.4,56.6,41629.28,90.8,729196.58,1515247.29,1,Clear
2026-02-23,Monday,Yellow Line,358,119930,34.2,49.3,86272.46,86.4,2611000.23,3286215.08,0,Clear
2026-01-21,Wednesday,Green Line,307,133545,34.9,29.6,55283.71,93.7,3653513.78,3584151.46,0,Foggy
2026-01-26,Monday,Violet Line,76,29108,35.0,46.6,17893.67,94.3,603053.21,678379.33,1,Smoggy
2026-02-21,Saturday,Yellow Line,347,121103,42.8,49.3,72330.91,80.6,2422881.09,3298288.1,0,Foggy
2026-02-14,Saturday,Green Line,333,137196,40.6,29.6,60350.56,75.8,3594150.83,3946287.9,0,Foggy
2026-02-15,Sunday,Red Line,63,22869,41.9,25.1,11948.83,93.4,628293.21,724675.89,1,Clear
2026-01-05,Monday,Green Line,124,46004,32.9,29.6,29589.79,75.1,1100106.72,1159501.09,0,Foggy
2026-01-17,Saturday,Green Line,235,55695,42.7,29.6,61082.77,89.5,1319446.51,1556146.91,0,Foggy
2026-01-04,Sunday,Green Line,163,44336,38.6,29.6,42661.79,75.4,1059307.91,1822775.88,1,Foggy
2026-01-30,Friday,Blue Line,239,106355,42.2,56.6,58106.52,93.9,1954327.33,1620883.51,0,Clear
2026-02-01,Sunday,Blue Line,193,57321,33.8,56.6,29688.32,82.9,1425142.47,1513450.15,1,Rainy
2026-01-23,Friday,Yellow Line,265,75525,33.8,49.3,62591.12,96.8,1365582.52,1691360.87,0,Clear
2026-02-13,Friday,Red Line,233,54755,33.9,25.1,46130.06,88.4,1426982.52,2446153.51,0,Rainy
2026-01-01,Thursday,Red Line,353,78719,35.3,25.1,88603.73,81.1,1513931.74,2769967.23,0,Clear
2026-02-25,Wednesday,Red Line,202,62620,39.2,25.1,36006.3,97.5,1634230.43,2086135.23,0,Clear
2026-02-02,Monday,Yellow Line,348,101964,37.7,49.3,73096.57,78.5,2175563.12,3282927.09,0,Clear
2026-01-17,Saturday,Violet Line,319,133980,31.5,46.6,48781.37,87.5,3288267.05,1607665.9,0,Smoggy
2026-02-22,Sunday,Violet Line,122,41114,38.7,46.6,28435.04,77.3,1099410.32,1126836.43,1,Foggy
2026-01-27,Tuesday,Red Line,144,58032,36.5,25.1,31833.57,77.4,1070263.12,1065250.53,0,Foggy
2026-01-14,Wednesday,Blue Line,154,57904,40.6,56.6,32638.22,90.1,1237809.17,1049097.24,0,Foggy
2026-02-21,Saturday,Yellow Line,273,95004,44.4,49.3,42358.2,95.0,1747484.05,1859694.2,0,Rainy
2026-01-08,Thursday,Yellow Line,158,59250,41.9,49.3,36671.52,86.1,1556138.59,1144217.75,0,Foggy
2026-02-07,Saturday,Violet Line,353,150025,44.3,46.6,59213.6,93.6,4026625.95,3597943.39,0,Clear
2026-01-31,Saturday,Green Line,282,100956,32.2,29.6,62409.03,81.8,2760230.81,3324014.15,0,Smoggy
2026-02-09,Monday,Yellow Line,279,76167,43.3,49.3,63987.93,86.9,1891810.65,1729906.25,0,Foggy
2026-01-19,Monday,Blue Line,162,46656,42.4,56.6,43900.88,87.0,1141572.76,1070477.95,0,Rainy
2026-01-17,Saturday,Red Line,225,95850,40.6,25.1,54886.3,81.0,1739794.7,2128180.53,0,Foggy
2026-02-25,Wednesday,Blue Line,262,88294,43.3,56.6,61877.77,79.6,1948216.58,1613482.4,0,Clear
2026-01-08,Thursday,Yellow Line,370,156140,35.1,49.3,102212.76,79.5,3366430.15,2372545.63,0,Cloudy
2026-02-14,Saturday,Green Line,355,102240,39.4,29.6,62790.63,80.1,2064729.28,1852647.67,0,Cloudy
2026-02-11,Wednesday,Green Line,167,66800,35.5,29.6,35631.21,96.2,1617897.97,1622830.85,0,Foggy
2026-02-26,Thursday,Green Line,93,22413,37.9,29.6,24417.54,87.2,403548.07,646466.26,1,Cloudy
2026-02-07,Saturday,Red Line,180,41940,39.0,25.1,39626.43,90.8,1112390.46,1139281.49,0,Cloudy
2026-02-28,Saturday,Green Line,198,59202,43.1,29.6,36742.89,84.1,1328848.74,1293337.24,0,Clear
2026-01-29,Thursday,Red Line,261,106227,32.2,25.1,63562.77,93.8,2682954.31,1967910.61,0,Foggy
2026-01-12,Monday,Violet Line,308,78232,36.3,46.6,83351.24,82.7,2188357.05,2798672.79,0,Clear
2026-02-24,Tuesday,Green Line,297,84051,43.1,29.6,48970.11,82.5,2330321.73,1659752.94,0,Clear
2026-02-13,Friday,Green Line,210,60060,44.6,29.6,52012.35,75.5,1535555.49,1962075.96,0,Clear
2026-02-27,Friday,Red Line,219,75993,32.9,25.1,47655.71,85.0,1836241.44,1493488.24,0,Foggy
2026-02-21,Saturday,Green Line,194,39964,39.4,29.6,53885.05,87.7,969934.22,1687797.09,0,Foggy
2026-01-03,Saturday,Green Line,301,114079,33.3,29.6,60725.76,80.3,2425929.64,3425140.37,0,Cloudy
2026-02-05,Thursday,Green Line,152,58216,40.6,29.6,40098.12,93.1,1564609.35,1077409.05,0,Smoggy
2026-02-19,Thursday,Violet Line,305,78995,37.8,46.6,67541.68,82.3,1584814.2,1839135.21,0,Foggy
2026-01-05,Monday,Green Line,134,32696,36.1,29.6,33699.65,79.6,613312.14,1599698.17,0,Clear
2026-02-17,Tuesday,Blue Line,228,64068,35.9,56.6,56273.67,92.6,1698891.27,1374533.85,0,Foggy
2026-02-13,Friday,Yellow Line,153,32742,38.8,49.3,42173.3,89.6,684465.68,1783818.83,0,Rainy
2026-01-09,Friday,Blue Line,247,88179,32.2,56.6,53161.07,83.1,2285422.01,2138887.06,0,Cloudy
2026-02-03,Tuesday,Violet Line,288,62496,37.6,46.6,70845.5,78.4,1447384.67,2016848.5,0,Smoggy
2026-02-07,Saturday,Blue Line,284,60776,43.0,56.6,44585.43,86.2,1623563.44,2382830.57,0,Foggy
2026-02-08,Sunday,Yellow Line,157,33598,44.0,49.3,40901.74,79.6,845438.11,1224797.27,1,Clear
2026-02-19,Thursday,Violet Line,189,72954,38.3,46.6,43901.37,82.9,1991806.33,1197251.55,0,Foggy
2026-02-19,Thursday,Blue Line,120,53040,44.4,56.6,20960.31,81.1,1221188.06,843707.76,0,Smoggy
2026-01-30,Friday,Violet Line,123,32595,31.2,46.6,21571.98,96.1,822965.71,1314616.62,0,Cloudy
2026-01-04,Sunday,Blue Line,183,60207,42.5,56.6,28935.15,89.3,1129092.83,1757062.42,1,Foggy
2026-02-21,Saturday,Green Line,258,78690,38.0,29.6,45376.86,84.1,1516736.8,2138281.75,0,Rainy
2026-02-20,Friday,Red Line,362,86518,36.2,25.1,79113.31,94.4,2042409.99,3769657.78,0,Clear
2026-02-11,Wednesday,Red Line,316,69520,39.3,25.1,49101.55,96.2,1297920.0,1778411.21,0,Clear
2026-02-18,Wednesday,Blue Line,120,48480,40.1,56.6,23288.27,94.8,1142185.91,1014159.48,0,Rainy
2026-01-02,Friday,Green Line,277,66480,35.4,29.6,64811.02,76.5,1783002.68,2980018.26,0,Cloudy
2026-02-05,Thursday,Violet Line,275,66275,44.8,46.6,62063.96,90.8,1297346.18,1550351.46,0,Clear
2026-01-11,Sunday,Blue Line,113,49494,31.2,56.6,28584.74,76.7,1261736.31,871491.07,1,Clear
2026-01-04,Sunday,Blue Line,105,21210,41.1,56.6,24459.39,85.5,455877.84,772255.98,1,Foggy
2026-02-22,Sunday,Green Line,183,47397,41.4,29.6,35630.96,89.7,1315821.11,2174808.52,1,Clear
2026-01-03,Saturday,Yellow Line,183,55449,35.3,49.3,38331.44,78.1,1282306.63,2157742.46,0,Cloudy
2026-02-27,Friday,Violet Line,290,62060,40.0,46.6,64918.54,93.7,1659658.89,3185183.59,0,Clear
2026-01-12,Monday,Violet Line,235,96585,44.7,46.6,38206.66,86.1,2234156.86,2274861.24,0,Clear
2026-01-29,Thursday,Violet Line,317,70057,37.4,46.6,50395.48,83.5,1780147.0,2713148.83,0,Clear
2026-01-29,Thursday,Blue Line,277,111077,35.8,56.6,73337.56,84.5,2485945.67,2706807.85,0,Cloudy
2026-01-14,Wednesday,Red Line,177,38940,32.2,25.1,37162.92,94.3,937209.75,1364292.37,0,Clear
2026-02-28,Saturday,Yellow Line,332,100596,44.7,49.3,58296.52,95.4,1821733.4,2269356.76,0,Foggy
2026-01-13,Tuesday,Blue Line,129,37281,40.5,56.6,33569.64,91.2,829486.15,1197514.08,0,Smoggy
2026-02-10,Tuesday,Red Line,144,29808,40.4,25.1,28071.71,77.2,807372.46,829630.49,0,Foggy
2026-02-04,Wednesday,Yellow Line,215,83850,44.2,49.3,56794.35,83.8,1552949.58,2527093.11,0,Cloudy
2026-02-21,Saturday,Yellow Line,191,42402,37.4,49.3,34274.06,79.4,1074827.45,955768.75,0,Clear
2026-01-14,Wednesday,Blue Line,216,60480,42.7,56.6,56253.29,76.4,1442030.07,2551196.64,0,Foggy
2026-02-23,Monday,Blue Line,199,71640,31.5,56.6,36189.98,97.6,1370132.16,1233697.62,0,Cloudy
2026-01-04,Sunday,Green Line,183,60756,30.7,29.6,39654.71,75.5,1289749.04,1297040.96,1,Foggy
2026-01-28,Wednesday,Violet Line,177,51330,42.4,46.6,32094.13,88.1,941553.7,1856794.2,0,Cloudy
2026-02-20,Friday,Yellow Line,352,127776,31.9,49.3,55048.1,93.1,3133382.17,4012502.89,0,Foggy
2026-02-11,Wednesday,Green Line,201,73767,35.1,29.6,33433.14,89.3,1679902.9,1707904.94,0,Foggy
2026-01-12,Monday,Violet Line,159,61215,36.5,46.6,36398.59,86.2,1219090.34,1407236.98,0,Foggy
2026-02-15,Sunday,Red Line,182,51142,41.3,25.1,32062.85,92.8,1176591.63,1061189.78,1,Smoggy
2026-01-03,Saturday,Red Line,304,61104,42.9,25.1,80977.2,92.1,1173134.13,3641531.44,0,Clear
2026-02-23,Monday,Red Line,368,93472,43.7,25.1,59202.46,91.5,1813516.76,3778588.8,0,Clear
2026-02-09,Monday,Blue Line,285,89775,31.2,56.6,73170.12,86.3,1917589.62,1870049.07,0,Foggy
2026-02-22,Sunday,Violet Line,194,66542,40.7,46.6,40210.32,81.2,1731126.27,1321289.17,1,Cloudy
2026-01-08,Thursday,Blue Line,362,103894,41.3,56.6,55698.9,84.8,2553686.19,2299439.46,0,Foggy
2026-02-14,Saturday,Yellow Line,123,32103,37.8,49.3,32670.15,78.1,799347.76,797079.07,0,Cloudy
2026-02-12,Thursday,Blue Line,285,103455,40.0,56.6,63953.47,92.5,2052293.66,2654101.68,0,Clear
2026-01-14,Wednesday,Blue Line,297,106326,30.6,56.6,67537.02,79.3,2898955.13,3411229.68,0,Clear
2026-02-01,Sunday,Red Line,133,45752,30.1,25.1,35819.89,85.2,865236.41,847993.76,1,Clear
2026-01-28,Wednesday,Yellow Line,135,56295,36.4,49.3,36764.09,94.2,1248513.11,901644.38,0,Cloudy
2026-01-17,Saturday,Green Line,257,77871,36.1,29.6,57227.2,92.7,2123587.93,2959181.06,0,Smoggy
2026-01-26,Monday,Green Line,131,41527,44.9,29.6,24900.66,90.8,1095826.7,1540715.47,1,Clear
2026-01-27,Tuesday,Violet Line,279,113553,43.5,46.6,47830.28,78.6,3114472.67,2558865.53,0,Cloudy
2026-01-05,Monday,Red Line,281,84019,42.2,25.1,72402.87,78.5,1720277.44,2842024.13,0,Foggy
2026-01-31,Saturday,Violet Line,153,58752,44.9,46.6,36652.37,84.5,1435410.47,1553673.38,0,Cloudy
2026-02-25,Wednesday,Green Line,150,54750,39.3,29.6,28426.65,95.1,1361555.51,1275239.12,0,Smoggy
2026-02-27,Friday,Violet Line,232,102080,33.7,46.6,54151.04,88.6,2283403.25,1166355.34,0,Rainy
2026-02-11,Wednesday,Blue Line,347,127696,32.9,56.6,96603.93,75.3,2935034.66,2926227.75,0,Foggy
2026-01-08,Thursday,Yellow Line,289,78030,31.4,49.3,43429.79,79.2,1602502.82,3412683.34,0,Foggy
2026-02-28,Saturday,Red Line,308,105028,43.1,25.1,79481.42,90.1,2146839.22,1810236.34,0,Rainy
2026-02-12,Thursday,Blue Line,341,73315,43.4,56.6,77240.91,78.4,1633948.87,2464191.38,0,Clear
2026-02-20,Friday,Yellow Line,170,73950,43.7,49.3,26115.56,83.2,1784802.4,1911027.84,0,Cloudy
2026-02-03,Tuesday,Blue Line,301,65919,37.8,56.6,71824.01,94.3,1812492.49,3492157.76,0,Foggy
2026-02-24,Tuesday,Yellow Line,248,99200,37.0,49.3,54048.08,91.6,2660034.76,1528784.31,0,Smoggy
2026-01-14,Wednesday,Violet Line,129,51471,39.4,46.6,34861.42,90.0,1263994.12,1213025.39,0,Rainy
2026-01-02,Friday,Green Line,204,41004,31.9,29.6,47248.16,92.5,818078.9,1452299.4,0,Clear
2026-02-20,Friday,Red Line,164,47724,30.8,25.1,32977.96,80.4,1143739.24,1257837.08,0,Clear
2026-02-23,Monday,Blue Line,179,54953,43.5,56.6,35693.17,76.8,1318511.87,1566064.04,0,Rainy
2026-01-16,Friday,Yellow Line,289,93347,40.0,49.3,46295.84,96.2,1784906.61,3237309.0,0,Rainy
2026-01-04,Sunday,Blue Line,196,42924,30.9,56.6,44177.41,81.0,1186849.61,1706612.33,1,Foggy
2026-02-15,Sunday,Blue Line,78,17862,37.1,56.6,16642.39,76.6,341461.11,685045.52,1,Clear
2026-01-27,Tuesday,Green Line,339,92547,40.0,29.6,67759.77,90.6,1950106.61,3384122.87,0,Foggy
2026-01-12,Monday,Violet Line,327,123279,33.6,46.6,65669.51,76.3,2724834.85,2398458.34,0,Cloudy
2026-02-22,Sunday,Green Line,143,31317,38.4,29.6,33561.83,96.1,581078.36,715261.48,1,Cloudy
2026-01-28,Wednesday,Blue Line,374,120802,35.6,56.6,73694.74,77.2,2535403.86,3359899.79,0,Foggy
2026-01-08,Thursday,Violet Line,223,94329,31.8,46.6,38657.15,78.0,2400468.97,2294926.22,0,Foggy
2026-01-06,Tuesday,Red Line,347,131166,32.7,25.1,53681.84,77.2,3061629.55,2912050.31,0,Rainy
2026-02-03,Tuesday,Green Line,250,87000,36.9,29.6,38361.37,79.8,1842932.94,2603285.71,0,Clear
2026-01-25,Sunday,Violet Line,81,29403,31.9,46.6,22484.54,80.3,745652.54,469943.53,1,Clear
2026-01-10,Saturday,Violet Line,288,95904,32.5,46.6,46882.28,79.5,2683401.39,3066066.83,0,Clear
2026-02-14,Saturday,Violet Line,202,53530,33.5,46.6,45335.76,86.4,1449201.99,2238073.69,0,Rainy
2026-02-05,Thursday,Yellow Line,271,105961,34.1,49.3,73824.24,96.3,2100498.09,2623847.77,0,Foggy
2026-01-07,Wednesday,Green Line,323,118541,34.6,29.6,53970.96,93.3,3284172.12,3372434.57,0,Foggy
2026-01-19,Monday,Blue Line,303,114231,38.4,56.6,45461.34,82.5,3080969.55,3059065.45,0,Clear
2026-01-06,Tuesday,Violet Line,128,50176,42.3,46.6,21163.64,78.2,1242875.02,1364353.59,0,Rainy
2026-02-18,Wednesday,Blue Line,369,112545,41.8,56.6,91601.22,78.1,3065048.02,2597255.95,0,Cloudy
2026-02-13,Friday,Yellow Line,213,59214,37.3,49.3,43489.93,95.5,1490298.09,1354325.47,0,Cloudy
2026-02-06,Friday,Red Line,272,116144,34.1,25.1,65306.29,86.4,3113661.69,1372882.95,0,Clear
2026-02-07,Saturday,Violet Line,293,92002,42.6,46.6,68331.87,93.0,1924647.2,2922925.59,0,Smoggy
2026-02-03,Tuesday,Blue Line,337,113906,44.8,56.6,67715.1,97.6,2881224.09,1996971.21,0,Foggy
2026-01-17,Saturday,Blue Line,338,84838,40.8,56.6,66114.96,81.2,2152278.44,1875027.3,0,Foggy
2026-01-21,Wednesday,Yellow Line,272,80512,30.6,49.3,73606.24,83.3,2159834.15,1614735.03,0,Smoggy
2026-02-26,Thursday,Blue Line,87,18009,37.7,56.6,23879.64,96.6,502086.21,516916.63,1,Clear
2026-01-01,Thursday,Yellow Line,325,119925,41.8,49.3,85237.32,92.4,2829071.27,2063030.61,0,Smoggy
2026-01-17,Saturday,Yellow Line,246,52398,33.9,49.3,61678.05,80.5,1098426.46,2585534.86,0,Foggy
2026-02-19,Thursday,Green Line,353,141906,33.1,29.6,95195.98,85.0,2821250.26,2769839.46,0,Smoggy
2026-02-12,Thursday,Red Line,353,148613,38.0,25.1,73222.22,95.4,2820684.16,4178750.51,0,Foggy
2026-01-10,Saturday,Yellow Line,141,35814,40.3,49.3,28074.3,86.7,905234.43,1420910.4,0,Foggy
2026-01-31,Saturday,Yellow Line,347,116939,39.0,49.3,62027.67,89.6,2902758.33,2928393.29,0,Foggy
2026-01-23,Friday,Blue Line,299,112723,44.1,56.6,73950.72,95.6,3105749.33,1727651.64,0,Rainy
2026-01-14,Wednesday,Blue Line,149,30247,31.6,56.6,29851.24,86.7,546427.71,1480344.72,0,Clear
2026-02-20,Friday,Yellow Line,249,83664,40.8,49.3,66040.2,93.3,1741943.32,1887836.26,0,Foggy
2026-02-01,Sunday,Green Line,194,74496,35.2,29.6,35864.72,95.1,1392728.68,1883941.37,1,Rainy
2026-01-11,Sunday,Violet Line,185,76035,30.5,46.6,50722.12,79.3,1669727.53,2064283.71,1,Foggy
2026-02-16,Monday,Violet Line,325,78650,40.1,46.6,78562.46,85.5,1824558.09,2795773.53,0,Clear
2026-02-07,Saturday,Blue Line,272,106896,34.5,56.6,45176.29,78.6,2348225.68,2778418.12,0,Clear
2026-01-05,Monday,Violet Line,137,44251,32.6,46.6,35719.33,78.9,812828.36,1185777.41,0,Clear
2026-02-18,Wednesday,Yellow Line,289,104040,42.8,49.3,53818.03,75.4,2415585.81,2376565.38,0,Clear
2026-01-25,Sunday,Red Line,81,26082,38.6,25.1,18627.53,77.1,706878.83,605595.91,1,Foggy
2026-01-12,Monday,Green Line,144,49248,38.7,29.6,38683.73,93.0,1304445.81,1371315.17,0,Clear
2026-01-20,Tuesday,Green Line,126,56574,40.5,29.6,30248.26,81.9,1267870.65,767108.43,0,Clear
2026-02-17,Tuesday,Red Line,334,128590,43.6,25.1,59342.93,85.8,2358197.84,1960448.58,0,Clear
2026-02-04,Wednesday,Yellow Line,326,94540,44.3,49.3,49610.24,91.2,1774497.93,1859156.52,0,Foggy
2026-01-20,Tuesday,Green Line,139,27800,30.2,29.6,22024.36,97.6,691031.06,1023248.91,0,Foggy
2026-01-26,Monday,Violet Line,106,31800,38.2,46.6,20667.1,86.9,573681.26,901267.29,1,Foggy
2026-02-12,Thursday,Blue Line,297,123552,32.0,56.6,51710.97,82.6,2751582.8,3342036.21,0,Clear
2026-01-08,Thursday,Red Line,191,46413,35.8,25.1,33257.6,79.9,1033047.53,1561699.82,0,Clear
2026-01-09,Friday,Yellow Line,158,64148,42.6,49.3,38551.35,89.0,1509801.98,1007732.58,0,Cloudy
2026-02-01,Sunday,Violet Line,185,44400,41.7,46.6,43194.56,77.7,1189755.06,946144.3,1,Clear
2026-01-06,Tuesday,Yellow Line,360,82440,39.0,49.3,72432.17,93.7,1516460.07,2271556.96,0,Foggy
2026-01-27,Tuesday,Blue Line,264,111936,39.9,56.6,60883.86,80.7,2965266.71,1568041.96,0,Clear
2026-01-24,Saturday,Blue Line,363,145563,42.3,56.6,78778.12,96.2,3036861.59,4105464.88,0,Cloudy
2026-02-22,Sunday,Yellow Line,144,60336,34.3,49.3,33938.23,76.0,1414592.74,1348383.08,1,Foggy
2026-01-23,Friday,Green Line,254,95504,38.5,29.6,69868.75,79.0,2373091.39,1958327.75,0,Smoggy
2026-02-18,Wednesday,Yellow Line,263,63646,43.6,49.3,45742.89,86.3,1521354.85,1521753.35,0,Clear
2026-02-14,Saturday,Violet Line,178,39338,35.3,46.6,47831.98,87.6,1067286.59,1181816.55,0,Foggy
2026-02-19,Thursday,Green Line,367,74501,40.8,29.6,61603.53,89.9,2001332.86,2864289.62,0,Clear
2026-01-20,Tuesday,Red Line,158,32706,42.7,25.1,31101.52,76.4,636552.48,1173054.04,0,Foggy
2026-01-01,Thursday,Yellow Line,197,54175,31.3,49.3,40240.7,76.2,1271881.7,1373448.97,0,Foggy
2026-01-27,Tuesday,Green Line,162,39042,33.2,29.6,31610.07,85.7,798563.2,1545823.66,0,Foggy
2026-01-06,Tuesday,Blue Line,175,77875,42.5,56.6,29606.59,89.2,1801626.57,1383623.35,0,Foggy
2026-02-14,Saturday,Red Line,237,64464,31.3,25.1,36956.88,82.6,1355115.01,2308830.78,0,Foggy
2026-02-25,Wednesday,Green Line,237,47400,34.7,29.6,64954.22,88.3,1212785.11,2817612.62,0,Smoggy
2026-01-28,Wednesday,Yellow Line,262,54496,36.0,49.3,57011.38,94.2,1525641.8,1844513.66,0,Clear
2026-02-10,Tuesday,Violet Line,190,82080,40.1,46.6,33203.38,82.0,2267247.25,1142170.51,0,Foggy
2026-02-11,Wednesday,Red Line,252,54684,44.1,25.1,69839.51,86.8,1128804.16,2825676.81,0,Foggy
2026-02-19,Thursday,Blue Line,240,51840,36.7,56.6,59405.95,77.8,1370260.91,2707092.35,0,Foggy
2026-01-27,Tuesday,Red Line,162,52812,35.4,25.1,31029.02,86.4,1206496.13,1505303.22,0,Foggy
2026-02-18,Wednesday,Violet Line,186,72540,41.3,46.6,43943.36,80.6,1790118.96,1028312.44,0,Clear
2026-01-21,Wednesday,Blue Line,206,71688,36.3,56.6,31222.93,77.0,1919048.11,1438989.01,0,Clear
2026-01-03,Saturday,Green Line,140,35840,42.3,29.6,23591.91,88.5,758949.01,1030381.48,0,Clear
2026-01-28,Wednesday,Green Line,132,43296,34.1,29.6,28484.3,88.8,1129760.68,1258116.91,0,Smoggy
2026-01-22,Thursday,Violet Line,188,69184,30.8,46.6,43613.29,92.6,1420405.39,1038310.91,0,Clear
2026-02-03,Tuesday,Blue Line,346,82694,43.3,56.6,89128.3,84.1,1725244.13,4096114.96,0,Clear
2026-02-02,Monday,Violet Line,178,62300,32.6,46.6,33713.17,96.5,1530894.35,991970.86,0,Cloudy
2026-01-30,Friday,Violet Line,170,39610,35.5,46.6,32295.73,92.9,849920.96,1238842.04,0,Clear
2026-01-03,Saturday,Violet Line,349,70149,40.0,46.6,65399.67,83.8,1643796.84,3754573.51,0,Clear
2026-01-16,Friday,Violet Line,145,39440,33.5,46.6,34437.68,97.6,915486.67,984833.76,0,Cloudy
2026-01-27,Tuesday,Green Line,375,78375,38.6,29.6,72653.45,83.9,1893995.77,3496822.82,0,Clear
2026-02-09,Monday,Violet Line,367,96154,39.5,46.6,83399.93,77.4,2420319.67,1851941.92,0,Foggy
2026-02-23,Monday,Red Line,209,71269,36.9,25.1,36783.64,94.7,1871982.13,1936399.93,0,Cloudy
2026-02-12,Thursday,Green Line,184,71024,36.7,29.6,45893.21,90.9,1656544.41,1318831.29,0,Rainy
2026-01-25,Sunday,Blue Line,82,32226,34.7,56.6,16028.57,84.3,796551.26,711491.97,1,Foggy
2026-01-30,Friday,Red Line,209,80256,32.6,25.1,54840.15,91.1,2126482.8,1752015.79,0,Clear
2026-01-09,Friday,Blue Line,375,90375,42.2,56.6,95173.13,79.9,2305208.03,2292663.03,0,Smoggy
2026-01-05,Monday,Blue Line,368,110400,40.7,56.6,69423.83,91.9,3024848.1,4400769.86,0,Cloudy
2026-02-10,Tuesday,Blue Line,162,43740,34.8,56.6,42859.41,91.4,1033001.63,1762135.65,0,Clear
2026-02-24,Tuesday,Blue Line,298,64666,40.5,56.6,71434.13,88.7,1249905.01,2742897.42,0,Cloudy
2026-02-28,Saturday,Blue Line,302,74292,39.6,56.6,56708.29,75.7,1868900.71,2857136.94,0,Cloudy
2026-02-05,Thursday,Red Line,122,24522,38.5,25.1,18487.86,82.6,635161.48,1113531.43,0,Foggy
2026-01-10,Saturday,Green Line,289,70516,35.1,29.6,62091.34,85.0,1937144.92,2104698.79,0,Smoggy
2026-02-27,Friday,Red Line,171,68229,39.3,25.1,43226.06,87.5,1282144.24,861549.13,0,Cloudy
2026-01-04,Sunday,Yellow Line,96,27840,43.7,49.3,24855.34,89.3,743519.86,601059.35,1,Cloudy
2026-01-12,Monday,Violet Line,137,40552,43.4,46.6,21195.1,80.0,1008086.13,1613077.03,0,Rainy
2026-01-04,Sunday,Yellow Line,166,58100,43.6,49.3,39993.75,95.2,1177448.45,1880900.8,1,Cloudy
2026-01-31,Saturday,Red Line,306,120870,33.4,25.1,58076.95,97.5,2590180.79,2133602.59,0,Clear
2026-01-05,Monday,Blue Line,192,51456,32.8,56.6,29063.65,91.3,1349353.2,1081537.81,0,Cloudy
2026-02-18,Wednesday,Green Line,219,91323,36.7,29.6,43254.02,77.5,1709871.57,2502986.44,0,Foggy
2026-01-12,Monday,Yellow Line,173,51208,42.7,49.3,40504.41,95.7,1220754.46,1241801.75,0,Cloudy
2026-01-28,Wednesday,Blue Line,182,66248,36.0,56.6,50538.43,83.3,1800860.09,1870608.53,0,Rainy
2026-01-13,Tuesday,Blue Line,337,126712,38.5,56.6,63394.68,90.5,2962294.35,2541139.36,0,Cloudy
2026-02-12,Thursday,Green Line,207,58581,39.5,29.6,51175.1,89.4,1612656.9,1998314.78,0,Smoggy
2026-01-13,Tuesday,Yellow Line,242,103334,38.0,49.3,65060.72,80.7,2657551.45,2771895.06,0,Cloudy
2026-02-06,Friday,Green Line,190,42180,31.4,29.6,43817.75,83.2,1107460.49,1467411.08,0,Foggy
2026-01-09,Friday,Green Line,218,56680,41.4,29.6,40052.83,88.5,1362103.02,2450238.72,0,Rainy
2026-02-03,Tuesday,Blue Line,267,68886,42.3,56.6,62086.79,84.5,1769600.32,1816081.72,0,Smoggy
2026-01-31,Saturday,Green Line,223,68461,32.7,29.6,50325.58,76.3,1779323.99,1233407.3,0,Cloudy
2026-02-26,Thursday,Blue Line,140,50260,40.8,56.6,25451.72,96.4,1269694.46,1515631.64,1,Clear
2026-02-04,Wednesday,Red Line,291,59364,32.2,25.1,54359.63,77.6,1526602.74,2799755.89,0,Foggy
2026-02-27,Friday,Blue Line,165,71115,30.1,56.6,31453.31,96.8,1697430.03,1966291.79,0,Cloudy
2026-02-10,Tuesday,Violet Line,193,38986,32.3,46.6,39866.51,89.6,1071308.1,1532264.85,0,Clear
2026-02-14,Saturday,Green Line,281,79523,41.8,29.6,42605.42,78.9,1657693.47,2463874.3,0,Foggy
2026-02-26,Thursday,Green Line,160,61280,37.9,29.6,33463.65,93.0,1368640.65,1459818.07,1,Foggy
2026-01-11,Sunday,Yellow Line,82,18368,38.3,49.3,21754.57,97.6,471644.41,693424.56,1,Smoggy
2026-02-28,Saturday,Blue Line,307,73680,44.1,56.6,82724.09,90.0,1734109.18,1642350.65,0,Clear
2026-01-07,Wednesday,Yellow Line,273,81900,43.5,49.3,69625.86,85.1,1950239.5,1769068.98,0,Foggy
2026-02-12,Thursday,Yellow Line,358,126732,37.0,49.3,80785.45,96.7,2782808.71,2692853.74,0,Foggy
2026-01-24,Saturday,Violet Line,225,98775,34.7,46.6,45004.9,77.7,2215399.44,2510784.76,0,Foggy
2026-01-12,Monday,Violet Line,160,65920,31.0,46.6,32577.16,97.9,1631635.04,1003957.9,0,Foggy
2026-01-07,Wednesday,Red Line,349,145882,38.1,25.1,88076.94,83.2,3998205.21,3547124.5,0,Clear
2026-01-05,Monday,Blue Line,308,132748,41.9,56.6,80398.38,86.3,2857051.31,3432179.38,0,Cloudy
2026-01-16,Friday,Violet Line,123,50553,35.8,46.6,30367.89,92.8,1113320.91,1376212.54,0,Foggy
2026-01-07,Wednesday,Yellow Line,138,36018,31.9,49.3,37799.18,77.6,835294.49,966525.55,0,Cloudy
2026-02-08,Sunday,Violet Line,180,68400,32.9,46.6,35417.29,89.1,1893481.7,1057831.46,1,Clear
