date,day,hour,station,line,footfall_count,direction,is_peak_hour,is_holiday,weather
2026-01-10,Saturday,22,Samaypur Badli,Yellow Line,69,Down,0,0,Foggy
2026-01-08,Thursday,12,Qutab Minar,Yellow Line,268,Down,0,0,Cloudy
2026-01-11,Sunday,7,Khan Market,Violet Line,63,Up,0,1,Rainy
2026-02-08,Sunday,9,IFFCO Chowk,Yellow Line,65,Up,1,1,Foggy
2026-02-08,Sunday,18,Khan Market,Violet Line,90,Up,1,1,Smoggy
2026-01-05,Monday,18,Mohan Estate,Violet Line,527,Down,1,0,Cloudy
2026-02-21,Saturday,16,INA,Yellow Line,293,Up,0,0,Clear
2026-01-22,Thursday,19,Sarai,Violet Line,329,Down,1,0,Clear
2026-01-06,Tuesday,23,Rajendra Place,Blue Line,82,Down,0,0,Foggy
2026-02-11,Wednesday,19,Noida Sector 15,Blue Line,646,Up,1,0,Cloudy
2026-01-05,Monday,6,ITO,Violet Line,103,Up,0,0,Clear
2026-01-22,Thursday,10,Madipur,Green Line,609,Down,1,0,Foggy
2026-02-24,Tuesday,20,Pulbangash,Red Line,310,Down,0,0,Foggy
2026-01-11,Sunday,17,Civil Lines,Yellow Line,85,Up,1,1,Clear
2026-01-22,Thursday,12,Badkhal Mor,Violet Line,243,Down,0,0,Cloudy
2026-01-05,Monday,5,Saket,Yellow Line,48,Up,0,0,Cloudy
2026-01-10,Saturday,10,Dwarka Sector 21,Blue Line,1084,Up,1,0,Cloudy
2026-01-06,Tuesday,15,Malviya Nagar,Yellow Line,165,Down,0,0,Foggy
2026-02-16,Monday,8,Nangloi,Green Line,469,Down,1,0,Smoggy
2026-01-27,Tuesday,12,Neelam Chowk Ajronda,Violet Line,193,Up,0,0,Cloudy
2026-02-16,Monday,12,Samaypur Badli,Yellow Line,294,Down,0,0,Cloudy
2026-01-29,Thursday,21,Samaypur Badli,Yellow Line,84,Down,0,0,Clear
2026-02-28,Saturday,14,Sarita Vihar,Violet Line,39,Up,0,0,Foggy
2026-01-19,Monday,14,Keshav Puram,Red Line,165,Up,0,0,Cloudy
2026-02-21,Saturday,16,Sultanpur,Yellow Line,187,Up,0,0,Foggy
2026-02-10,Tuesday,19,INA,Yellow Line,383,Up,1,0,Clear
2026-02-25,Wednesday,17,Uttam Nagar East,Blue Line,313,Down,1,0,Clear
2026-02-23,Monday,11,Harkesh Nagar Okhla,Violet Line,335,Down,0,0,Clear
2026-01-04,Sunday,9,Tughlakabad,Violet Line,57,Up,1,1,Foggy
2026-01-03,Saturday,15,Netaji Subhash Place,Red Line,81,Down,0,0,Cloudy
2026-01-14,Wednesday,5,Bata Chowk,Violet Line,92,Down,0,0,Rainy
2026-02-03,Tuesday,14,Keshav Puram,Red Line,102,Up,0,0,Clear
2026-02-19,Thursday,8,Punjabi Bagh,Green Line,400,Up,1,0,Cloudy
2026-01-20,Tuesday,19,Govindpuri,Violet Line,332,Up,1,0,Clear
2026-01-06,Tuesday,18,Chandni Chowk,Yellow Line,1540,Down,1,0,Rainy
2026-02-23,Monday,11,Ghitorni,Yellow Line,312,Up,0,0,Foggy
2026-01-25,Sunday,23,Dwarka,Blue Line,100,Down,0,1,Rainy
2026-02-11,Wednesday,16,Chandni Chowk,Yellow Line,690,Down,0,0,Cloudy
2026-02-04,Wednesday,12,Jangpura,Violet Line,269,Up,0,0,Foggy
2026-01-22,Thursday,21,Pratap Nagar,Red Line,134,Up,0,0,Clear
2026-01-26,Monday,17,Shastri Park,Red Line,60,Down,1,1,Rainy
2026-01-18,Sunday,14,Jama Masjid,Violet Line,100,Up,0,1,Clear
2026-01-31,Saturday,7,Nangloi Railway Station,Green Line,217,Up,0,0,Cloudy
2026-01-22,Thursday,10,Neelam Chowk Ajronda,Violet Line,498,Up,1,0,Clear
2026-02-21,Saturday,21,Keshav Puram,Red Line,83,Up,0,0,Clear
2026-01-26,Monday,23,Rohini West,Red Line,84,Down,0,1,Clear
2026-01-06,Tuesday,21,Udyog Bhawan,Yellow Line,79,Up,0,0,Foggy
2026-01-05,Monday,18,ITO,Violet Line,491,Up,1,0,Rainy
2026-02-06,Friday,5,Noida City Centre,Blue Line,170,Up,0,0,Clear
2026-02-04,Wednesday,23,Janakpuri West,Blue Line,187,Down,0,0,Cloudy
2026-01-02,Friday,13,Tughlakabad,Violet Line,277,Up,0,0,Foggy
2026-01-21,Wednesday,15,Civil Lines,Yellow Line,172,Up,0,0,Cloudy
2026-01-29,Thursday,20,Bata Chowk,Violet Line,207,Up,0,0,Cloudy
2026-02-26,Thursday,14,Dwarka Sector 21,Blue Line,225,Up,0,1,Smoggy
2026-01-21,Wednesday,17,Rohini West,Red Line,478,Down,1,0,Clear
2026-02-20,Friday,17,Uttam Nagar East,Blue Line,273,Down,1,0,Foggy
2026-01-10,Saturday,16,Sarai,Violet Line,257,Down,0,0,Rainy
2026-02-07,Saturday,11,Qutab Minar,Yellow Line,198,Up,0,0,Rainy
2026-02-09,Monday,21,ITO,Violet Line,73,Up,0,0,Smoggy
2026-01-04,Sunday,19,Jangpura,Violet Line,102,Up,1,1,Rainy
2026-01-25,Sunday,7,MG Road,Yellow Line,73,Down,0,1,Smoggy
2026-01-23,Friday,21,Tughlakabad,Violet Line,118,Up,0,0,Smoggy
2026-02-11,Wednesday,9,Mandi House,Blue Line,1037,Up,1,0,Clear
2026-01-08,Thursday,7,GTB Nagar,Yellow Line,375,Up,0,0,Smoggy
2026-01-28,Wednesday,18,Jor Bagh,Yellow Line,336,Down,1,0,Foggy
2026-01-20,Tuesday,17,Moolchand,Violet Line,313,Down,1,0,Smoggy
2026-02-04,Wednesday,11,Welcome,Red Line,252,Down,0,0,Foggy
2026-01-27,Tuesday,10,Keshav Puram,Red Line,466,Down,1,0,Foggy
2026-02-17,Tuesday,16,Lal Quila,Violet Line,340,Down,0,0,Clear
2026-01-07,Wednesday,13,Mandi House,Blue Line,607,Up,0,0,Foggy
2026-02-14,Saturday,7,Tis Hazari,Red Line,256,Up,0,0,Smoggy
2026-01-09,Friday,12,Rithala,Red Line,285,Up,0,0,Cloudy
2026-01-17,Saturday,13,New Delhi,Yellow Line,967,Up,0,0,Foggy
2026-02-03,Tuesday,13,Rajiv Chowk,Blue Line,905,Up,0,0,Foggy
2026-01-13,Tuesday,22,Arjan Garh,Yellow Line,85,Up,0,0,Smoggy
2026-01-30,Friday,17,Madipur,Green Line,642,Up,1,0,Smoggy
2026-01-05,Monday,7,Paschim Vihar East,Green Line,289,Up,0,0,Foggy
2026-01-28,Wednesday,21,Dwarka Sector 8,Blue Line,96,Down,0,0,Rainy
2026-02-17,Tuesday,8,Janakpuri West,Blue Line,868,Down,1,0,Cloudy
2026-02-07,Saturday,18,Pulbangash,Red Line,750,Down,1,0,Rainy
2026-02-27,Friday,7,Rajdhani Park,Green Line,259,Up,0,0,Clear
2026-01-02,Friday,12,MG Road,Yellow Line,178,Up,0,0,Cloudy
2026-01-27,Tuesday,9,HUDA City Centre,Yellow Line,1528,Down,1,0,Cloudy
2026-01-21,Wednesday,18,Azadpur,Yellow Line,980,Up,1,0,Rainy
2026-01-30,Friday,18,JLN Stadium,Violet Line,299,Down,1,0,Smoggy
2026-02-19,Thursday,8,Rajendra Place,Blue Line,741,Down,1,0,Clear
2026-02-04,Wednesday,5,Badarpur Border,Violet Line,66,Down,0,0,Cloudy
2026-01-15,Thursday,16,Mundka,Green Line,207,Up,0,0,Clear
2026-02-12,Thursday,11,Govindpuri,Violet Line,233,Up,0,0,Clear
2026-01-24,Saturday,14,INA,Yellow Line,35,Down,0,0,Clear
2026-02-12,Thursday,17,Sarita Vihar,Violet Line,435,Down,1,0,Clear
2026-01-18,Sunday,17,Govindpuri,Violet Line,75,Up,1,1,Clear
2026-01-22,Thursday,15,Seelampur,Red Line,79,Up,0,0,Cloudy
2026-01-21,Wednesday,5,Lal Quila,Violet Line,146,Up,0,0,Foggy
2026-02-20,Friday,12,Chawri Bazar,Yellow Line,160,Down,0,0,Cloudy
2026-02-12,Thursday,13,HUDA City Centre,Yellow Line,497,Down,0,0,Foggy
2026-02-12,Thursday,12,Ghitorni,Yellow Line,217,Up,0,0,Rainy
2026-01-29,Thursday,20,Noida Sector 15,Blue Line,386,Up,0,0,Foggy
2026-02-16,Monday,7,Udyog Bhawan,Yellow Line,194,Down,0,0,Clear
2026-02-05,Thursday,13,Model Town,Yellow Line,261,Up,0,0,Rainy
2026-01-26,Monday,7,Kashmere Gate,Yellow Line,288,Down,0,1,Smoggy
2026-01-07,Wednesday,5,Dwarka Sector 8,Blue Line,75,Up,0,0,Smoggy
2026-02-11,Wednesday,19,Tughlakabad,Violet Line,774,Up,1,0,Clear
2026-02-23,Monday,21,Brigadier Hoshiar Singh,Green Line,44,Up,0,0,Foggy
2026-02-07,Saturday,22,Nehru Place,Violet Line,104,Up,0,0,Cloudy
2026-01-02,Friday,13,Nehru Place,Violet Line,568,Down,0,0,Clear
2026-02-11,Wednesday,23,Kashmere Gate,Yellow Line,382,Up,0,0,Clear
2026-01-27,Tuesday,20,INA,Yellow Line,195,Down,0,0,Clear
2026-02-04,Wednesday,17,Peeragarhi,Green Line,397,Up,1,0,Clear
2026-02-27,Friday,9,Shastri Park,Red Line,567,Down,1,0,Cloudy
2026-01-07,Wednesday,18,Kalkaji Mandir,Violet Line,503,Up,1,0,Cloudy
2026-02-02,Monday,9,ITO,Violet Line,547,Down,1,0,Rainy
2026-01-02,Friday,6,Qutab Minar,Yellow Line,39,Up,0,0,Foggy
2026-01-21,Wednesday,10,Udyog Nagar,Green Line,772,Down,1,0,Foggy
2026-02-01,Sunday,5,Janakpuri West,Blue Line,229,Up,0,1,Clear
2026-01-03,Saturday,20,Haiderpur Badli Mor,Yellow Line,194,Down,0,0,Cloudy
2026-01-09,Friday,16,Jor Bagh,Yellow Line,225,Up,0,0,Cloudy
2026-02-03,Tuesday,21,Sector 28,Violet Line,96,Up,0,0,Clear
2026-02-27,Friday,16,Rajouri Garden,Blue Line,491,Down,0,0,Foggy
2026-02-09,Monday,22,Maharaja Surajmal Stadium,Green Line,94,Down,0,0,Foggy
2026-02-18,Wednesday,9,Kalkaji Mandir,Violet Line,322,Up,1,0,Rainy
2026-01-02,Friday,14,Punjabi Bagh,Green Line,86,Up,0,0,Clear
2026-02-03,Tuesday,10,Jama Masjid,Violet Line,289,Up,1,0,Cloudy
2026-01-04,Sunday,21,Pragati Maidan,Blue Line,50,Up,0,1,Cloudy
2026-01-07,Wednesday,23,Rohini Sector 18,Yellow Line,75,Down,0,0,Foggy
2026-01-26,Monday,13,Central Secretariat,Yellow Line,222,Up,0,1,Cloudy
2026-01-24,Saturday,20,Shivaji Park,Green Line,190,Down,0,0,Foggy
2026-02-20,Friday,22,Rajouri Garden,Blue Line,294,Up,0,0,Clear
2026-02-13,Friday,9,Noida Sector 16,Blue Line,286,Up,1,0,Smoggy
2026-02-24,Tuesday,10,Pitampura,Red Line,589,Up,1,0,Foggy
2026-01-21,Wednesday,20,Patel Chowk,Yellow Line,227,Down,0,0,Cloudy
2026-01-12,Monday,7,Udyog Nagar,Green Line,303,Up,0,0,Rainy
2026-01-05,Monday,17,Lal Quila,Violet Line,314,Down,1,0,Foggy
2026-01-20,Tuesday,15,Peeragarhi,Green Line,52,Down,0,0,Foggy
2026-02-24,Tuesday,14,INA,Yellow Line,107,Up,0,0,Clear
2026-02-03,Tuesday,16,Jor Bagh,Yellow Line,153,Down,0,0,Foggy
2026-02-01,Sunday,8,Noida City Centre,Blue Line,232,Down,1,1,Rainy
2026-02-20,Friday,20,Badarpur Border,Violet Line,264,Up,0,0,Clear
2026-02-11,Wednesday,7,Indraprastha,Blue Line,298,Up,0,0,Rainy
2026-02-28,Saturday,15,INA,Yellow Line,86,Up,0,0,Foggy
2026-01-30,Friday,14,Jahangirpuri,Yellow Line,148,Down,0,0,Cloudy
2026-01-20,Tuesday,15,Raja Nahar Singh,Violet Line,87,Up,0,0,Clear
2026-02-22,Sunday,16,Jama Masjid,Violet Line,124,Up,0,1,Foggy
2026-01-15,Thursday,12,Shahdara,Red Line,268,Up,0,0,Foggy
2026-01-18,Sunday,18,Saket,Yellow Line,65,Down,1,1,Clear
2026-02-20,Friday,8,Nangloi,Green Line,400,Up,1,0,Foggy
2026-02-06,Friday,21,Lajpat Nagar,Violet Line,270,Up,0,0,Clear
2026-02-08,Sunday,13,Chandni Chowk,Yellow Line,295,Down,0,1,Foggy
2026-01-06,Tuesday,19,Green Park,Yellow Line,447,Down,1,0,Foggy
2026-02-28,Saturday,6,Chhattarpur,Yellow Line,33,Down,0,0,Clear
2026-01-20,Tuesday,6,HUDA City Centre,Yellow Line,179,Down,0,0,Clear
2026-01-03,Saturday,23,Jasola Apollo,Violet Line,115,Up,0,0,Clear
2026-02-23,Monday,8,Sector 28,Violet Line,349,Down,1,0,Clear
2026-01-29,Thursday,13,Central Secretariat,Yellow Line,608,Down,0,0,Smoggy
2026-02-05,Thursday,15,Sikanderpur,Yellow Line,355,Up,0,0,Smoggy
2026-02-22,Sunday,7,Lal Quila,Violet Line,108,Up,0,1,Foggy
2026-02-06,Friday,20,Pratap Nagar,Red Line,165,Up,0,0,Rainy
2026-02-22,Sunday,15,Keshav Puram,Red Line,53,Down,0,1,Foggy
2026-01-12,Monday,18,Nangloi,Green Line,240,Up,1,0,Cloudy
2026-01-23,Friday,23,Kashmere Gate,Yellow Line,298,Down,0,0,Foggy
2026-02-25,Wednesday,9,Malviya Nagar,Yellow Line,725,Down,1,0,Foggy
2026-01-22,Thursday,18,Dwarka Sector 21,Blue Line,629,Down,1,0,Clear
2026-02-22,Sunday,23,Karol Bagh,Blue Line,185,Up,0,1,Foggy
2026-01-26,Monday,14,Netaji Subhash Place,Red Line,60,Up,0,1,Rainy
2026-02-19,Thursday,23,Kanhaiya Nagar,Red Line,147,Down,0,0,Foggy
2026-02-19,Thursday,16,Dwarka Sector 8,Blue Line,288,Up,0,0,Smoggy
2026-01-12,Monday,18,Kirti Nagar,Blue Line,442,Up,1,0,Rainy
2026-01-26,Monday,6,Sultanpur,Yellow Line,92,Up,0,1,Foggy
2026-02-08,Sunday,21,Jangpura,Violet Line,77,Up,0,1,Cloudy
2026-02-02,Monday,7,Barakhamba Road,Blue Line,339,Up,0,0,Cloudy
2026-02-03,Tuesday,20,Rohini East,Red Line,249,Up,0,0,Rainy
2026-01-29,Thursday,11,INA,Yellow Line,167,Up,0,0,Clear
2026-02-03,Tuesday,18,Pitampura,Red Line,714,Up,1,0,Smoggy
2026-01-25,Sunday,19,Govindpuri,Violet Line,56,Up,1,1,Foggy
2026-02-28,Saturday,9,Vishwavidyalaya,Yellow Line,1357,Down,1,0,Foggy
2026-02-10,Tuesday,10,Sultanpur,Yellow Line,525,Down,1,0,Foggy
2026-02-16,Monday,9,Moolchand,Violet Line,459,Down,1,0,Clear
2026-01-07,Wednesday,17,Moti Nagar,Blue Line,643,Down,1,0,Foggy
2026-02-09,Monday,20,NHPC Chowk,Violet Line,265,Down,0,0,Cloudy
2026-01-14,Wednesday,6,Mandi House,Blue Line,143,Up,0,0,Clear
2026-02-18,Wednesday,16,Karol Bagh,Blue Line,605,Up,0,0,Clear
2026-01-07,Wednesday,13,Tughlakabad,Violet Line,211,Down,0,0,Clear
2026-01-07,Wednesday,20,Pitampura,Red Line,296,Down,0,0,Cloudy
2026-01-23,Friday,6,Jasola Apollo,Violet Line,125,Down,0,0,Foggy
2026-01-06,Tuesday,12,Hauz Khas,Yellow Line,848,Down,0,0,Clear
2026-02-25,Wednesday,10,Uttam Nagar East,Blue Line,260,Down,1,0,Cloudy
2026-01-06,Tuesday,14,Lajpat Nagar,Violet Line,128,Down,0,0,Foggy
2026-01-17,Saturday,14,Dwarka,Blue Line,108,Up,0,0,Clear
2026-01-21,Wednesday,12,AIIMS,Yellow Line,194,Down,0,0,Foggy
2026-01-16,Friday,12,Green Park,Yellow Line,205,Down,0,0,Cloudy
2026-01-30,Friday,21,Neelam Chowk Ajronda,Violet Line,92,Up,0,0,Clear
2026-02-28,Saturday,18,Vishwavidyalaya,Yellow Line,1541,Up,1,0,Clear
2026-02-06,Friday,6,Keshav Puram,Red Line,44,Down,0,0,Smoggy
2026-01-15,Thursday,11,Shastri Park,Red Line,245,Up,0,0,Clear
2026-01-29,Thursday,19,Welcome,Red Line,495,Up,1,0,Smoggy
2026-02-22,Sunday,6,ITO,Violet Line,70,Up,0,1,Cloudy
2026-01-02,Friday,9,Paschim Vihar East,Green Line,309,Up,1,0,Clear
2026-02-10,Tuesday,13,Udyog Nagar,Green Line,216,Down,0,0,Clear
2026-02-10,Tuesday,6,Jasola Apollo,Violet Line,52,Up,0,0,Cloudy
2026-01-05,Monday,21,Rajouri Garden,Blue Line,132,Down,0,0,Rainy
2026-01-06,Tuesday,17,Udyog Bhawan,Yellow Line,314,Up,1,0,Cloudy
2026-02-13,Friday,5,Dwarka,Blue Line,183,Down,0,0,Rainy
2026-02-14,Saturday,9,Kirti Nagar,Blue Line,269,Down,1,0,Cloudy
2026-02-19,Thursday,10,Sarai,Violet Line,405,Down,1,0,Smoggy
2026-01-10,Saturday,16,Mandi House,Blue Line,747,Up,0,0,Cloudy
2026-02-13,Friday,22,Rajendra Place,Blue Line,81,Down,0,0,Clear
2026-01-23,Friday,5,Patel Chowk,Yellow Line,110,Up,0,0,Clear
2026-02-05,Thursday,20,Kalkaji Mandir,Violet Line,283,Up,0,0,Foggy
2026-01-05,Monday,23,Pragati Maidan,Blue Line,105,Up,0,0,Cloudy
2026-02-08,Sunday,23,Sarai,Violet Line,45,Up,0,1,Cloudy
2026-01-18,Sunday,9,Janakpuri West,Blue Line,225,Down,1,1,Cloudy
2026-01-23,Friday,20,Harkesh Nagar Okhla,Violet Line,266,Down,0,0,Cloudy
2026-02-15,Sunday,7,Badarpur Border,Violet Line,61,Up,0,1,Foggy
2026-01-02,Friday,23,Race Course,Yellow Line,117,Up,0,0,Cloudy
2026-02-24,Tuesday,15,Udyog Bhawan,Yellow Line,152,Down,0,0,Foggy
2026-02-10,Tuesday,13,Adarsh Nagar,Yellow Line,170,Up,0,0,Clear
2026-01-20,Tuesday,18,Noida Sector 16,Blue Line,332,Down,1,0,Foggy
2026-01-20,Tuesday,12,Arjan Garh,Yellow Line,248,Up,0,0,Clear
2026-02-19,Thursday,23,Bata Chowk,Violet Line,106,Up,0,0,Foggy
2026-01-19,Monday,15,Ghitorni,Yellow Line,154,Down,0,0,Clear
2026-01-23,Friday,21,Kohat Enclave,Red Line,86,Down,0,0,Foggy
2026-02-06,Friday,18,Sector 28,Violet Line,402,Down,1,0,Cloudy
2026-01-04,Sunday,8,Kailash Colony,Violet Line,90,Down,1,1,Clear
2026-02-08,Sunday,10,Badkhal Mor,Violet Line,96,Down,1,1,Foggy
2026-02-27,Friday,21,MG Road,Yellow Line,67,Down,0,0,Smoggy
2026-01-12,Monday,11,Tis Hazari,Red Line,196,Down,0,0,Clear
2026-01-06,Tuesday,7,Jasola Apollo,Violet Line,224,Up,0,0,Clear
2026-01-11,Sunday,20,Jangpura,Violet Line,99,Up,0,1,Foggy
2026-01-27,Tuesday,17,Chhattarpur,Yellow Line,321,Up,1,0,Foggy
2026-02-22,Sunday,22,Noida Sector 16,Blue Line,75,Up,0,1,Cloudy
2026-01-20,Tuesday,5,Hauz Khas,Yellow Line,473,Down,0,0,Clear
2026-01-12,Monday,20,Paschim Vihar East,Green Line,228,Down,0,0,Cloudy
2026-01-15,Thursday,10,Arjan Garh,Yellow Line,451,Up,1,0,Clear
2026-01-12,Monday,16,Haiderpur Badli Mor,Yellow Line,153,Down,0,0,Rainy
2026-02-09,Monday,17,Pratap Nagar,Red Line,400,Up,1,0,Rainy
2026-02-02,Monday,10,Dwarka,Blue Line,484,Up,1,0,Foggy
2026-01-10,Saturday,17,Sarita Vihar,Violet Line,452,Up,1,0,Cloudy
2026-02-14,Saturday,20,JLN Stadium,Violet Line,192,Up,0,0,Clear
2026-02-25,Wednesday,16,Shahdara,Red Line,321,Up,0,0,Smoggy
2026-02-20,Friday,14,Arjan Garh,Yellow Line,55,Down,0,0,Cloudy
2026-02-06,Friday,19,Moolchand,Violet Line,748,Up,1,0,Smoggy
2026-02-14,Saturday,21,Green Park,Yellow Line,128,Up,0,0,Cloudy
2026-02-20,Friday,7,Lal Quila,Violet Line,390,Down,0,0,Foggy
2026-02-13,Friday,8,Jangpura,Violet Line,381,Up,1,0,Clear
2026-01-03,Saturday,8,Neelam Chowk Ajronda,Violet Line,371,Up,1,0,Foggy
2026-01-28,Wednesday,18,Kailash Colony,Violet Line,622,Up,1,0,Foggy
2026-01-13,Tuesday,19,Badkhal Mor,Violet Line,331,Down,1,0,Rainy
2026-01-19,Monday,23,Delhi Gate,Violet Line,97,Up,0,0,Foggy
2026-02-28,Saturday,6,ITO,Violet Line,51,Down,0,0,Foggy
2026-02-18,Wednesday,9,Rajdhani Park,Green Line,336,Down,1,0,Cloudy
2026-01-31,Saturday,14,Jangpura,Violet Line,56,Down,0,0,Foggy
2026-02-12,Thursday,16,NHPC Chowk,Violet Line,376,Up,0,0,Cloudy
2026-02-03,Tuesday,23,Race Course,Yellow Line,54,Down,0,0,Cloudy
2026-01-12,Monday,12,Shastri Nagar,Red Line,353,Down,0,0,Clear
2026-02-20,Friday,9,Brigadier Hoshiar Singh,Green Line,571,Up,1,0,Clear
2026-02-20,Friday,18,Udyog Nagar,Green Line,519,Down,1,0,Foggy
2026-02-02,Monday,16,Central Secretariat,Yellow Line,521,Up,0,0,Clear
2026-01-22,Thursday,12,Rajouri Garden,Blue Line,846,Down,0,0,Foggy
2026-02-21,Saturday,17,AIIMS,Yellow Line,471,Up,1,0,Cloudy
2026-02-06,Friday,15,Rajiv Chowk,Blue Line,496,Down,0,0,Foggy
2026-02-14,Saturday,8,Chawri Bazar,Yellow Line,472,Down,1,0,Foggy
2026-01-22,Thursday,8,Noida Sector 15,Blue Line,605,Up,1,0,Cloudy
2026-02-18,Wednesday,18,Kailash Colony,Violet Line,385,Down,1,0,Smoggy
2026-02-05,Thursday,10,Azadpur,Yellow Line,842,Down,1,0,Clear
2026-01-31,Saturday,18,Satguru Ram Singh Marg,Green Line,593,Up,1,0,Clear
2026-01-08,Thursday,11,Moolchand,Violet Line,315,Up,0,0,Foggy
2026-01-29,Thursday,11,Jasola Apollo,Violet Line,173,Up,0,0,Smoggy
2026-01-16,Friday,5,Ashok Park Main,Green Line,167,Up,0,0,Smoggy
2026-01-05,Monday,5,Vishwavidyalaya,Yellow Line,294,Up,0,0,Cloudy
2026-02-22,Sunday,21,Bata Chowk,Violet Line,94,Up,0,1,Foggy
2026-02-09,Monday,11,Badkhal Mor,Violet Line,303,Down,0,0,Cloudy
2026-02-02,Monday,18,Jama Masjid,Violet Line,289,Down,1,0,Clear
2026-02-18,Wednesday,18,Rajouri Garden,Blue Line,954,Down,1,0,Foggy
2026-02-25,Wednesday,23,Noida Sector 15,Blue Line,85,Down,0,0,Foggy
2026-01-29,Thursday,5,Rajdhani Park,Green Line,103,Down,0,0,Rainy
2026-01-04,Sunday,8,Jor Bagh,Yellow Line,78,Up,1,1,Foggy
2026-02-19,Thursday,20,Nangloi,Green Line,224,Up,0,0,Clear
2026-01-03,Saturday,20,Model Town,Yellow Line,341,Up,0,0,Foggy
2026-01-23,Friday,22,Udyog Bhawan,Yellow Line,89,Down,0,0,Rainy
2026-01-07,Wednesday,17,Raja Nahar Singh,Violet Line,582,Down,1,0,Cloudy
2026-02-04,Wednesday,12,Kailash Colony,Violet Line,270,Up,0,0,Cloudy
2026-02-20,Friday,8,Escorts Mujesar,Violet Line,339,Down,1,0,Rainy
2026-01-23,Friday,19,Nangloi Railway Station,Green Line,491,Down,1,0,Foggy
2026-02-07,Saturday,16,Rithala,Red Line,271,Down,0,0,Clear
2026-01-01,Thursday,22,Pragati Maidan,Blue Line,98,Up,0,0,Clear
2026-01-11,Sunday,5,Madipur,Green Line,93,Up,0,1,Rainy
2026-01-20,Tuesday,13,Peeragarhi,Green Line,228,Down,0,0,Clear
2026-01-15,Thursday,20,Welcome,Red Line,265,Up,0,0,Foggy
2026-02-07,Saturday,8,Old Faridabad,Violet Line,282,Up,1,0,Foggy
2026-01-03,Saturday,16,Arjan Garh,Yellow Line,337,Up,0,0,Foggy
2026-01-22,Thursday,16,Jama Masjid,Violet Line,275,Up,0,0,Cloudy
2026-01-25,Sunday,18,Barakhamba Road,Blue Line,108,Down,1,1,Cloudy
2026-02-06,Friday,22,Sikanderpur,Yellow Line,275,Up,0,0,Clear
2026-02-21,Saturday,7,Pragati Maidan,Blue Line,184,Down,0,0,Clear
2026-02-05,Thursday,23,Green Park,Yellow Line,72,Down,0,0,Clear
2026-01-02,Friday,18,Mandi House,Blue Line,904,Down,1,0,Clear
2026-02-16,Monday,15,Model Town,Yellow Line,103,Down,0,0,Foggy
2026-02-25,Wednesday,20,Badarpur Border,Violet Line,353,Up,0,0,Clear
2026-01-07,Wednesday,20,Mewala Maharajpur,Violet Line,201,Down,0,0,Clear
2026-02-27,Friday,11,Kalkaji Mandir,Violet Line,271,Down,0,0,Clear
2026-01-09,Friday,9,Rajdhani Park,Green Line,264,Down,1,0,Clear
2026-01-22,Thursday,6,Rohini Sector 18,Yellow Line,72,Down,0,0,Cloudy
2026-01-24,Saturday,15,Rithala,Red Line,127,Down,0,0,Cloudy
2026-01-18,Sunday,10,Brigadier Hoshiar Singh,Green Line,61,Down,1,1,Clear
2026-02-19,Thursday,21,Tughlakabad,Violet Line,45,Down,0,0,Smoggy
2026-01-16,Friday,12,Welcome,Red Line,339,Down,0,0,Cloudy
2026-02-07,Saturday,11,Model Town,Yellow Line,183,Down,0,0,Cloudy
2026-02-06,Friday,6,Rithala,Red Line,93,Up,0,0,Smoggy
2026-02-12,Thursday,8,GTB Nagar,Yellow Line,502,Up,1,0,Foggy
2026-02-11,Wednesday,7,Barakhamba Road,Blue Line,301,Up,0,0,Rainy
2026-02-14,Saturday,22,Punjabi Bagh,Green Line,109,Up,0,0,Rainy
2026-02-11,Wednesday,23,IFFCO Chowk,Yellow Line,63,Down,0,0,Clear
2026-01-24,Saturday,7,Badkhal Mor,Violet Line,298,Up,0,0,Rainy
2026-02-16,Monday,13,Kashmere Gate,Yellow Line,934,Down,0,0,Clear
2026-01-27,Tuesday,15,Ashok Park Main,Green Line,75,Down,0,0,Rainy
2026-02-04,Wednesday,6,Raja Nahar Singh,Violet Line,63,Up,0,0,Clear
2026-02-11,Wednesday,5,Rajouri Garden,Blue Line,125,Down,0,0,Foggy
2026-01-20,Tuesday,18,Kashmere Gate,Yellow Line,1855,Down,1,0,Rainy
2026-02-06,Friday,23,Sarai,Violet Line,89,Up,0,0,Foggy
2026-01-21,Wednesday,22,Tis Hazari,Red Line,150,Up,0,0,Foggy
2026-02-26,Thursday,14,MG Road,Yellow Line,120,Up,0,1,Cloudy
2026-01-24,Saturday,10,Ghitorni,Yellow Line,390,Down,1,0,Cloudy
2026-02-13,Friday,9,Shivaji Park,Green Line,303,Down,1,0,Cloudy
2026-01-16,Friday,10,Janakpuri West,Blue Line,1041,Up,1,0,Cloudy
2026-01-23,Friday,7,Paschim Vihar East,Green Line,189,Up,0,0,Cloudy
2026-01-27,Tuesday,5,New Delhi,Yellow Line,336,Down,0,0,Foggy
2026-01-29,Thursday,15,Yamuna Bank,Blue Line,159,Down,0,0,Smoggy
2026-02-20,Friday,16,Lal Quila,Violet Line,286,Up,0,0,Clear
2026-02-14,Saturday,15,Keshav Puram,Red Line,55,Up,0,0,Foggy
2026-02-19,Thursday,21,Lajpat Nagar,Violet Line,103,Up,0,0,Clear
2026-01-19,Monday,16,Udyog Nagar,Green Line,288,Up,0,0,Cloudy
