date,day,line,ridership_count,avg_trip_duration_min,revenue_inr,transport_type,total_trips,operational_hours,is_holiday,weather
2026-02-06,Friday,Violet Line,54009,39.1,1381611.34,Metro Rail,191,17.839640553354183,0,Clear
2026-02-20,Friday,Blue Line,67482,36.9,2066718.36,Metro Rail,159,18.27637156004057,0,Cloudy
2026-02-24,Tuesday,Blue Line,67419,36.4,1287246.69,Metro Rail,189,18.38955626606695,0,Cloudy
2026-02-07,Saturday,Yellow Line,44724,37.4,1053756.03,Metro Rail,284,18.33905786828238,0,Foggy
2026-01-10,Saturday,Red Line,25290,33.0,589207.39,Metro Rail,167,18.868556613095585,0,Clear
2026-01-22,Thursday,Violet Line,53143,44.9,1018264.18,Metro Rail,352,18.285606681204367,0,Rainy
2026-01-01,Thursday,Blue Line,67503,24.7,1844623.2,Metro Rail,188,18.159905499114167,0,Foggy
2026-01-23,Friday,Blue Line,67650,28.5,1630888.46,Metro Rail,229,17.744042726531983,0,Foggy
2026-02-26,Thursday,Yellow Line,26667,41.7,771192.86,Metro Rail,337,17.610802082158113,1,Foggy
2026-01-22,Thursday,Green Line,31540,44.2,831927.34,Metro Rail,331,18.836530501620715,0,Cloudy
2026-02-01,Sunday,Green Line,10422,50.5,204047.25,Metro Rail,222,18.15580959761888,1,Cloudy
2026-02-03,Tuesday,Red Line,45263,39.2,1146041.16,Metro Rail,151,18.95440370289355,0,Foggy
2026-02-08,Sunday,Green Line,10525,48.6,199832.53,Metro Rail,314,18.065632083151232,1,Clear
2026-02-01,Sunday,Red Line,15032,33.6,361499.94,Metro Rail,243,18.506320618304635,1,Clear
2026-02-01,Sunday,Blue Line,22645,39.1,411993.22,Metro Rail,325,17.56878873706456,1,Clear
2026-02-27,Friday,Red Line,45174,25.4,978506.39,Metro Rail,279,18.627958632314197,0,Clear
2026-02-14,Saturday,Violet Line,29862,33.7,576236.04,Metro Rail,178,17.751035257489104,0,Foggy
2026-01-04,Sunday,Red Line,14770,50.4,286402.33,Metro Rail,288,18.88373968714241,1,Rainy
2026-01-12,Monday,Yellow Line,80748,33.4,2397192.83,Metro Rail,249,17.97628733507025,0,Foggy
2026-02-14,Saturday,Yellow Line,45176,36.3,1396041.27,Metro Rail,249,18.125816358620433,0,Clear
2026-01-26,Monday,Violet Line,18026,32.7,495306.17,Metro Rail,247,17.77008289019498,1,Clear
2026-01-26,Monday,Violet Line,18096,40.5,417512.57,Metro Rail,161,17.55818013423973,1,Foggy
2026-01-07,Wednesday,Green Line,31259,25.1,882627.65,Metro Rail,193,18.105439530213147,0,Foggy
2026-02-07,Saturday,Violet Line,30132,50.3,888066.34,Metro Rail,302,18.533027941901306,0,Clear
2026-02-24,Tuesday,Green Line,31778,34.3,960223.68,Metro Rail,319,18.21022173888911,0,Clear
2026-01-21,Wednesday,Yellow Line,80348,54.3,2521597.76,Metro Rail,204,17.66077273836108,0,Cloudy
2026-01-23,Friday,Yellow Line,81129,41.9,2115404.7,Metro Rail,243,18.986416220376782,0,Foggy
2026-01-09,Friday,Green Line,31611,26.3,975350.83,Metro Rail,257,17.839799618905573,0,Clear
2026-01-30,Friday,Violet Line,54052,33.3,1098314.22,Metro Rail,397,18.879232922079545,0,Cloudy
2026-01-24,Saturday,Violet Line,29973,20.1,540566.92,Metro Rail,358,18.28667521515174,0,Rainy
2026-01-02,Friday,Blue Line,67495,36.6,1963019.94,Metro Rail,211,18.19684677825372,0,Foggy
2026-01-20,Tuesday,Green Line,31672,48.5,646172.33,Metro Rail,395,18.198872750216545,0,Clear
2026-01-03,Saturday,Yellow Line,45212,17.3,1243728.58,Metro Rail,370,18.842268456100072,0,Foggy
2026-02-26,Thursday,Yellow Line,26767,27.1,618291.0,Metro Rail,185,18.87206973424466,1,Foggy
2026-02-11,Wednesday,Blue Line,67261,17.1,1999723.75,Metro Rail,236,17.70214752406587,0,Clear
2026-02-10,Tuesday,Yellow Line,81028,37.4,2043804.32,Metro Rail,229,17.612280692231725,0,Foggy
2026-01-05,Monday,Green Line,31447,31.5,943726.54,Metro Rail,366,18.760284332590146,0,Foggy
2026-02-28,Saturday,Red Line,24878,18.1,599366.82,Metro Rail,304,18.35634691368884,0,Foggy
2026-02-12,Thursday,Yellow Line,80994,21.5,2287043.55,Metro Rail,318,18.491761046816745,0,Foggy
2026-02-16,Monday,Blue Line,67873,30.0,1919134.63,Metro Rail,255,17.74179876115762,0,Foggy
2026-01-14,Wednesday,Yellow Line,80236,33.7,1947625.46,Metro Rail,287,18.57596723069751,0,Smoggy
2026-01-28,Wednesday,Violet Line,54013,33.1,1573470.08,Metro Rail,182,17.881596534946816,0,Clear
2026-01-13,Tuesday,Yellow Line,81765,40.9,2041713.55,Metro Rail,233,18.719635376439477,0,Smoggy
2026-02-20,Friday,Violet Line,53949,34.4,1066752.51,Metro Rail,326,18.780798767582073,0,Cloudy
2026-01-10,Saturday,Green Line,17416,51.3,328859.2,Metro Rail,368,18.05722552637635,0,Cloudy
2026-01-07,Wednesday,Green Line,31436,33.2,704055.21,Metro Rail,383,17.710504036047897,0,Clear
2026-02-07,Saturday,Violet Line,29745,20.9,563843.67,Metro Rail,179,18.87568973055558,0,Foggy
2026-01-04,Sunday,Violet Line,17874,15.2,506265.86,Metro Rail,273,17.60780130457805,1,Foggy
2026-02-28,Saturday,Green Line,17280,33.4,382338.5,Metro Rail,170,17.730796144893834,0,Clear
2026-02-19,Thursday,Green Line,31297,22.8,804293.25,Metro Rail,231,17.650050177843617,0,Foggy
2026-01-20,Tuesday,Green Line,31484,23.7,764968.35,Metro Rail,175,18.232458776936635,0,Foggy
2026-02-05,Thursday,Violet Line,54390,51.7,1711356.14,Metro Rail,360,17.60655819607125,0,Clear
2026-01-02,Friday,Green Line,31567,50.3,685834.67,Metro Rail,290,18.014326353960637,0,Cloudy
2026-02-21,Saturday,Blue Line,37405,16.1,1109658.2,Metro Rail,296,18.80568702760713,0,Clear
2026-02-26,Thursday,Green Line,10653,52.1,251279.63,Metro Rail,163,18.97361689600123,1,Cloudy
2026-02-20,Friday,Blue Line,67642,40.8,1325568.34,Metro Rail,270,18.878525732954497,0,Foggy
2026-01-21,Wednesday,Green Line,31235,47.4,785488.86,Metro Rail,266,17.971235849396887,0,Foggy
2026-01-21,Wednesday,Yellow Line,81309,41.6,2302964.45,Metro Rail,334,17.641896178545284,0,Cloudy
2026-02-16,Monday,Red Line,45082,41.5,1146880.86,Metro Rail,372,17.69561715822016,0,Foggy
2026-01-02,Friday,Violet Line,54193,27.0,987238.26,Metro Rail,238,18.78301241495909,0,Foggy
2026-02-15,Sunday,Yellow Line,26843,17.0,669078.1,Metro Rail,360,18.289292024314285,1,Foggy
2026-01-16,Friday,Blue Line,67384,46.4,1630353.29,Metro Rail,337,18.244529467807272,0,Clear
2026-01-16,Friday,Blue Line,67561,31.4,2068367.33,Metro Rail,260,18.552840458665855,0,Foggy
2026-02-22,Sunday,Yellow Line,26875,35.8,819310.9,Metro Rail,328,17.7052425895163,1,Foggy
2026-01-15,Thursday,Green Line,31366,33.1,752184.49,Metro Rail,265,17.917425902374344,0,Foggy
2026-01-22,Thursday,Blue Line,66511,15.5,1858344.4,Metro Rail,302,17.666636307224437,0,Foggy
2026-02-15,Sunday,Blue Line,22309,28.1,485433.19,Metro Rail,359,17.62112592794417,1,Clear
2026-01-26,Monday,Green Line,10582,52.3,212829.58,Metro Rail,161,18.894339868418346,1,Smoggy
2026-02-01,Sunday,Blue Line,22633,28.7,714447.79,Metro Rail,314,18.15774761759518,1,Cloudy
2026-01-08,Thursday,Blue Line,67675,49.6,1265130.05,Metro Rail,266,17.876388929379893,0,Clear
2026-01-13,Tuesday,Yellow Line,80861,15.3,2094692.8,Metro Rail,311,18.774114372328786,0,Foggy
2026-02-12,Thursday,Violet Line,53976,36.7,1287213.15,Metro Rail,178,17.568360101847528,0,Clear
2026-02-07,Saturday,Red Line,24899,51.0,540840.19,Metro Rail,189,18.49956736291422,0,Cloudy
2026-01-29,Thursday,Blue Line,66825,19.8,2134429.63,Metro Rail,277,18.198280070726433,0,Clear
2026-01-21,Wednesday,Violet Line,53611,42.7,1215157.25,Metro Rail,283,17.631566606479275,0,Smoggy
2026-01-04,Sunday,Green Line,10410,54.9,308816.6,Metro Rail,364,17.723611060193726,1,Foggy
2026-01-18,Sunday,Yellow Line,26974,34.1,697414.75,Metro Rail,279,17.51990206970994,1,Clear
2026-02-22,Sunday,Yellow Line,27127,15.8,694214.24,Metro Rail,382,18.48071561137985,1,Cloudy
2026-02-22,Sunday,Red Line,14964,41.1,343691.35,Metro Rail,224,17.568305642810333,1,Cloudy
2026-01-18,Sunday,Red Line,14990,34.9,340607.99,Metro Rail,396,18.23453833238434,1,Cloudy
2026-02-01,Sunday,Violet Line,18037,31.3,502176.95,Metro Rail,353,17.73622914031021,1,Clear
2026-01-25,Sunday,Yellow Line,26620,50.2,835483.23,Metro Rail,278,18.40380308707129,1,Clear
2026-01-14,Wednesday,Violet Line,54150,51.0,1560016.96,Metro Rail,378,17.812405479284937,0,Clear
2026-01-15,Thursday,Green Line,31443,18.8,693819.41,Metro Rail,170,18.434786999024038,0,Foggy
2026-02-23,Monday,Blue Line,67977,19.6,1576867.76,Metro Rail,189,18.435899078321135,0,Cloudy
2026-01-23,Friday,Blue Line,67599,52.3,1234221.47,Metro Rail,256,18.86836647244035,0,Foggy
2026-01-17,Saturday,Violet Line,30514,54.0,952152.09,Metro Rail,383,17.894995273028762,0,Cloudy
2026-01-16,Friday,Green Line,31312,19.9,774129.57,Metro Rail,201,18.461117127483632,0,Smoggy
2026-02-06,Friday,Violet Line,54103,19.8,1193174.62,Metro Rail,357,17.902105567519435,0,Foggy
2026-01-04,Sunday,Green Line,10473,46.3,265471.99,Metro Rail,359,17.820237703291433,1,Cloudy
2026-01-11,Sunday,Yellow Line,26949,28.0,731220.94,Metro Rail,156,18.680831216284517,1,Cloudy
2026-01-07,Wednesday,Blue Line,67774,45.7,1870266.37,Metro Rail,287,18.785319164319848,0,Foggy
2026-02-19,Thursday,Violet Line,54037,16.6,1008558.73,Metro Rail,300,17.737980879912143,0,Foggy
2026-01-22,Thursday,Blue Line,68158,17.7,1533129.6,Metro Rail,255,17.799004838390736,0,Clear
2026-01-21,Wednesday,Yellow Line,80791,19.1,1937557.6,Metro Rail,283,18.838331290134192,0,Clear
2026-02-06,Friday,Green Line,31420,41.8,743144.98,Metro Rail,172,18.694459304917498,0,Clear
2026-02-28,Saturday,Blue Line,37665,42.1,926512.93,Metro Rail,175,18.98022523985178,0,Cloudy
2026-01-26,Monday,Violet Line,18099,49.6,356876.38,Metro Rail,184,18.30918831237768,1,Clear
2026-01-29,Thursday,Yellow Line,81295,37.3,2085192.15,Metro Rail,210,17.552975717736572,0,Clear
2026-01-12,Monday,Green Line,31524,49.7,802503.13,Metro Rail,222,18.53996418351412,0,Clear
2026-01-02,Friday,Red Line,44794,40.0,1175470.9,Metro Rail,344,18.146579831202693,0,Cloudy
2026-01-22,Thursday,Violet Line,54102,45.3,1202459.13,Metro Rail,239,18.15104892424555,0,Cloudy
2026-01-17,Saturday,Red Line,25058,32.5,746650.52,Metro Rail,155,17.731068759896754,0,Foggy
2026-02-19,Thursday,Violet Line,53583,47.8,1649469.34,Metro Rail,354,17.567261813890372,0,Clear
2026-01-14,Wednesday,Green Line,31350,16.3,838144.88,Metro Rail,187,17.739891543566756,0,Cloudy
2026-01-25,Sunday,Yellow Line,26890,53.8,635942.67,Metro Rail,333,17.93528545239386,1,Smoggy
2026-01-17,Saturday,Green Line,17270,24.8,313997.68,Metro Rail,378,18.105784869931163,0,Foggy
2026-02-06,Friday,Violet Line,53940,22.5,1621800.4,Metro Rail,354,18.460456949547265,0,Foggy
2026-01-09,Friday,Green Line,31618,46.7,577307.05,Metro Rail,387,17.54365412037303,0,Foggy
2026-01-17,Saturday,Violet Line,29998,18.5,942531.83,Metro Rail,354,18.97795005374424,0,Clear
2026-01-30,Friday,Violet Line,53833,42.3,1175272.61,Metro Rail,328,18.69833830740953,0,Cloudy
2026-01-19,Monday,Green Line,31517,53.4,964563.36,Metro Rail,372,18.442587663898315,0,Foggy
2026-02-25,Wednesday,Yellow Line,80217,41.2,2119799.56,Metro Rail,273,17.662551977730068,0,Clear
2026-02-04,Wednesday,Yellow Line,81246,49.7,2420535.2,Metro Rail,247,18.995778586506162,0,Cloudy
2026-01-22,Thursday,Yellow Line,81352,20.0,2574139.64,Metro Rail,322,18.28711795422396,0,Clear
2026-02-23,Monday,Blue Line,67747,43.3,1760220.54,Metro Rail,173,18.127149921157816,0,Clear
2026-02-09,Monday,Violet Line,54336,20.6,1310599.77,Metro Rail,180,17.631346697578962,0,Smoggy
2026-02-02,Monday,Yellow Line,81140,49.9,2184710.25,Metro Rail,264,18.69610339445179,0,Foggy
2026-01-18,Sunday,Blue Line,22563,52.8,630737.15,Metro Rail,228,18.127890680091472,1,Foggy
2026-01-22,Thursday,Red Line,44951,47.1,864723.36,Metro Rail,217,18.519442923765844,0,Clear
2026-02-14,Saturday,Yellow Line,45567,33.7,1398514.41,Metro Rail,322,17.546331777135208,0,Cloudy
2026-01-28,Wednesday,Green Line,31254,54.2,577196.29,Metro Rail,368,18.043682898609674,0,Clear
2026-01-13,Tuesday,Green Line,31348,47.7,566163.52,Metro Rail,320,18.095812504503066,0,Cloudy
2026-02-12,Thursday,Red Line,45042,33.3,1306539.86,Metro Rail,202,18.260014354954386,0,Foggy
2026-02-16,Monday,Green Line,31716,43.2,861809.4,Metro Rail,386,18.969057226323137,0,Clear
2026-01-19,Monday,Green Line,31369,35.7,722938.97,Metro Rail,359,17.530189292706936,0,Foggy
2026-02-11,Wednesday,Red Line,45348,41.0,1106055.7,Metro Rail,174,17.946030842387664,0,Foggy
2026-01-09,Friday,Green Line,31511,20.6,968024.29,Metro Rail,397,18.317895353171327,0,Cloudy
2026-02-15,Sunday,Yellow Line,26866,23.2,591219.09,Metro Rail,229,17.824431623033693,1,Foggy
2026-02-07,Saturday,Red Line,24758,20.7,569800.74,Metro Rail,230,17.63468388733424,0,Cloudy
2026-01-29,Thursday,Violet Line,53812,19.7,1617271.87,Metro Rail,307,18.644931284934643,0,Clear
2026-02-28,Saturday,Yellow Line,45610,23.6,1120622.43,Metro Rail,177,18.77788113912361,0,Foggy
2026-01-04,Sunday,Green Line,10448,33.7,248155.99,Metro Rail,282,17.906867878000337,1,Clear
2026-01-03,Saturday,Violet Line,30066,30.3,656548.71,Metro Rail,169,18.4068923512397,0,Foggy
2026-02-10,Tuesday,Red Line,45046,48.4,1041651.49,Metro Rail,329,18.97803546887304,0,Clear
2026-01-04,Sunday,Red Line,14898,32.9,292681.57,Metro Rail,390,18.636330577489055,1,Foggy
2026-01-03,Saturday,Yellow Line,45160,45.2,966317.23,Metro Rail,201,18.857195573236904,0,Foggy
2026-01-12,Monday,Yellow Line,80956,34.7,1531828.94,Metro Rail,263,18.3612340499921,0,Clear
2026-01-30,Friday,Violet Line,54003,43.2,1056057.84,Metro Rail,164,18.697969000090147,0,Clear
2026-01-21,Wednesday,Blue Line,67302,32.3,1640887.69,Metro Rail,218,18.26606049309318,0,Clear
2026-02-23,Monday,Violet Line,54333,24.1,1418059.0,Metro Rail,162,17.9611298031652,0,Foggy
2026-02-09,Monday,Blue Line,67629,16.0,2070982.44,Metro Rail,319,18.337516705107266,0,Cloudy
2026-01-25,Sunday,Red Line,15178,34.5,387761.66,Metro Rail,247,18.014357350409526,1,Clear
2026-02-03,Tuesday,Blue Line,67593,25.0,1753431.24,Metro Rail,361,18.085358777822922,0,Clear
2026-01-07,Wednesday,Yellow Line,80708,54.1,2003229.33,Metro Rail,263,18.98597902063371,0,Foggy
2026-02-12,Thursday,Red Line,45240,24.3,1181130.19,Metro Rail,290,17.81843431673527,0,Rainy
2026-01-05,Monday,Yellow Line,81059,49.2,2129925.42,Metro Rail,278,18.001494846485752,0,Clear
2026-01-08,Thursday,Green Line,31453,20.5,815209.71,Metro Rail,304,17.794772841019714,0,Foggy
2026-02-06,Friday,Violet Line,53728,48.1,1078250.3,Metro Rail,197,17.5413554426187,0,Cloudy
2026-01-20,Tuesday,Blue Line,67612,20.4,2068539.97,Metro Rail,291,18.63343548537575,0,Clear
2026-01-11,Sunday,Green Line,10516,26.5,267036.84,Metro Rail,349,18.438503456523563,1,Cloudy
2026-01-09,Friday,Blue Line,67645,17.4,2160890.51,Metro Rail,396,18.19224916727269,0,Clear
2026-01-24,Saturday,Yellow Line,44755,43.1,1224141.37,Metro Rail,297,17.862409243967996,0,Foggy
2026-01-04,Sunday,Green Line,10438,30.6,217674.35,Metro Rail,264,17.810589357631265,1,Rainy
2026-02-18,Wednesday,Yellow Line,80584,26.7,2294302.02,Metro Rail,301,18.29686677743223,0,Cloudy
2026-02-23,Monday,Green Line,31469,43.7,901925.61,Metro Rail,324,18.259853700111478,0,Cloudy
2026-02-01,Sunday,Violet Line,18021,44.9,483906.18,Metro Rail,278,18.452187114560743,1,Clear
2026-01-18,Sunday,Blue Line,22413,27.8,558054.88,Metro Rail,157,18.66386900539829,1,Smoggy
2026-02-21,Saturday,Violet Line,30122,41.4,796897.23,Metro Rail,204,18.389064976422404,0,Smoggy
2026-01-20,Tuesday,Yellow Line,80737,49.8,1672048.93,Metro Rail,185,18.16634201509154,0,Foggy
2026-02-28,Saturday,Red Line,24802,29.9,632685.6,Metro Rail,363,18.532568177553316,0,Smoggy
2026-02-08,Sunday,Violet Line,17882,47.8,465779.56,Metro Rail,299,18.464961568969674,1,Foggy
2026-02-03,Tuesday,Yellow Line,80440,37.3,1778779.88,Metro Rail,394,18.374800118816367,0,Smoggy
2026-02-16,Monday,Violet Line,54364,18.4,1248274.85,Metro Rail,210,18.202893699057924,0,Clear
2026-02-13,Friday,Green Line,31473,18.0,726409.77,Metro Rail,218,18.152689062450264,0,Clear
2026-02-14,Saturday,Blue Line,37489,40.3,995933.44,Metro Rail,175,18.155002770618466,0,Foggy
2026-02-04,Wednesday,Red Line,45416,18.1,950730.75,Metro Rail,323,17.74696320763468,0,Foggy
2026-02-03,Tuesday,Red Line,44932,42.5,1357484.8,Metro Rail,382,18.836253229276064,0,Cloudy
2026-01-12,Monday,Yellow Line,80897,44.4,2390476.3,Metro Rail,209,17.91458855702858,0,Cloudy
2026-02-23,Monday,Blue Line,67969,41.0,1866581.76,Metro Rail,293,18.46041118530128,0,Clear
2026-02-18,Wednesday,Green Line,31560,38.6,923872.74,Metro Rail,304,17.831246116023586,0,Clear
2026-01-15,Thursday,Blue Line,68050,29.2,1532779.76,Metro Rail,379,17.792103790905664,0,Smoggy
2026-02-03,Tuesday,Violet Line,53772,52.1,1468345.19,Metro Rail,373,18.36718185395597,0,Cloudy
2026-01-28,Wednesday,Blue Line,67632,29.3,1763926.02,Metro Rail,345,18.67567699062336,0,Clear
2026-02-12,Thursday,Yellow Line,80856,22.3,1933504.85,Metro Rail,169,17.538714556043214,0,Rainy
2026-01-16,Friday,Red Line,44870,24.6,1257618.35,Metro Rail,214,18.266438352437103,0,Rainy
2026-02-20,Friday,Green Line,31100,15.7,635637.75,Metro Rail,270,18.184432330757335,0,Smoggy
2026-01-14,Wednesday,Red Line,45014,25.0,1237911.05,Metro Rail,293,18.42267434214441,0,Foggy
2026-01-05,Monday,Yellow Line,79839,35.7,2165890.61,Metro Rail,312,18.52707486799413,0,Smoggy
2026-02-24,Tuesday,Yellow Line,81721,52.9,1930593.61,Metro Rail,328,18.971513019977703,0,Clear
2026-01-04,Sunday,Blue Line,22590,16.7,467726.84,Metro Rail,357,18.724132128607568,1,Foggy
2026-02-24,Tuesday,Violet Line,54036,36.5,1316054.98,Metro Rail,150,17.824132888998932,0,Cloudy
2026-01-06,Tuesday,Blue Line,67570,18.8,1712905.34,Metro Rail,346,18.337462931410247,0,Clear
2026-02-25,Wednesday,Red Line,44586,45.7,1087934.78,Metro Rail,229,17.561553037094974,0,Foggy
2026-02-21,Saturday,Yellow Line,44737,38.9,1285024.71,Metro Rail,248,17.739531136609894,0,Foggy
2026-02-19,Thursday,Violet Line,53828,32.2,1036132.02,Metro Rail,336,17.76916502208225,0,Clear
2026-02-24,Tuesday,Violet Line,54320,30.0,985626.07,Metro Rail,168,18.437138038449742,0,Clear
2026-01-01,Thursday,Green Line,31499,52.7,926447.8,Metro Rail,171,18.31100295958009,0,Clear
2026-01-06,Tuesday,Red Line,44847,40.6,825352.73,Metro Rail,367,18.982758923165164,0,Smoggy
2026-01-21,Wednesday,Yellow Line,81115,36.5,2209448.0,Metro Rail,342,18.978538962033454,0,Foggy
2026-01-22,Thursday,Violet Line,54132,32.2,1239353.66,Metro Rail,334,18.023685864490464,0,Foggy
2026-02-19,Thursday,Yellow Line,80811,22.3,2191920.05,Metro Rail,238,17.63282415987273,0,Foggy
2026-02-26,Thursday,Violet Line,17922,41.9,466979.68,Metro Rail,254,18.81897000034449,1,Rainy
2026-02-09,Monday,Violet Line,54135,41.3,1127173.27,Metro Rail,222,18.823791065068225,0,Clear
2026-01-07,Wednesday,Yellow Line,80380,40.0,2130334.95,Metro Rail,353,18.801507120920817,0,Foggy
2026-01-08,Thursday,Violet Line,53678,17.7,1335184.0,Metro Rail,298,18.550229258331456,0,Cloudy
2026-01-31,Saturday,Red Line,24903,44.9,536065.09,Metro Rail,255,18.6712550163538,0,Smoggy
2026-01-27,Tuesday,Blue Line,67867,22.5,1431034.2,Metro Rail,159,18.802574406568898,0,Rainy
2026-02-19,Thursday,Red Line,44938,30.4,1038358.44,Metro Rail,379,18.19542010703423,0,Cloudy
2026-01-11,Sunday,Green Line,10577,31.3,317548.61,Metro Rail,340,18.551046263067274,1,Cloudy
2026-01-16,Friday,Yellow Line,80784,35.1,2052236.03,Metro Rail,215,18.24968404507964,0,Foggy
2026-02-28,Saturday,Yellow Line,45320,48.3,974590.16,Metro Rail,281,18.763967284758177,0,Smoggy
2026-02-16,Monday,Violet Line,54176,47.8,1399293.1,Metro Rail,209,17.805330316505778,0,Clear
2026-02-17,Tuesday,Red Line,44831,34.0,1087322.37,Metro Rail,214,17.99477732435831,0,Clear
2026-02-10,Tuesday,Blue Line,67177,37.5,1280883.92,Metro Rail,361,17.950306663370284,0,Foggy
2026-02-23,Monday,Red Line,45098,50.3,963250.54,Metro Rail,380,17.74758224182629,0,Clear
2026-02-05,Thursday,Violet Line,53600,41.1,1704821.48,Metro Rail,230,17.732946026765706,0,Clear
2026-01-11,Sunday,Violet Line,17724,43.8,382758.6,Metro Rail,203,18.373293438427766,1,Rainy
2026-02-06,Friday,Blue Line,67416,46.1,1778692.09,Metro Rail,207,18.603143715532198,0,Cloudy
2026-01-26,Monday,Violet Line,18141,41.9,452615.49,Metro Rail,354,18.66180061706992,1,Foggy
2026-01-21,Wednesday,Violet Line,54080,15.4,1557355.32,Metro Rail,248,18.749974899373306,0,Cloudy
2026-01-24,Saturday,Green Line,17577,24.8,511921.7,Metro Rail,265,18.051118289983812,0,Foggy
2026-01-05,Monday,Red Line,45099,52.1,1410015.97,Metro Rail,211,17.510136320366033,0,Foggy
2026-01-22,Thursday,Violet Line,53902,53.6,1352495.41,Metro Rail,178,18.56841779843658,0,Foggy
2026-02-18,Wednesday,Yellow Line,81140,16.2,2345642.09,Metro Rail,266,18.700649529663607,0,Cloudy
2026-01-24,Saturday,Yellow Line,45266,19.9,952670.76,Metro Rail,221,17.88977739296044,0,Rainy
2026-02-01,Sunday,Blue Line,22525,42.0,581125.66,Metro Rail,385,17.66661891228217,1,Clear
2026-01-28,Wednesday,Yellow Line,81129,39.2,2513796.9,Metro Rail,190,18.874103036783936,0,Clear
2026-01-28,Wednesday,Yellow Line,81165,45.0,2412925.42,Metro Rail,373,18.912970233180513,0,Smoggy
2026-01-07,Wednesday,Yellow Line,80935,48.4,1747459.26,Metro Rail,374,17.809733790367428,0,Foggy
2026-01-25,Sunday,Green Line,10560,33.2,255808.89,Metro Rail,374,17.694841217495156,1,Foggy
2026-02-08,Sunday,Blue Line,22554,33.5,471641.87,Metro Rail,334,18.05867362205341,1,Rainy
2026-02-17,Tuesday,Yellow Line,80965,42.9,1668735.62,Metro Rail,222,17.94206095013458,0,Foggy
2026-01-10,Saturday,Violet Line,30039,25.9,775707.54,Metro Rail,331,18.653460325154207,0,Rainy
2026-02-24,Tuesday,Blue Line,67467,34.8,1943956.52,Metro Rail,254,18.647876646382205,0,Clear
2026-02-12,Thursday,Green Line,31325,23.6,946446.74,Metro Rail,333,18.065702083333715,0,Smoggy
2026-02-28,Saturday,Green Line,17342,43.6,402494.66,Metro Rail,380,17.816031350343994,0,Clear
2026-01-13,Tuesday,Blue Line,67525,32.6,2065996.7,Metro Rail,324,18.07663330387645,0,Cloudy
2026-01-17,Saturday,Green Line,17596,29.8,539800.46,Metro Rail,274,18.13687658494634,0,Cloudy
2026-01-14,Wednesday,Yellow Line,80949,34.7,1491814.53,Metro Rail,223,18.503814405969493,0,Foggy
2026-02-08,Sunday,Green Line,10386,54.5,261002.21,Metro Rail,293,18.770020668516494,1,Smoggy
2026-02-09,Monday,Blue Line,66990,26.6,1623014.71,Metro Rail,197,18.275684044134753,0,Clear
2026-01-31,Saturday,Green Line,17526,37.5,323093.72,Metro Rail,328,17.8472434211275,0,Cloudy
2026-01-30,Friday,Green Line,31469,46.8,797427.05,Metro Rail,218,18.07399219175148,0,Cloudy
2026-02-23,Monday,Yellow Line,81268,33.1,1548632.58,Metro Rail,336,18.017262183480582,0,Cloudy
2026-01-15,Thursday,Green Line,31432,47.3,976889.25,Metro Rail,184,18.748238332859714,0,Clear
2026-01-28,Wednesday,Violet Line,53655,15.0,991677.62,Metro Rail,169,17.515021610248773,0,Foggy
2026-01-07,Wednesday,Red Line,44986,44.2,1198914.38,Metro Rail,310,17.979971494494986,0,Clear
2026-02-16,Monday,Yellow Line,80710,19.5,1562376.21,Metro Rail,295,18.778389916454916,0,Cloudy
2026-01-15,Thursday,Yellow Line,80796,18.2,2044703.7,Metro Rail,349,18.09237215301469,0,Rainy
2026-02-17,Tuesday,Yellow Line,81772,22.2,2275892.8,Metro Rail,369,17.728174257325865,0,Foggy
2026-01-19,Monday,Red Line,45095,18.5,1421326.17,Metro Rail,272,18.022362311049836,0,Foggy
2026-02-03,Tuesday,Blue Line,67573,19.9,1770120.97,Metro Rail,208,17.63058150061386,0,Foggy
2026-02-15,Sunday,Blue Line,22420,37.1,649889.13,Metro Rail,377,18.238269918772954,1,Clear
2026-01-04,Sunday,Blue Line,22335,49.2,582282.08,Metro Rail,370,17.61079832495356,1,Smoggy
2026-02-12,Thursday,Blue Line,67432,18.0,1835456.0,Metro Rail,323,17.861994287543776,0,Rainy
2026-02-13,Friday,Red Line,44918,49.0,1214653.31,Metro Rail,308,17.714479886525556,0,Foggy
2026-01-14,Wednesday,Blue Line,67728,16.1,2116275.36,Metro Rail,331,18.597827040267333,0,Cloudy
2026-02-28,Saturday,Violet Line,30147,37.8,914013.46,Metro Rail,327,18.648367301902073,0,Foggy
2026-02-14,Saturday,Blue Line,37405,40.8,685184.04,Metro Rail,341,17.734451898009166,0,Clear
2026-02-16,Monday,Blue Line,67786,16.2,1540177.33,Metro Rail,265,18.770384198488706,0,Cloudy
2026-02-04,Wednesday,Blue Line,67498,36.2,1571866.13,Metro Rail,389,17.78418384843531,0,Foggy
2026-01-06,Tuesday,Blue Line,67393,26.1,1680291.45,Metro Rail,151,18.624655699708807,0,Foggy
2026-02-04,Wednesday,Green Line,31343,54.5,971809.79,Metro Rail,321,18.350725994515546,0,Clear
2026-02-13,Friday,Red Line,44996,21.1,1437466.15,Metro Rail,296,18.15437062998963,0,Rainy
2026-02-26,Thursday,Violet Line,17832,34.8,399466.19,Metro Rail,224,18.298173685685775,1,Cloudy
